,player_id,match_id,team_id,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received
5,c47541e0,814b563c,8602292d,RM,25-342,19,14,0,0,4,11,5,14,2,4,50.0,3,1,15,108,53,5,0,2,0,0,16,10,62.5,2
6,de5b5570,814b563c,8602292d,DM,27-207,90,57,3,11,40,9,0,57,1,1,100.0,1,0,39,209,77,3,1,0,0,1,48,45,93.8,2
7,90f91999,814b563c,8602292d,"DM,CM",26-300,90,52,2,11,32,16,2,48,2,2,100.0,2,0,27,96,44,1,1,0,0,1,38,31,81.6,5
8,e514ab62,814b563c,8602292d,LB,25-330,45,33,0,4,22,7,0,29,0,0,,0,0,22,44,31,2,0,0,0,1,27,25,92.6,2
9,1544f145,814b563c,8602292d,"AM,CM",20-078,45,30,0,1,18,13,2,29,1,2,50.0,2,0,22,50,30,2,1,0,1,0,25,21,84.0,6
10,8397a50c,814b563c,8602292d,CB,28-154,90,93,10,56,44,2,1,91,2,2,100.0,2,0,60,309,218,2,1,0,1,0,65,64,98.5,0
11,0313a347,814b563c,8602292d,CB,23-295,90,85,8,45,40,6,1,85,1,1,100.0,1,0,62,255,140,3,1,0,1,0,63,63,100.0,0
12,2389cdc2,814b563c,8602292d,RB,24-007,90,87,2,20,44,27,1,71,0,0,,0,0,48,210,113,7,3,0,2,0,51,50,98.0,4
13,7956236f,814b563c,8602292d,GK,28-346,90,33,26,32,1,0,0,23,0,0,,0,0,14,39,27,0,0,0,0,0,12,12,100.0,0
0,59e6e5bf,c99ebbf5,d3fd31cc,FW,24-151,90,29,1,4,11,14,6,27,0,1,0.0,0,0,9,19,5,0,0,0,1,0,40,15,37.5,5
1,fa031b34,c99ebbf5,d3fd31cc,"LW,AM",24-096,88,47,2,10,17,22,6,47,4,7,57.1,4,1,38,128,95,5,1,1,3,5,41,26,63.4,7
2,2bd83368,c99ebbf5,d3fd31cc,AM,20-171,2,5,0,1,2,3,0,5,0,1,0.0,0,0,4,9,1,0,0,0,1,0,5,5,100.0,0
3,b28bbd58,c99ebbf5,d3fd31cc,RW,30-029,69,32,2,7,11,16,0,31,0,1,0.0,0,0,16,70,33,2,2,0,0,2,24,14,58.3,2
4,6ca5ec4b,c99ebbf5,d3fd31cc,"RW,AM",25-103,21,18,1,4,5,10,4,18,1,3,33.3,1,0,13,46,27,2,0,1,0,1,18,14,77.8,3
5,4468ec10,c99ebbf5,d3fd31cc,"AM,LW",25-047,82,27,0,0,14,15,1,27,0,0,,0,0,18,131,71,5,1,1,1,1,24,17,70.8,5
6,6d5701f2,c99ebbf5,d3fd31cc,CB,26-325,8,2,1,2,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
7,cc700722,c99ebbf5,d3fd31cc,DM,30-218,90,45,3,14,26,7,0,40,0,0,,0,0,25,129,93,1,0,0,1,2,20,20,100.0,0
8,02b29014,c99ebbf5,d3fd31cc,DM,28-225,90,48,3,9,27,15,2,48,3,3,100.0,3,0,34,209,98,6,1,0,0,2,28,22,78.6,2
9,1b84dbe1,c99ebbf5,d3fd31cc,"LB,WB",28-025,90,55,4,13,20,22,1,37,2,2,100.0,2,0,27,89,33,1,0,0,2,1,27,23,85.2,4
10,c5b7c315,c99ebbf5,d3fd31cc,CB,28-215,90,60,8,36,22,5,2,60,0,0,,0,0,29,116,22,0,0,0,0,1,30,30,100.0,0
11,d0042ab9,c99ebbf5,d3fd31cc,CB,24-296,90,49,12,30,22,0,0,45,0,0,,0,0,20,120,69,0,0,0,0,1,27,25,92.6,0
12,0420d84f,c99ebbf5,d3fd31cc,"RB,WB",32-307,90,71,3,26,26,22,0,55,0,1,0.0,1,0,36,227,82,2,0,0,1,0,36,31,86.1,3
13,4806ec67,c99ebbf5,d3fd31cc,GK,27-160,90,39,37,39,0,0,0,34,0,0,,0,0,26,169,110,0,0,0,0,0,22,22,100.0,0
0,68c720b5,c99ebbf5,33c895d4,FW,24-185,90,18,0,0,5,14,5,17,0,2,0.0,1,0,11,59,44,5,1,2,0,3,30,11,36.7,6
1,f2bf1b0f,c99ebbf5,33c895d4,FW,25-032,90,37,3,5,17,15,3,34,1,2,50.0,1,0,20,45,16,0,0,0,2,4,54,19,35.2,4
2,254147d4,c99ebbf5,33c895d4,"LM,LB",23-060,90,53,2,11,16,27,6,53,5,10,50.0,5,0,36,126,89,6,1,2,4,1,42,32,76.2,7
3,4b511457,c99ebbf5,33c895d4,CM,29-324,79,52,2,14,24,15,1,52,0,0,,0,0,26,99,23,2,1,0,1,0,37,32,86.5,1
4,11ff3d56,c99ebbf5,33c895d4,CM,22-159,11,11,0,1,8,2,1,11,0,0,,0,0,6,21,14,1,0,0,1,0,10,10,100.0,0
5,3515d404,c99ebbf5,33c895d4,CM,26-286,90,71,2,14,45,17,0,56,2,2,100.0,2,0,44,199,108,7,1,0,0,1,40,38,95.0,0
6,1ecb65be,c99ebbf5,33c895d4,RM,32-151,79,23,0,4,12,9,3,23,0,0,,0,0,12,89,58,4,2,1,2,0,24,16,66.7,4
7,f1e94cd6,c99ebbf5,33c895d4,RM,22-040,11,8,0,2,0,6,1,8,0,1,0.0,0,1,7,13,9,0,0,0,2,0,8,6,75.0,0
8,6dfd8f05,c99ebbf5,33c895d4,LB,23-326,82,49,0,11,19,20,0,33,1,1,100.0,1,0,17,55,16,1,0,0,1,1,20,17,85.0,0
9,ab651565,c99ebbf5,33c895d4,LM,27-161,8,10,1,1,4,7,1,10,2,3,66.7,2,1,9,45,33,1,1,0,0,0,7,7,100.0,1
10,0b33f6ad,c99ebbf5,33c895d4,CB,22-119,90,56,7,26,30,4,2,56,1,1,100.0,1,0,29,178,109,6,0,0,0,0,30,30,100.0,1
11,6adbc307,c99ebbf5,33c895d4,CB,27-199,90,51,2,26,28,1,1,49,0,0,,0,0,21,166,112,3,0,0,0,0,31,30,96.8,1
12,afed6722,c99ebbf5,33c895d4,RB,18-275,90,71,5,24,34,19,1,61,1,3,33.3,1,0,39,329,190,7,4,1,3,1,30,28,93.3,2
13,36c2ca73,c99ebbf5,33c895d4,GK,31-254,90,31,28,31,0,0,0,19,0,0,,0,0,9,46,34,0,0,0,0,0,7,7,100.0,0
0,0745b37d,c52500ad,1c781004,FW,31-138,76,17,0,1,12,4,2,14,0,1,0.0,0,0,12,42,16,1,0,1,1,0,31,12,38.7,3
1,291e3ec3,c52500ad,1c781004,FW,20-156,14,6,0,1,2,4,1,5,0,0,,0,0,2,19,1,0,0,0,0,0,9,4,44.4,1
2,6c6a3300,c52500ad,1c781004,"RM,LW",25-047,76,32,1,8,14,12,3,31,2,5,40.0,3,0,28,197,148,5,2,1,1,1,34,23,67.6,8
3,a8d4428b,c52500ad,1c781004,RM,21-175,14,11,1,4,5,3,1,11,0,1,0.0,0,0,4,34,30,2,0,0,0,0,5,4,80.0,1
4,f63d8a4b,c52500ad,1c781004,"LM,RW",23-168,85,44,1,14,19,12,1,43,0,1,0.0,0,0,37,103,55,3,0,0,5,4,44,30,68.2,0
5,2f6ec02a,c52500ad,1c781004,LM,23-308,5,6,0,1,0,5,2,6,0,0,,0,0,5,7,3,1,0,1,1,0,5,5,100.0,2
6,3faa1780,c52500ad,1c781004,CM,30-218,90,59,1,12,38,10,2,58,0,0,,0,0,40,130,83,4,0,0,1,1,44,41,93.2,2
7,f5044e54,c52500ad,1c781004,CM,28-081,90,57,5,15,34,10,2,57,0,2,0.0,1,0,41,138,58,0,0,0,0,1,46,44,95.7,1
8,df10e27c,c52500ad,1c781004,"CM,DM",20-064,90,83,4,39,44,3,0,79,1,1,100.0,1,0,54,228,76,1,1,0,1,2,61,61,100.0,0
9,112c495e,c52500ad,1c781004,LB,25-301,90,80,10,35,37,13,1,73,4,5,80.0,4,0,59,298,170,7,1,1,2,0,52,48,92.3,3
10,bcfb0142,c52500ad,1c781004,CB,28-211,90,88,24,66,24,2,2,85,0,1,0.0,0,0,55,309,186,1,0,0,0,0,58,57,98.3,0
11,e9254eec,c52500ad,1c781004,CB,29-267,90,67,19,48,19,1,1,66,0,0,,0,0,41,130,71,1,0,0,0,0,49,49,100.0,0
12,774cf58b,c52500ad,1c781004,RB,21-222,90,80,7,34,37,15,0,70,3,3,100.0,3,0,52,327,206,6,1,0,1,1,57,52,91.2,0
13,f23f9d20,c52500ad,1c781004,GK,33-133,90,46,38,46,0,0,0,34,0,0,,0,0,24,72,42,0,0,0,0,0,23,23,100.0,0
0,178ae8f8,c52500ad,822bd0ba,FW,24-253,60,22,1,3,11,11,3,22,2,4,50.0,2,0,15,69,57,2,1,0,0,2,28,17,60.7,6
1,4c370d81,c52500ad,822bd0ba,FW,29-316,30,16,0,3,5,12,3,16,0,1,0.0,0,0,11,81,54,3,2,1,0,0,17,13,76.5,1
2,c691bfe2,c52500ad,822bd0ba,LW,29-126,90,44,1,2,18,26,9,44,1,2,50.0,1,0,32,183,91,7,1,2,5,0,55,39,70.9,9
3,e342ad68,c52500ad,822bd0ba,RW,29-060,90,36,0,1,10,25,14,35,3,5,60.0,4,0,26,71,48,7,0,1,4,1,47,26,55.3,8
4,f25c8e3a,c52500ad,822bd0ba,CM,26-185,82,48,0,5,29,16,4,48,0,1,0.0,0,0,34,162,82,2,0,1,1,0,37,35,94.6,1
5,c8387671,c52500ad,822bd0ba,CM,18-132,8,7,0,1,4,4,1,7,0,0,,0,0,6,50,46,3,1,1,0,0,8,6,75.0,0
6,38c7feef,c52500ad,822bd0ba,CM,27-364,60,30,1,3,15,13,1,30,0,0,,0,0,17,64,34,2,1,0,0,2,22,20,90.9,2
7,7f3b388c,c52500ad,822bd0ba,CM,27-295,30,23,1,7,13,4,0,23,0,0,,0,0,12,70,43,1,0,0,0,0,18,17,94.4,1
8,2f90f6b8,c52500ad,822bd0ba,DM,35-222,90,72,3,19,43,13,0,72,0,0,,0,0,45,159,74,1,0,0,0,1,60,57,95.0,2
9,f315ca93,c52500ad,822bd0ba,LB,25-094,90,82,5,21,31,36,3,69,1,2,50.0,1,0,47,256,144,7,4,1,1,2,48,42,87.5,5
10,e06683ca,c52500ad,822bd0ba,CB,30-037,90,92,7,40,55,2,2,91,0,0,,0,0,66,237,129,4,0,0,0,0,77,75,97.4,0
11,b217ef29,c52500ad,822bd0ba,CB,30-006,90,79,5,29,54,3,3,78,1,1,100.0,1,0,51,188,127,4,0,0,1,0,63,60,95.2,1
12,cd1acf9d,c52500ad,822bd0ba,RB,22-311,90,68,3,14,26,30,1,48,1,5,20.0,1,0,37,184,122,5,2,0,0,1,34,32,94.1,8
13,7a2e46a8,c52500ad,822bd0ba,GK,28-316,90,33,27,32,1,0,0,24,0,0,,0,0,17,47,24,0,0,0,0,0,13,13,100.0,0
0,2b16cb1a,41091264,b2b47a98,FW,24-156,90,52,0,7,36,24,4,52,7,8,87.5,7,0,56,384,298,11,9,2,4,4,51,45,88.2,3
1,c596fcb0,41091264,b2b47a98,FW,29-169,84,21,0,1,9,12,7,20,0,0,,0,0,16,73,36,3,1,1,2,2,41,17,41.5,3
2,c17bfb65,41091264,b2b47a98,FW,25-001,6,6,0,0,2,4,0,6,0,0,,0,0,3,18,1,0,0,0,1,0,6,4,66.7,2
3,862a1c15,41091264,b2b47a98,CM,27-186,90,42,1,6,18,22,3,41,0,1,0.0,0,0,35,272,124,6,2,0,0,2,35,30,85.7,1
4,c951a6df,41091264,b2b47a98,"CM,DM,CB",26-146,90,58,1,14,32,15,1,53,0,1,0.0,0,0,37,179,93,2,2,0,1,2,48,37,77.1,4
5,3727dd3c,41091264,b2b47a98,DM,29-169,69,41,1,11,26,6,0,40,0,0,,0,0,22,146,64,5,0,0,0,1,27,27,100.0,0
6,d56543a0,41091264,b2b47a98,CM,27-172,21,12,0,1,4,7,1,11,0,0,,0,0,10,62,45,2,0,0,1,0,9,8,88.9,0
7,71ef519e,41091264,b2b47a98,WB,31-339,90,61,3,13,20,28,3,49,0,0,,0,0,36,99,30,0,0,0,2,1,37,34,91.9,2
8,de112b84,41091264,b2b47a98,WB,26-172,90,54,1,18,21,18,2,46,3,4,75.0,4,0,31,246,183,11,2,0,0,3,32,30,93.8,4
9,2b91cf8e,41091264,b2b47a98,CB,31-323,90,62,13,29,29,7,4,61,0,0,,0,0,31,181,67,2,1,0,0,0,34,33,97.1,0
10,f25b010f,41091264,b2b47a98,CB,32-175,90,77,23,51,29,2,2,76,0,0,,0,0,50,269,203,0,0,0,0,0,53,53,100.0,0
11,77cf6852,41091264,b2b47a98,CB,27-013,83,39,2,21,15,4,1,37,0,0,,0,0,26,88,65,3,0,0,0,0,28,27,96.4,0
12,a2b105e0,41091264,b2b47a98,DM,23-289,7,6,0,0,5,1,0,6,0,0,,0,0,5,11,3,0,0,0,0,0,5,5,100.0,0
13,19e50035,41091264,b2b47a98,GK,24-164,90,29,29,29,0,0,0,19,0,0,,0,0,14,79,41,0,0,0,0,0,13,13,100.0,0
0,ac05f970,41091264,7c21e445,FW,31-140,89,41,1,4,16,23,6,39,1,2,50.0,1,0,26,116,67,5,1,1,4,1,55,34,61.8,16
1,9319781b,41091264,7c21e445,RW,21-203,1,3,0,0,1,2,0,3,0,1,0.0,1,0,3,0,0,0,0,0,0,1,3,3,100.0,1
2,82927de4,41091264,7c21e445,LW,25-174,90,74,2,10,30,40,5,73,0,1,0.0,0,0,55,333,193,12,3,2,1,1,61,54,88.5,4
3,79c84d1c,41091264,7c21e445,RW,24-238,89,35,2,6,11,21,7,31,3,3,100.0,3,0,26,207,132,9,1,2,0,1,45,22,48.9,5
4,849c826a,41091264,7c21e445,"RW,FW",31-296,1,6,0,0,1,5,0,6,0,0,,0,0,4,1,0,0,0,0,0,0,7,6,85.7,1
5,5a04fd92,41091264,7c21e445,AM,26-005,87,44,1,5,10,32,6,42,1,3,33.3,1,0,37,218,117,6,2,2,0,2,52,37,71.2,10
6,c067631c,41091264,7c21e445,WB,28-309,3,3,0,0,3,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0
7,6613c819,41091264,7c21e445,"DM,CM",26-169,90,52,6,11,27,19,4,52,1,1,100.0,1,0,29,170,125,5,2,0,1,1,38,31,81.6,3
8,1c7012b8,41091264,7c21e445,"DM,CM",22-213,90,55,2,15,33,18,1,55,0,0,,0,0,43,439,299,7,6,0,0,0,38,37,97.4,2
9,4f974391,41091264,7c21e445,"LB,CB",31-243,90,90,5,30,39,26,1,76,0,1,0.0,0,0,54,213,107,4,1,0,0,1,58,58,100.0,0
10,74b2cd7e,41091264,7c21e445,CB,33-084,90,55,8,28,28,2,0,54,0,0,,0,0,39,174,87,1,0,0,0,0,42,39,92.9,0
11,3e9e06cb,41091264,7c21e445,CB,31-101,90,59,9,26,33,2,1,59,0,0,,0,0,37,113,69,5,0,0,0,0,44,42,95.5,0
12,fdf3cb77,41091264,7c21e445,"RB,WB",28-358,90,67,5,17,29,24,1,57,1,1,100.0,1,0,42,153,76,5,1,0,2,0,42,40,95.2,1
13,9328b835,41091264,7c21e445,GK,36-119,90,32,30,32,0,0,0,20,0,0,,0,0,13,45,27,0,0,0,0,0,16,16,100.0,0
0,92e7e919,ff51efc7,361ca564,FW,29-038,90,44,0,0,18,28,4,39,1,1,100.0,1,0,26,189,96,7,2,0,5,1,53,35,66.0,14
1,a29b1131,ff51efc7,361ca564,LW,23-311,76,24,1,6,11,15,3,24,1,1,100.0,1,0,21,217,167,2,3,1,1,2,22,17,77.3,6
2,d7553721,ff51efc7,361ca564,LW,25-128,14,15,0,1,6,9,1,15,1,2,50.0,2,0,14,14,4,0,0,0,1,2,11,10,90.9,1
3,2b622f01,ff51efc7,361ca564,RW,29-002,90,56,3,7,34,19,5,56,4,8,50.0,5,0,35,204,141,7,3,0,0,3,45,32,71.1,4
4,cea4ee8f,ff51efc7,361ca564,CM,25-126,90,33,2,9,15,12,0,32,1,1,100.0,1,0,18,69,55,2,1,0,0,3,25,17,68.0,0
5,8b04d6c1,ff51efc7,361ca564,CM,26-010,89,49,1,12,29,11,2,47,0,0,,0,0,30,162,102,4,1,0,3,0,30,28,93.3,1
6,a3d94a58,ff51efc7,361ca564,CM,23-110,1,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
7,6250083a,ff51efc7,361ca564,DM,20-333,90,36,6,16,21,0,0,36,0,0,,0,0,17,66,5,0,0,0,0,1,20,19,95.0,0
8,3353737a,ff51efc7,361ca564,LB,24-242,90,28,1,5,13,10,1,22,0,0,,0,0,13,50,36,2,0,0,1,1,18,13,72.2,0
9,ac861941,ff51efc7,361ca564,CB,27-212,90,32,7,22,12,0,0,32,0,0,,0,0,16,52,8,0,0,0,0,0,17,17,100.0,0
10,da7b447d,ff51efc7,361ca564,CB,25-064,90,40,12,24,15,2,2,40,0,0,,0,0,23,124,23,0,0,0,0,0,26,25,96.2,0
11,e9971f2d,ff51efc7,361ca564,RB,22-137,82,50,6,19,18,14,1,39,0,1,0.0,0,0,14,27,19,1,1,0,2,1,20,18,90.0,2
12,d557d734,ff51efc7,361ca564,RB,29-211,8,7,1,2,4,1,0,6,1,1,100.0,1,0,2,2,2,0,0,0,0,0,1,1,100.0,0
13,8f62b6ee,ff51efc7,361ca564,GK,34-232,90,30,30,30,0,0,0,19,0,0,,0,0,8,28,11,0,0,0,0,0,8,8,100.0,0
0,9e1035f8,ff51efc7,b8fd03ef,"FW,RW",21-167,90,25,0,2,12,11,7,23,1,1,100.0,1,0,15,56,12,1,0,1,0,0,32,17,53.1,6
1,b400bde0,ff51efc7,b8fd03ef,LW,26-250,69,38,0,2,13,28,8,38,0,2,0.0,0,0,36,177,133,6,3,2,1,4,45,35,77.8,7
2,b66315ae,ff51efc7,b8fd03ef,"FW,LW",24-134,21,7,0,1,4,3,0,7,0,0,,0,0,6,65,61,2,0,0,1,0,12,6,50.0,3
3,892d5bb1,ff51efc7,b8fd03ef,RW,30-175,78,44,0,4,15,28,6,42,1,1,100.0,1,0,36,235,157,7,0,2,3,0,40,33,82.5,5
4,e46012d4,ff51efc7,b8fd03ef,CM,30-048,12,21,0,3,8,11,0,17,1,2,50.0,1,0,15,75,38,2,0,0,0,1,17,14,82.4,3
5,b0b4fd3e,ff51efc7,b8fd03ef,"CM,LW",25-339,90,60,0,3,26,37,9,58,3,3,100.0,3,0,54,407,223,13,2,5,1,3,58,49,84.5,8
6,819b3158,ff51efc7,b8fd03ef,CM,30-295,90,57,2,6,29,30,5,49,2,3,66.7,2,1,43,180,99,7,4,2,1,4,43,40,93.0,5
7,101da2b5,ff51efc7,b8fd03ef,DM,36-103,90,74,1,10,52,19,2,73,0,0,,0,0,50,213,108,5,2,0,1,2,54,48,88.9,4
8,5271c8f1,ff51efc7,b8fd03ef,LB,27-029,78,94,0,16,57,28,1,82,1,2,50.0,1,1,69,302,204,8,4,0,0,1,72,69,95.8,1
9,51cf8561,ff51efc7,b8fd03ef,LB,24-243,12,17,0,7,9,2,0,16,0,0,,0,0,8,53,40,3,1,0,0,0,9,8,88.9,0
10,eaeca114,ff51efc7,b8fd03ef,CB,26-178,90,68,5,33,39,1,1,68,0,0,,0,0,44,317,220,5,0,0,0,0,52,49,94.2,0
11,31c69ef1,ff51efc7,b8fd03ef,CB,24-093,90,62,6,22,44,1,1,61,0,0,,0,0,41,321,229,10,0,0,1,0,44,44,100.0,0
12,bd6351cd,ff51efc7,b8fd03ef,RB,27-080,90,87,3,18,51,28,3,81,3,5,60.0,3,0,64,251,154,10,7,0,1,0,59,59,100.0,3
13,3bb7b8b4,ff51efc7,b8fd03ef,GK,27-363,90,22,21,21,1,0,0,14,0,0,,0,0,10,37,24,0,0,0,0,0,5,5,100.0,0
0,178ae8f8,94d9dac0,822bd0ba,FW,24-260,80,33,1,4,15,14,6,33,0,1,0.0,1,0,23,97,71,3,0,1,2,2,36,25,69.4,8
1,4c370d81,94d9dac0,822bd0ba,FW,29-323,10,10,0,1,5,5,2,9,0,1,0.0,0,0,7,25,9,0,0,0,0,0,10,7,70.0,3
2,c691bfe2,94d9dac0,822bd0ba,LW,29-133,90,39,0,4,18,21,11,38,1,3,33.3,1,0,21,149,88,4,2,2,1,2,44,30,68.2,13
3,e342ad68,94d9dac0,822bd0ba,RW,29-067,90,43,0,2,7,34,11,43,3,6,50.0,3,1,33,149,116,7,0,4,3,0,56,34,60.7,13
4,f25c8e3a,94d9dac0,822bd0ba,CM,26-192,80,57,2,13,37,11,0,56,0,0,,0,0,43,332,252,9,1,0,0,1,45,43,95.6,1
5,77e84962,94d9dac0,822bd0ba,CM,30-132,10,17,1,4,10,4,0,16,0,0,,0,0,11,67,48,3,1,0,0,0,12,12,100.0,0
6,c8387671,94d9dac0,822bd0ba,CM,18-139,90,72,0,7,37,32,9,69,0,0,,0,0,54,272,199,10,3,1,3,1,62,57,91.9,6
7,935e6b8f,94d9dac0,822bd0ba,DM,31-065,90,73,2,16,48,11,0,70,1,1,100.0,1,0,52,225,126,4,0,0,0,1,59,57,96.6,0
8,f315ca93,94d9dac0,822bd0ba,LB,25-101,89,64,6,19,26,21,1,51,0,0,,0,0,32,183,74,5,1,0,0,0,34,30,88.2,4
9,7a11550b,94d9dac0,822bd0ba,LB,24-090,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
10,e06683ca,94d9dac0,822bd0ba,CB,30-044,90,57,9,44,11,4,4,53,0,0,,0,0,29,128,45,1,0,0,0,0,34,33,97.1,0
11,b217ef29,94d9dac0,822bd0ba,CB,30-013,90,67,7,36,32,3,3,63,1,1,100.0,1,0,33,215,112,1,0,0,0,0,33,32,97.0,1
12,cd1acf9d,94d9dac0,822bd0ba,RB,22-318,90,96,4,29,30,41,6,81,2,2,100.0,2,0,52,249,148,6,0,2,0,2,66,60,90.9,4
13,7a2e46a8,94d9dac0,822bd0ba,GK,28-323,90,53,44,52,1,0,0,45,1,1,100.0,1,0,28,85,63,0,0,0,0,0,28,28,100.0,0
0,2691c772,94d9dac0,943e8050,FW,31-295,90,31,2,5,16,13,4,30,1,2,50.0,1,0,17,66,47,3,0,2,2,0,40,19,47.5,3
1,4e9a0555,94d9dac0,943e8050,FW,29-257,74,14,0,2,6,6,2,14,2,2,100.0,2,0,10,20,2,0,0,0,1,2,36,12,33.3,2
2,4ab53cdb,94d9dac0,943e8050,FW,32-023,16,6,0,0,1,5,1,6,1,1,100.0,1,0,6,59,19,2,0,0,0,0,15,4,26.7,1
3,fc15fb84,94d9dac0,943e8050,LM,21-272,90,41,3,8,20,20,4,41,5,6,83.3,6,0,36,287,96,4,4,0,1,1,37,27,73.0,3
4,74e12f1e,94d9dac0,943e8050,CM,32-057,90,26,2,2,20,6,0,24,0,0,,0,0,9,52,28,2,1,0,0,1,17,12,70.6,0
5,47369df8,94d9dac0,943e8050,CM,25-245,90,37,2,7,16,15,0,32,0,0,,0,0,15,43,22,1,1,0,0,3,17,17,100.0,0
6,f72293fc,94d9dac0,943e8050,RM,30-298,78,32,1,5,6,22,0,32,0,0,,0,0,23,126,24,1,0,0,1,1,26,24,92.3,4
7,1ef37668,94d9dac0,943e8050,RM,33-014,12,9,0,3,3,5,0,9,0,0,,0,0,7,30,5,0,1,0,1,0,7,6,85.7,0
8,cc2d7ad5,94d9dac0,943e8050,LB,27-337,90,58,9,16,23,21,0,43,1,2,50.0,1,0,18,113,43,3,1,0,0,0,18,18,100.0,1
9,8df7a2fb,94d9dac0,943e8050,CB,31-332,90,31,4,14,16,1,1,30,1,1,100.0,1,0,14,62,25,1,0,0,0,0,12,11,91.7,0
10,15ea812b,94d9dac0,943e8050,CB,28-275,90,37,7,16,18,3,3,36,0,0,,0,0,15,67,47,2,0,0,0,0,20,17,85.0,0
11,9a9c05db,94d9dac0,943e8050,RB,32-073,90,54,4,11,26,19,1,40,2,3,66.7,2,0,28,95,59,5,1,1,1,0,33,28,84.8,1
12,4b40d9ca,94d9dac0,943e8050,GK,29-124,90,42,37,42,0,0,0,26,0,0,,0,0,13,87,71,0,0,0,0,0,11,11,100.0,0
0,07802f7f,662d4074,8602292d,FW,29-029,89,17,0,1,7,10,7,17,0,1,0.0,0,0,8,51,31,1,1,0,1,0,26,10,38.5,1
1,bfae110f,662d4074,8602292d,FW,24-268,1,4,0,0,1,3,0,4,0,0,,0,0,1,0,0,0,0,0,1,0,6,4,66.7,1
2,ffa90327,662d4074,8602292d,LW,26-110,90,27,0,0,8,23,5,26,0,3,0.0,1,0,15,42,20,2,0,1,7,0,34,23,67.6,10
3,66b76d44,662d4074,8602292d,RW,24-239,85,40,2,9,15,20,1,35,1,2,50.0,1,0,24,122,79,2,1,0,1,2,31,25,80.6,4
4,19f4d211,662d4074,8602292d,RW,19-095,5,3,0,1,0,2,0,3,0,0,,0,0,1,0,0,0,0,0,0,1,4,2,50.0,1
5,1544f145,662d4074,8602292d,CM,20-085,90,36,1,5,17,14,0,36,1,1,100.0,1,0,21,201,122,2,0,0,3,0,30,23,76.7,6
6,90f91999,662d4074,8602292d,CM,26-307,90,43,2,9,22,15,2,38,0,0,,0,0,23,131,82,2,1,1,2,0,25,22,88.0,3
7,6f7d826d,662d4074,8602292d,DM,23-104,87,40,3,12,24,5,1,38,0,1,0.0,0,0,19,76,15,0,0,0,0,1,26,23,88.5,2
8,2baec6ce,662d4074,8602292d,DM,23-280,3,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
9,be927d03,662d4074,8602292d,LB,36-043,90,59,0,15,34,18,1,50,0,0,,0,0,31,168,132,8,4,0,0,1,37,36,97.3,3
10,8397a50c,662d4074,8602292d,CB,28-161,90,51,7,30,19,4,3,50,0,0,,0,0,26,148,39,2,0,0,1,0,34,33,97.1,0
11,0313a347,662d4074,8602292d,CB,23-302,90,35,7,21,11,3,2,33,0,0,,0,0,20,39,18,0,0,0,0,0,22,21,95.5,1
12,2389cdc2,662d4074,8602292d,RB,24-014,90,52,4,15,31,12,2,44,0,1,0.0,0,0,28,171,89,5,1,1,1,2,30,26,86.7,2
13,7956236f,662d4074,8602292d,GK,28-353,90,25,20,25,0,0,0,10,0,0,,0,0,6,11,6,0,0,0,0,0,6,6,100.0,0
0,2b16cb1a,662d4074,b2b47a98,"FW,RM",24-162,90,35,0,2,18,19,3,32,6,8,75.0,6,0,31,256,131,6,3,2,1,2,33,25,75.8,8
1,c596fcb0,662d4074,b2b47a98,FW,29-175,90,16,2,3,4,10,4,16,1,2,50.0,1,0,11,43,23,2,0,1,2,0,48,10,20.8,1
2,862a1c15,662d4074,b2b47a98,"CM,LM",27-192,90,31,0,8,15,11,1,31,0,2,0.0,2,0,23,185,120,3,0,0,1,2,31,23,74.2,2
3,a3b03921,662d4074,b2b47a98,"CM,DM",22-001,89,33,1,5,19,11,3,33,0,3,0.0,0,0,26,158,100,3,2,1,2,0,28,21,75.0,4
4,d56543a0,662d4074,b2b47a98,DM,27-178,1,4,0,0,0,4,1,4,0,0,,0,0,3,21,13,1,0,0,0,0,4,4,100.0,1
5,c951a6df,662d4074,b2b47a98,DM,26-152,45,17,4,7,8,2,0,16,0,0,,0,0,5,26,21,1,0,0,0,0,8,6,75.0,0
6,a2b105e0,662d4074,b2b47a98,DM,23-295,45,31,0,11,21,0,0,30,0,0,,0,0,18,84,28,1,0,0,0,0,24,23,95.8,0
7,71ef519e,662d4074,b2b47a98,"WB,LB",31-345,90,61,2,18,24,23,0,47,0,0,,0,0,31,113,60,3,1,0,0,1,38,36,94.7,0
