,minute,player_id,team_id,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
26,86,8449d35e,c8915e9e,Saved,26,Left Foot,Half volley,f7b1d4e0,Shot,,
0,3,4b511457,e3521093,Blocked,14,Left Foot,,f2bf1b0f,Pass (Live),,
1,3,68c720b5,e3521093,Off Target,24,Right Foot,,4b511457,Pass (Live),984a5a64,Pass (Live)
2,6,71b47ab9,e3521093,Saved,24,Right Foot,"Free kick, Deflected",bfdb33aa,Fouled,,
3,8,bfdb33aa,e3521093,Off Target,34,Right Foot,Volley,43458538,Pass (Live),7ed4921e,Pass (Live)
4,12,68dc0dac,e3521093,Blocked,12,Right Foot,Half volley,,,,
5,15,43458538,e3521093,Wayward,10,Right Foot,,e8832875,Pass (Live),5aaef9ef,Pass (Live)
6,16,68c720b5,e3521093,Off Target,4,Head,,984a5a64,Pass (Live),ab651565,Pass (Live)
7,20,f2bf1b0f,e3521093,Goal,19,Right Foot,,68c720b5,Pass (Live),0b33f6ad,Pass (Live)
8,22,43458538,e3521093,Off Target,11,Head,,de0f152c,Pass (Live),5aaef9ef,Pass (Live)
9,32,bfdb33aa,e3521093,Saved to Post,8,Right Foot,Half volley,43458538,Pass (Live),d0b3ceb9,Pass (Live)
10,34,f2bf1b0f,e3521093,Off Target,5,Head,Diving header,68c720b5,Pass (Live),4b511457,Pass (Live)
11,36,68c720b5,e3521093,Off Target,20,Right Foot,,ab651565,Pass (Live),0b33f6ad,Pass (Live)
12,42,68c720b5,e3521093,Off Target,12,Left Foot,,984a5a64,Pass (Live),0b33f6ad,Pass (Live)
13,50,5aaef9ef,e3521093,Off Target,28,Right Foot,,43458538,Pass (Live),d0b3ceb9,Pass (Live)
14,51,68c720b5,e3521093,Off Target,15,Right Foot,Half volley,68dc0dac,Pass (Live),,
15,56,5aaef9ef,e3521093,Saved,28,Right Foot,,2acd49b9,Pass (Live),,
16,63,4115ce4e,e3521093,Blocked,6,Head,,3515d404,Pass (Dead),,
17,64,ab651565,e3521093,Blocked,25,Right Foot,,4b511457,Pass (Live),3515d404,Pass (Live)
18,68,68c720b5,e3521093,Blocked,14,Right Foot,,68c720b5,Dribble,ab651565,Pass (Live)
19,88,eeb6551f,e3521093,Saved,12,Left Foot,,43458538,Pass (Live),2acd49b9,Pass (Live)
20,88,5aaef9ef,e3521093,Off Target,9,Head,,6cdd8245,Pass (Dead),eeb6551f,Shot
21,89,de0f152c,e3521093,Off Target,20,Left Foot,Volley,,,,
0,6,b2bc3b1f,eb6c294f,Goal,16,Left Foot,,c2731c10,Pass (Live),,
1,18,bd6351cd,eb6c294f,Blocked,14,Left Foot,,119b9a8e,Pass (Live),6434f10d,Pass (Live)
2,19,6434f10d,eb6c294f,Saved,13,Left Foot,Half volley,b66315ae,Pass (Live),,
3,20,bd6351cd,eb6c294f,Off Target,30,Right Foot,,6434f10d,Pass (Live),,
4,25,b66315ae,eb6c294f,Blocked,15,Left Foot,,,,,
5,25,b0b4fd3e,eb6c294f,Blocked,18,Left Foot,,b66315ae,Shot,,
6,31,b66315ae,eb6c294f,Blocked,14,Right Foot,,6434f10d,Pass (Live),6434f10d,Dribble
7,37,bd6351cd,eb6c294f,Blocked,23,Right Foot,,b0b4fd3e,Pass (Live),6434f10d,Pass (Live)
8,45+1,bd6351cd,eb6c294f,Blocked,24,Right Foot,,b0b4fd3e,Pass (Live),119b9a8e,Pass (Live)
9,48,e46012d4,eb6c294f,Blocked,17,Right Foot,,b0b4fd3e,Pass (Live),b66315ae,Pass (Live)
10,49,6434f10d,eb6c294f,Off Target,12,Left Foot,,b0b4fd3e,Pass (Live),e46012d4,Pass (Live)
11,49,cee31595,eb6c294f,Off Target,24,Right Foot,,da052c14,Pass (Live),c2731c10,Pass (Live)
12,52,d0706b27,eb6c294f,Off Target,6,Head,,c2731c10,Pass (Dead),c2731c10,Fouled
13,58,b66315ae,eb6c294f,Saved,16,Right Foot,,b0b4fd3e,Pass (Live),86dd77d1,Pass (Live)
14,64,da052c14,eb6c294f,Off Target,11,Left Foot,,c2731c10,Pass (Live),0562b7f1,Pass (Live)
15,66,bd6351cd,eb6c294f,Saved,26,Right Foot,,,,,
16,69,b66315ae,eb6c294f,Off Target,4,Head,,ed1e53f3,Pass (Live),,
17,77,c2731c10,eb6c294f,Saved,14,Right Foot,,b2bc3b1f,Pass (Live),5cbd1eb0,Pass (Live)
18,78,3312f911,eb6c294f,Off Target,6,Head,,c2731c10,Pass (Dead),c2731c10,Shot
19,79,ab070c55,eb6c294f,Blocked,21,Right Foot,,cee31595,Pass (Live),,
20,88,c2731c10,eb6c294f,Goal,12,Right Foot,,c4486bac,Pass (Live),b2bc3b1f,Pass (Live)
21,90+5,892d5bb1,eb6c294f,Off Target,10,Head,,b400bde0,Pass (Live),3eb22ec9,Pass (Live)
0,6,92e7e919,5a2b8c26,Blocked,27,Left Foot,,df8b52a5,Pass (Live),d7553721,Pass (Live)
1,7,d7553721,5a2b8c26,Off Target,20,Left Foot,Volley,,,,
2,8,527f063d,5a2b8c26,Off Target,10,Head,,507c7bdf,Pass (Live),9e525177,Pass (Live)
3,9,527f063d,5a2b8c26,Blocked,12,Right Foot,,9e525177,Pass (Live),f5deef4c,Pass (Live)
4,9,d93c2511,5a2b8c26,Blocked,31,Right Foot,,b853e0ad,Pass (Live),9c94165b,Pass (Live)
5,24,d7553721,5a2b8c26,Blocked,23,Left Foot,Free kick,d7553721,Fouled,2b622f01,Pass (Live)
6,24,92e7e919,5a2b8c26,Off Target,7,Right Foot,Half volley,2b622f01,Pass (Live),6250083a,Pass (Live)
7,25,527f063d,5a2b8c26,Off Target,10,Head,,507c7bdf,Pass (Live),9c94165b,Pass (Live)
8,28,ac861941,5a2b8c26,Wayward,6,Head,,92e7e919,Pass (Dead),df8b52a5,Dribble
9,33,b853e0ad,5a2b8c26,Saved,30,Right Foot,,dea698d9,Pass (Live),9e525177,Pass (Live)
10,39,9e525177,5a2b8c26,Blocked,19,Right Foot,,9c94165b,Pass (Live),,
11,39,dea698d9,5a2b8c26,Blocked,16,Right Foot,,9e525177,Shot,,
12,39,dea698d9,5a2b8c26,Goal,8,Right Foot,Volley,507c7bdf,Pass (Live),9c94165b,Pass (Live)
13,44,d7553721,5a2b8c26,Off Target,21,Left Foot,,df8b52a5,Pass (Live),8b04d6c1,Pass (Live)
14,45,44781702,5a2b8c26,Off Target,4,Head,,d7553721,Pass (Dead),6250083a,Pass (Live)
15,47,92e7e919,5a2b8c26,Off Target,20,Right Foot,,2b622f01,Pass (Live),2b622f01,Interception
16,64,527f063d,5a2b8c26,Goal,16,Right Foot,,dea698d9,Pass (Live),dea698d9,Dribble
17,83,21a66f6a,5a2b8c26,Blocked,8,Right Foot,Half volley,a29b1131,Pass (Live),cea4ee8f,Pass (Live)
18,86,a1d5bd30,5a2b8c26,Goal,14,Right Foot,,eb7822d7,Pass (Live),d93c2511,Pass (Live)
0,8,c931d9f9,52daf8d4,Blocked,13,Left Foot,,67ca8566,Pass (Live),,
1,12,0745b37d,52daf8d4,Off Target,17,Right Foot,,,,,
2,14,2f6ec02a,52daf8d4,Off Target,42,Left Foot,Free kick,2d61d13a,Fouled,,
3,19,6c6a3300,52daf8d4,Blocked,15,Head,,8996350d,Pass (Live),a8d4428b,Pass (Live)
4,25,774cf58b,52daf8d4,Blocked,15,Left Foot,,e9254eec,Pass (Live),f23f9d20,Pass (Live)
5,26,8996350d,52daf8d4,Off Target,29,Right Foot,,8996350d,Interception,,
6,39,bba30585,52daf8d4,Off Target,6,Head,,3423f250,Pass (Dead),c931d9f9,Fouled
7,42,3423f250,52daf8d4,Blocked,22,Left Foot,,1fb1c435,Pass (Live),dc64b8b3,Fouled
8,43,1fb1c435,52daf8d4,Saved,28,Left Foot,,4f565d77,Pass (Live),,
9,45,6c6a3300,52daf8d4,Saved off Target,36,Right Foot,,,,,
10,45+1,8996350d,52daf8d4,Off Target,26,Left Foot,Half volley,,,,
11,50,6c6a3300,52daf8d4,Saved,29,Right Foot,Free kick,0745b37d,Fouled,0745b37d,Pass (Live)
12,51,67ca8566,52daf8d4,Blocked,27,Right Foot,,aa849a12,Pass (Live),,
13,56,3423f250,52daf8d4,Goal,13,Left Foot,,3423f250,Dribble,c931d9f9,Pass (Live)
14,58,c393a6c4,52daf8d4,Goal,5,Head,,6c6a3300,Pass (Dead),,
15,60,1fb1c435,52daf8d4,Goal,30,Left Foot,,4f565d77,Pass (Live),f4d296e4,Tackle
16,63,471f16b3,52daf8d4,Blocked,26,Left Foot,,2f6ec02a,Pass (Live),a8d4428b,Pass (Live)
17,63,471f16b3,52daf8d4,Saved,5,Head,,6c6a3300,Pass (Dead),471f16b3,Shot
18,66,67ca8566,52daf8d4,Blocked,20,Right Foot,,3423f250,Pass (Dead),3423f250,Fouled
19,66,aa849a12,52daf8d4,Blocked,13,Left Foot,,,,,
20,73,6c6a3300,52daf8d4,Blocked,19,Right Foot,Free kick,0745b37d,Fouled,,
21,74,3423f250,52daf8d4,Off Target,14,Left Foot,Half volley,aa849a12,Pass (Live),c931d9f9,Pass (Live)
22,79,471f16b3,52daf8d4,Blocked,21,Left Foot,Volley,,,,
23,80,3423f250,52daf8d4,Saved,17,Right Foot,,9f1938ab,Pass (Live),aa849a12,Pass (Live)
24,86,1fb1c435,52daf8d4,Blocked,27,Left Foot,,9f1938ab,Pass (Live),4f565d77,Tackle
25,90+4,6c6a3300,52daf8d4,Wayward,14,Right Foot,Volley,471f16b3,Pass (Live),,
26,90+4,3423f250,52daf8d4,Saved,26,Left Foot,,6c17e046,Pass (Live),,
0,2,5a04fd92,a62478a2,Off Target,24,Right Foot,,79c84d1c,Pass (Live),6613c819,Pass (Live)
1,7,9319781b,a62478a2,Goal,21,Left Foot,,1c7012b8,Pass (Live),74b2cd7e,Pass (Live)
2,15,3a233281,a62478a2,Saved,12,Right Foot,,,,,
3,16,79c84d1c,a62478a2,Blocked,8,Left Foot,Half volley,,,,
4,16,79c84d1c,a62478a2,Blocked,11,Left Foot,,79c84d1c,Shot,,
5,16,6613c819,a62478a2,Saved,5,Head,,79c84d1c,Pass (Live),,
6,28,ac05f970,a62478a2,Saved off Target,9,Head,,4f974391,Pass (Dead),5a04fd92,Fouled
7,32,2389cdc2,a62478a2,Off Target,30,Right Foot,Half volley,,,,
8,34,aed3a70f,a62478a2,Goal,12,Right Foot,,66b76d44,Pass (Live),66b76d44,Dribble
9,36,ac05f970,a62478a2,Blocked,13,Left Foot,,5a04fd92,Pass (Live),6613c819,Pass (Live)
10,37,1c7012b8,a62478a2,Blocked,4,Head,,4f974391,Pass (Dead),ac05f970,Shot
11,37,79c84d1c,a62478a2,Off Target,21,Right Foot,Half volley,1c7012b8,Shot,,
12,38,1c7012b8,a62478a2,Goal,28,Right Foot,,5a04fd92,Pass (Live),6613c819,Pass (Live)
13,41,90f91999,a62478a2,Off Target,10,Head,,e514ab62,Pass (Live),3a233281,Pass (Live)
14,44,0313a347,a62478a2,Off Target,6,Head,,e514ab62,Pass (Dead),e514ab62,Pass (Live)
15,45+1,90f91999,a62478a2,Off Target,20,Right Foot,,,,,
16,45+2,5a04fd92,a62478a2,Blocked,24,Right Foot,,82927de4,Pass (Live),ac05f970,Pass (Live)
17,52,4f974391,a62478a2,Blocked,21,Left Foot,Free kick,79c84d1c,Fouled,ac05f970,Pass (Live)
18,55,6613c819,a62478a2,Blocked,19,Left Foot,,1c7012b8,Pass (Live),82927de4,Pass (Live)
19,55,6613c819,a62478a2,Off Target,28,Right Foot,,82927de4,Pass (Live),4f974391,Pass (Live)
20,57,aed3a70f,a62478a2,Saved to Post,7,Head,,90f91999,Pass (Live),8397a50c,Pass (Live)
21,62,3a233281,a62478a2,Blocked,6,Head,,be927d03,Pass (Dead),be927d03,Fouled
22,68,1c7012b8,a62478a2,Saved,22,Right Foot,Free kick,26f6dca8,Fouled,,
23,69,82927de4,a62478a2,Blocked,20,Right Foot,,,,,
24,71,79c84d1c,a62478a2,Saved,13,Left Foot,,,,,
25,73,2389cdc2,a62478a2,Off Target,29,Right Foot,,de5b5570,Pass (Live),ffa90327,Pass (Live)
26,80,79c84d1c,a62478a2,Saved,12,Right Foot,,ac05f970,Pass (Live),1c7012b8,Pass (Live)
27,80,82927de4,a62478a2,Goal,4,Right Foot,Half volley,79c84d1c,Shot,,
28,84,79c84d1c,a62478a2,Goal,4,Left Foot,Open goal,26f6dca8,Pass (Live),ac05f970,Pass (Live)
29,88,26f6dca8,a62478a2,Off Target,26,Right Foot,Free kick,ac05f970,Fouled,ac05f970,Tackle
0,10,44bfb6c5,c9ad66cc,Saved,18,Right Foot,Volley,,,,
1,10,2928dca2,c9ad66cc,Blocked,8,Right Foot,,44bfb6c5,Shot,,
2,14,77e39b04,c9ad66cc,Saved,23,Left Foot,,f5a00fa4,Pass (Live),169fd162,Pass (Live)
3,18,77e39b04,c9ad66cc,Blocked,16,Left Foot,,169fd162,Pass (Live),9b398aea,Pass (Live)
4,20,44bfb6c5,c9ad66cc,Off Target,28,Right Foot,Free kick,77e39b04,Fouled,f5a00fa4,Pass (Live)
5,26,4468ec10,c9ad66cc,Off Target,10,Right Foot,Volley,6ca5ec4b,Pass (Live),fa031b34,Pass (Live)
6,27,b561db50,c9ad66cc,Blocked,12,Left Foot,,77e39b04,Pass (Live),2928dca2,Pass (Live)
7,28,d0f72bf1,c9ad66cc,Goal,7,Head,,9b398aea,Pass (Dead),b561db50,Shot
8,32,b561db50,c9ad66cc,Goal,16,Right Foot,Lob,b561db50,Interception,,
9,37,4468ec10,c9ad66cc,Off Target,15,Right Foot,,,,,
10,45,d0042ab9,c9ad66cc,Off Target,9,Right Foot,Half volley,6ca5ec4b,Pass (Live),b28bbd58,Pass (Dead)
11,52,4468ec10,c9ad66cc,Blocked,12,Left Foot,,b28bbd58,Pass (Live),cc700722,Pass (Live)
12,55,fa031b34,c9ad66cc,Saved,5,Left Foot,,,,,
13,58,fa031b34,c9ad66cc,Wayward,11,Head,,b28bbd58,Pass (Live),0420d84f,Pass (Live)
14,59,9f7c837d,c9ad66cc,Wayward,24,Right Foot,Half volley,,,,
15,60,b561db50,c9ad66cc,Woodwork,11,Head,,d04b94db,Pass (Live),169fd162,Pass (Live)
16,65,111c3236,c9ad66cc,Blocked,28,Right Foot,,9f7c837d,Pass (Live),fa031b34,Pass (Live)
17,66,9f7c837d,c9ad66cc,Blocked,29,Right Foot,,4468ec10,Pass (Live),0420d84f,Pass (Live)
18,66,6ca5ec4b,c9ad66cc,Goal,14,Right Foot,Half volley,9f7c837d,Shot,,
19,68,77e39b04,c9ad66cc,Off Target,10,Right Foot,,77e39b04,Dribble,169fd162,Pass (Live)
20,69,c5b7c315,c9ad66cc,Saved,14,Head,,b28bbd58,Pass (Dead),fa031b34,Fouled
21,72,9f7c837d,c9ad66cc,Saved,21,Right Foot,,cc700722,Pass (Live),b28bbd58,Pass (Live)
22,85,0420d84f,c9ad66cc,Blocked,18,Right Foot,,fa031b34,Pass (Live),4468ec10,Pass (Live)
23,86,2bd83368,c9ad66cc,Saved,6,Head,,b28bbd58,Pass (Dead),0420d84f,Shot
0,3,68c720b5,868bd31f,Goal,19,Left Foot,Half volley,,,,
1,5,68dc0dac,868bd31f,Off Target,8,Right Foot,Volley,97333cf5,Pass (Live),afed6722,Pass (Live)
2,6,90f91999,868bd31f,Off Target,29,Left Foot,Half volley,,,,
3,7,66b76d44,868bd31f,Saved,17,Right Foot,,ffa90327,Pass (Live),90f91999,Pass (Live)
4,9,97333cf5,868bd31f,Off Target,4,Right Foot,Half volley,,,,
5,14,f2bf1b0f,868bd31f,Off Target,6,Head,,3515d404,Pass (Dead),,
6,20,3a233281,868bd31f,Saved,30,Left Foot,,e514ab62,Pass (Live),66b76d44,Pass (Live)
7,24,0b33f6ad,868bd31f,Blocked,9,Head,,3515d404,Pass (Live),4b511457,Pass (Live)
8,26,ffa90327,868bd31f,Off Target,16,Right Foot,,66b76d44,Pass (Live),ffa90327,Pass (Live)
9,34,3515d404,868bd31f,Saved,25,Right Foot,,97333cf5,Pass (Live),984a5a64,Pass (Live)
10,42,4b511457,868bd31f,Off Target,21,Right Foot,,f2bf1b0f,Pass (Live),afed6722,Pass (Live)
11,47,ffa90327,868bd31f,Blocked,5,Head,,90f91999,Pass (Live),,
12,49,ffa90327,868bd31f,Saved,25,Right Foot,,66b76d44,Pass (Live),3a233281,Pass (Live)
13,50,66b76d44,868bd31f,Off Target,14,Left Foot,,aed3a70f,Pass (Live),,
14,51,66b76d44,868bd31f,Off Target,20,Right Foot,,aed3a70f,Pass (Live),66b76d44,Pass (Live)
15,53,8397a50c,868bd31f,Off Target,19,Left Foot,,66b76d44,Pass (Live),3a233281,Pass (Live)
16,56,68c720b5,868bd31f,Blocked,24,Left Foot,,3515d404,Pass (Live),,
17,60,aed3a70f,868bd31f,Off Target,10,Left Foot,,66b76d44,Pass (Live),de5b5570,Pass (Live)
18,64,3a233281,868bd31f,Off Target,21,Left Foot,Free kick,2389cdc2,Fouled,66b76d44,Pass (Live)
19,66,f2bf1b0f,868bd31f,Saved,12,Head,,3515d404,Pass (Dead),68c720b5,Fouled
20,85,aed3a70f,868bd31f,Off Target,20,Right Foot,,1544f145,Pass (Live),aed3a70f,Pass (Live)
21,86,05e8ca6d,868bd31f,Blocked,13,Head,,e514ab62,Pass (Live),1544f145,Pass (Live)
22,90+2,90f91999,868bd31f,Blocked,26,Left Foot,,,,,
0,3,3eb22ec9,5fa5be28,Off Target,17,Left Foot,,3eb22ec9,Dribble,e46012d4,Pass (Live)
1,6,d8931174,5fa5be28,Off Target,10,Head,,9c94165b,Pass (Dead),dea698d9,Fouled
2,7,e46012d4,5fa5be28,Blocked,23,Left Foot,,b66315ae,Pass (Live),3eb22ec9,Pass (Live)
3,7,819b3158,5fa5be28,Wayward,5,Left Foot,Volley,86dd77d1,Pass (Live),b66315ae,Pass (Live)
4,26,dea698d9,5fa5be28,Saved,14,Left Foot,Volley,9c94165b,Pass (Live),507c7bdf,Pass (Live)
5,26,58eee997,5fa5be28,Off Target,7,Right Foot,Volley,dea698d9,Shot,,
6,29,e46012d4,5fa5be28,Blocked,13,Left Foot,,ed1e53f3,Pass (Live),819b3158,Pass (Live)
7,29,b66315ae,5fa5be28,Saved,8,Right Foot,,e46012d4,Shot,,
8,29,bd6351cd,5fa5be28,Saved,26,Left Foot,,e46012d4,Pass (Live),819b3158,Pass (Live)
9,30,bd6351cd,5fa5be28,Off Target,21,Right Foot,Volley,e46012d4,Pass (Dead),bd6351cd,Shot
10,34,e46012d4,5fa5be28,Saved,13,Right Foot,,b66315ae,Pass (Live),86dd77d1,Pass (Live)
11,35,bd6351cd,5fa5be28,Saved,22,Right Foot,,b66315ae,Pass (Live),,
12,45,3eb22ec9,5fa5be28,Goal,3,Left Foot,Half volley,bd6351cd,Pass (Live),3eb22ec9,Pass (Live)
13,59,58eee997,5fa5be28,Off Target,27,Left Foot,,b853e0ad,Pass (Live),9e525177,Pass (Live)
14,66,819b3158,5fa5be28,Off Target,10,Left Foot,,6434f10d,Pass (Live),86dd77d1,Pass (Live)
15,76,bd6351cd,5fa5be28,Blocked,24,Right Foot,,3eb22ec9,Pass (Live),e46012d4,Pass (Live)
16,76,e46012d4,5fa5be28,Off Target,12,Right Foot,Volley,,,,
17,79,507c7bdf,5fa5be28,Blocked,22,Right Foot,,,,,
18,81,ed1e53f3,5fa5be28,Woodwork,17,Left Foot,,e46012d4,Pass (Live),b66315ae,Pass (Live)
19,86,6434f10d,5fa5be28,Blocked,10,Head,,ed1e53f3,Pass (Dead),,
20,86,5eecec3d,5fa5be28,Off Target,9,Left Foot,Half volley,6434f10d,Shot,,
0,2,e09f279b,0f029791,Off Target,9,Right Foot,Volley,0f134faf,Pass (Live),,
1,6,8996350d,0f029791,Goal,19,Left Foot,,,,,
2,12,6c6a3300,0f029791,Saved,23,Right Foot,,f5044e54,Pass (Live),2f6ec02a,Pass (Live)
3,13,df0a4c90,0f029791,Saved,4,Right Foot,,e541326e,Pass (Live),7aee4dd3,Pass (Dead)
4,14,e541326e,0f029791,Off Target,6,Head,,0f134faf,Pass (Dead),df0a4c90,Shot
5,17,0f134faf,0f029791,Blocked,20,Right Foot,,6afaebf2,Pass (Live),1137759d,Pass (Live)
6,20,172e52d8,0f029791,Blocked,8,Head,,7aee4dd3,Pass (Dead),,
7,20,6afaebf2,0f029791,Blocked,17,Left Foot,Half volley,172e52d8,Shot,,
8,26,e541326e,0f029791,Blocked,9,Head,,7aee4dd3,Pass (Live),7aee4dd3,Dribble
9,29,0745b37d,0f029791,Goal,12,Right Foot,,0745b37d,Fouled,8996350d,Pass (Live)
10,34,e09f279b,0f029791,Blocked,9,Head,,0f134faf,Pass (Dead),6afaebf2,Pass (Dead)
11,34,1137759d,0f029791,Blocked,24,Right Foot,Half volley,,,,
12,47,f5044e54,0f029791,Blocked,22,Right Foot,,6c6a3300,Pass (Live),,
13,49,0745b37d,0f029791,Off Target,13,Right Foot,,2f6ec02a,Pass (Live),5e74d6c8,Pass (Live)
14,51,8996350d,0f029791,Off Target,34,Right Foot,,5e74d6c8,Pass (Live),471f16b3,Pass (Live)
15,53,e541326e,0f029791,Saved,12,Head,,0f134faf,Pass (Dead),f7b1d4e0,Fouled
16,56,7aee4dd3,0f029791,Wayward,6,Head,,0f134faf,Pass (Dead),,
17,56,df0a4c90,0f029791,Saved,4,Left Foot,Volley,7aee4dd3,Shot,,
18,56,172e52d8,0f029791,Saved,8,Head,,7aee4dd3,Pass (Dead),,
19,60,8a3c1dc7,0f029791,Goal,2,Left Foot,"Open goal, Volley",f7b1d4e0,Pass (Live),6afaebf2,Pass (Live)
20,62,6c6a3300,0f029791,Saved,32,Right Foot,Free kick,6c6a3300,Fouled,,
21,69,1137759d,0f029791,Saved,14,Left Foot,Half volley,1137759d,Dribble,6afaebf2,Pass (Live)
22,76,1137759d,0f029791,Saved,13,Right Foot,Volley,0f134faf,Pass (Dead),,
23,82,1137759d,0f029791,Blocked,16,Right Foot,,0f134faf,Pass (Live),df0a4c90,Pass (Live)
24,85,6c6a3300,0f029791,Saved,25,Right Foot,,f5044e54,Pass (Live),8996350d,Pass (Live)
25,88,1137759d,0f029791,Off Target,4,Left Foot,Half volley,6afaebf2,Pass (Live),172e52d8,Pass (Live)
26,90+4,7aee4dd3,0f029791,Off Target,15,Right Foot,Half volley,,,,
27,90+6,471f16b3,0f029791,Off Target,17,Right Foot,,a8d4428b,Pass (Live),f5044e54,Pass (Live)
0,4,15f3ec41,316c0296,Saved,14,Right Foot,,3a24769f,Pass (Live),fed7cb61,Pass (Live)
1,4,15f3ec41,316c0296,Off Target,9,Right Foot,,15f3ec41,Shot,,
2,6,1265a93a,316c0296,Blocked,14,Right Foot,,15f3ec41,Pass (Live),3a24769f,Pass (Live)
3,7,1cb49278,316c0296,Off Target,6,Head,,15f3ec41,Pass (Live),d2424d1b,Pass (Dead)
4,9,45db685d,316c0296,Saved,10,Head,,1265a93a,Pass (Live),d2424d1b,Pass (Dead)
5,10,18b896d6,316c0296,Off Target,12,Head,,3a24769f,Pass (Dead),45db685d,Shot
6,13,3a24769f,316c0296,Off Target,23,Right Foot,,1265a93a,Pass (Live),3a24769f,Pass (Live)
7,20,beb391dd,316c0296,Saved,19,Left Foot,Overhead kick,f72293fc,Pass (Live),,
8,24,18b896d6,316c0296,Off Target,9,Head,,3a24769f,Pass (Dead),,
9,29,86e7deaf,316c0296,Blocked,17,Left Foot,,15f3ec41,Pass (Live),d2424d1b,Pass (Dead)
10,33,fed7cb61,316c0296,Goal,8,Head,,1265a93a,Pass (Live),b9fbae28,Pass (Live)
11,44,3a24769f,316c0296,Off Target,30,Right Foot,,3a24769f,Dribble,b9fbae28,Pass (Live)
12,49,1265a93a,316c0296,Blocked,18,Right Foot,,3a24769f,Pass (Live),18b896d6,Pass (Live)
13,50,86e7deaf,316c0296,Woodwork,9,Head,,1265a93a,Pass (Live),15f3ec41,Pass (Live)
14,53,fed7cb61,316c0296,Off Target,8,Right Foot,,15f3ec41,Pass (Live),3a24769f,Pass (Live)
15,60,fed7cb61,316c0296,Blocked,16,Right Foot,,18b896d6,Pass (Live),d2424d1b,Pass (Live)
16,65,15f3ec41,316c0296,Saved,11,Left Foot,,15f3ec41,Dribble,3a24769f,Pass (Live)
17,65,3a24769f,316c0296,Blocked,25,Right Foot,,3a24769f,Dribble,3a24769f,Fouled
18,65,d2424d1b,316c0296,Blocked,13,Right Foot,,1265a93a,Pass (Live),1265a93a,Dribble
19,66,45db685d,316c0296,Blocked,26,Right Foot,Half volley,d2424d1b,Shot,,
20,72,3a24769f,316c0296,Off Target,14,Left Foot,,15f3ec41,Pass (Live),1265a93a,Pass (Live)
21,75,47369df8,316c0296,Blocked,22,Right Foot,,beb391dd,Pass (Live),15ea812b,Pass (Live)
22,75,4ab53cdb,316c0296,Off Target,6,Head,,495945ef,Pass (Dead),47369df8,Shot
23,79,0d4ceb32,316c0296,Goal,4,Right Foot,"Open goal, Half volley",4ab53cdb,Pass (Live),495945ef,Pass (Live)
24,84,d2424d1b,316c0296,Blocked,25,Left Foot,,18b896d6,Pass (Live),,
25,86,86e7deaf,316c0296,Blocked,10,Head,,9674002f,Pass (Dead),,
26,86,d2424d1b,316c0296,Blocked,17,Left Foot,Volley,86e7deaf,Shot,,
27,87,18b896d6,316c0296,Blocked,11,Left Foot,Half volley,d2424d1b,Pass (Live),9674002f,Pass (Dead)
28,87,86e7deaf,316c0296,Off Target,15,Left Foot,Volley,18b896d6,Shot,,
29,90+4,0d4ceb32,316c0296,Off Target,23,Right Foot,Lob,4b40d9ca,Pass (Live),,
0,7,ab070c55,3a2fff4d,Off Target,11,Head,,c2731c10,Pass (Dead),b2bc3b1f,Pass (Live)
1,15,0562b7f1,3a2fff4d,Saved,16,Right Foot,Deflected,b2bc3b1f,Pass (Live),0562b7f1,Pass (Live)
2,18,169fd162,3a2fff4d,Blocked,14,Right Foot,Volley,,,,
3,18,77e39b04,3a2fff4d,Blocked,14,Left Foot,Volley,169fd162,Shot,,
4,35,0562b7f1,3a2fff4d,Off Target,11,Head,,c2731c10,Pass (Dead),cee31595,Fouled
5,39,b561db50,3a2fff4d,Saved,12,Head,,f5a00fa4,Pass (Dead),d04b94db,Fouled
6,54,ab070c55,3a2fff4d,Saved,13,Right Foot,,ab070c55,Dribble,b2bc3b1f,Pass (Live)
7,54,0562b7f1,3a2fff4d,Blocked,15,Left Foot,,0562b7f1,Dribble,c2731c10,Pass (Live)
8,55,8d3c902d,3a2fff4d,Off Target,27,Right Foot,,8d3c902d,Dribble,0562b7f1,Shot
9,56,ab070c55,3a2fff4d,Saved,7,Head,,c2731c10,Pass (Dead),,
10,61,b2bc3b1f,3a2fff4d,Goal,8,Right Foot,,cee31595,Pass (Live),,
11,72,0562b7f1,3a2fff4d,Saved,11,Left Foot,,5cbd1eb0,Pass (Live),cee31595,Pass (Live)
12,72,c2731c10,3a2fff4d,Wayward,3,Left Foot,Back heel,0562b7f1,Pass (Live),,
13,78,c2731c10,3a2fff4d,Goal,15,Left Foot,Deflected,,,,
14,82,f5a00fa4,3a2fff4d,Saved,25,Right Foot,Free kick,7fcc71d8,Fouled,9fbbcf39,Pass (Live)
15,83,44bfb6c5,3a2fff4d,Off Target,23,Right Foot,Half volley,,,,
16,86,b2bc3b1f,3a2fff4d,Wayward,12,Left Foot,,3312f911,Pass (Live),c4486bac,Pass (Live)
17,90,da052c14,3a2fff4d,Blocked,6,Left Foot,,5cbd1eb0,Pass (Live),e34fc66d,Pass (Dead)
0,6,38ceb24a,10d11999,Saved,12,Head,,f4e433d4,Pass (Live),dad4b285,Pass (Live)
