,player_id,match_id,team_id,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles
10,f5deef4c,7c21232e,19538871,CB,27-070,24,0,0,0,0,0,0,0,0,15,1,1,1,0,0.0,0.0,0.0,0,0,12,12,100.0,1,10,0,0,0
11,9f8e9423,7c21232e,19538871,CB,28-153,90,0,0,0,0,1,0,0,0,61,8,2,5,1,0.1,0.1,0.1,3,0,38,46,82.6,0,29,1,0,0
12,9e525177,7c21232e,19538871,RB,23-303,90,0,0,0,0,0,0,0,0,84,11,2,3,2,0.0,0.0,0.1,4,0,58,74,78.4,5,49,5,1,1
13,7ba6d84e,7c21232e,19538871,GK,30-322,90,0,0,0,0,0,0,0,0,25,0,0,0,0,0.0,0.0,0.0,1,0,17,23,73.9,0,12,0,0,0
0,aed3a70f,7c21232e,8602292d,FW,25-269,90,0,0,0,0,2,2,0,0,22,17,0,2,2,0.5,0.5,0.0,3,0,11,13,84.6,0,19,1,3,3
1,07802f7f,7c21232e,8602292d,FW,29-064,77,0,0,0,0,0,0,0,0,40,28,1,4,3,0.0,0.0,0.0,0,0,15,24,62.5,3,22,1,0,3
2,66b76d44,7c21232e,8602292d,FW,24-274,13,0,0,0,0,0,0,0,0,8,4,0,0,0,0.0,0.0,0.0,1,0,5,6,83.3,0,6,0,0,0
3,6f7d826d,7c21232e,8602292d,CM,23-139,90,0,1,0,0,1,0,0,0,44,13,2,4,3,0.0,0.0,0.5,4,1,24,33,72.7,1,24,1,0,1
4,90f91999,7c21232e,8602292d,CM,26-342,90,0,0,0,0,0,0,1,0,40,19,1,1,1,0.0,0.0,0.0,1,0,17,27,63.0,2,24,2,1,1
5,1544f145,7c21232e,8602292d,DM,20-120,85,0,0,0,0,1,0,0,0,35,20,0,1,2,0.0,0.0,0.0,0,0,17,21,81.0,1,24,4,1,2
6,05e8ca6d,7c21232e,8602292d,DM,20-066,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,1
7,e514ab62,7c21232e,8602292d,WB,26-007,90,0,0,0,0,1,0,0,0,49,11,0,3,1,0.3,0.3,0.0,0,0,27,42,64.3,3,26,1,0,0
8,2389cdc2,7c21232e,8602292d,WB,24-049,90,0,0,0,0,0,0,1,0,41,15,2,1,4,0.0,0.0,0.3,1,0,18,27,66.7,0,20,4,0,0
9,8397a50c,7c21232e,8602292d,CB,28-196,90,0,0,0,0,0,0,0,0,46,10,0,4,6,0.0,0.0,0.0,0,0,19,29,65.5,3,13,1,0,0
10,bf8fad51,7c21232e,8602292d,CB,26-071,90,1,0,0,0,1,1,0,0,34,8,0,1,4,0.1,0.1,0.0,0,0,21,26,80.8,0,21,0,1,1
11,0313a347,7c21232e,8602292d,CB,23-337,90,0,0,0,0,1,0,0,0,36,8,1,0,6,0.2,0.2,0.0,0,0,23,24,95.8,2,16,1,1,1
12,7956236f,7c21232e,8602292d,GK,29-023,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,0,0,17,41,41.5,0,15,0,0,0
0,49fe9070,fc59faf7,cff3d9bb,"FW,AM",25-203,90,0,0,0,0,2,0,0,0,28,31,0,1,0,0.1,0.1,0.0,0,0,9,15,60.0,0,23,4,0,3
1,5eae500a,fc59faf7,cff3d9bb,FW,28-135,90,0,0,0,0,0,0,0,0,18,7,0,0,0,0.0,0.0,0.2,2,0,6,10,60.0,0,10,2,1,1
2,79c0821a,fc59faf7,cff3d9bb,"CM,DM",27-142,90,0,0,0,0,1,0,0,0,47,27,0,1,1,0.2,0.2,0.0,1,0,33,38,86.8,3,38,3,3,4
3,b9fbae28,fc59faf7,cff3d9bb,CM,30-180,59,0,0,0,0,0,0,0,0,29,11,2,0,4,0.0,0.0,0.0,0,0,14,20,70.0,1,16,1,1,2
4,fed7cb61,fc59faf7,cff3d9bb,"AM,CM",22-106,31,0,0,0,0,0,0,0,0,6,4,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,7,0,0,0
5,45db685d,fc59faf7,cff3d9bb,DM,29-279,75,0,0,0,0,0,0,0,0,43,20,2,2,2,0.0,0.0,0.0,0,0,29,33,87.9,0,26,2,0,0
6,e97fd090,fc59faf7,cff3d9bb,DM,25-245,15,0,0,0,0,0,0,0,0,19,9,1,0,0,0.0,0.0,0.0,1,0,14,15,93.3,1,17,4,2,3
7,f4290206,fc59faf7,cff3d9bb,WB,30-271,90,0,0,0,0,2,0,1,0,53,16,1,0,0,0.1,0.1,0.0,0,0,25,42,59.5,2,40,6,1,1
8,1265a93a,fc59faf7,cff3d9bb,WB,21-291,28,0,0,0,0,0,0,0,0,12,7,0,0,1,0.0,0.0,0.0,0,0,9,11,81.8,0,6,0,0,0
9,86e7deaf,fc59faf7,cff3d9bb,CB,37-003,62,0,0,0,0,0,0,0,0,41,10,3,2,4,0.0,0.0,0.0,1,0,28,29,96.6,0,23,2,0,0
10,18b896d6,fc59faf7,cff3d9bb,CB,28-206,90,0,0,0,0,0,0,1,0,59,11,2,2,3,0.0,0.0,0.1,3,0,44,50,88.0,3,37,5,1,1
11,1cb49278,fc59faf7,cff3d9bb,CB,25-168,90,0,0,0,0,0,0,1,0,72,11,1,4,5,0.0,0.0,0.0,0,0,49,54,90.7,0,39,0,0,0
12,53cad200,fc59faf7,cff3d9bb,"WB,CB",32-028,90,0,0,0,0,0,0,0,0,82,17,3,1,2,0.0,0.0,0.0,2,0,54,74,73.0,6,50,6,1,1
13,33887998,fc59faf7,cff3d9bb,GK,29-208,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,28,34,82.4,0,16,0,0,0
0,ed1e53f3,fc59faf7,b8fd03ef,"FW,CM",21-120,86,0,0,0,0,0,0,0,0,32,27,1,0,0,0.0,0.0,0.6,4,0,19,26,73.1,1,20,2,1,1
1,101da2b5,fc59faf7,b8fd03ef,CM,36-144,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0
2,b0b4fd3e,fc59faf7,b8fd03ef,LW,26-015,86,0,0,0,0,3,2,0,0,54,17,1,1,2,0.5,0.5,0.1,6,0,25,35,71.4,1,48,11,2,4
3,b400bde0,fc59faf7,b8fd03ef,LW,26-291,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,3,0,0,1
4,b66315ae,fc59faf7,b8fd03ef,"RW,FW",24-175,90,1,0,0,0,3,1,0,0,58,23,2,1,3,0.7,0.7,0.0,1,0,36,46,78.3,1,47,7,2,2
5,e46012d4,fc59faf7,b8fd03ef,CM,30-089,80,0,0,0,0,4,0,0,0,52,15,2,0,2,0.2,0.2,0.3,4,0,23,37,62.2,4,32,3,1,2
6,892d5bb1,fc59faf7,b8fd03ef,RW,30-216,10,0,0,0,0,0,0,0,0,3,6,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,0,1
7,3eb22ec9,fc59faf7,b8fd03ef,CM,27-046,90,0,0,0,0,0,0,0,0,86,23,3,2,0,0.0,0.0,0.0,2,0,66,74,89.2,7,68,11,2,3
8,6434f10d,fc59faf7,b8fd03ef,DM,25-095,90,0,0,0,0,1,0,0,0,88,10,4,4,1,0.0,0.0,0.0,3,0,73,77,94.8,7,65,9,0,0
9,bd6351cd,fc59faf7,b8fd03ef,LB,27-121,90,0,1,0,0,1,0,0,0,112,11,1,1,4,0.0,0.0,0.0,2,1,77,98,78.6,5,87,16,3,4
10,119b9a8e,fc59faf7,b8fd03ef,CB,27-121,90,0,0,0,0,2,0,1,0,77,9,0,0,1,0.3,0.3,0.0,0,0,69,70,98.6,2,58,16,0,0
11,31c69ef1,fc59faf7,b8fd03ef,CB,24-134,90,0,0,0,0,1,0,1,0,83,6,2,1,1,0.0,0.0,0.0,1,0,72,76,94.7,2,64,4,0,0
12,86dd77d1,fc59faf7,b8fd03ef,RB,31-120,90,0,0,0,0,0,0,0,0,69,13,3,0,1,0.0,0.0,0.1,3,0,56,62,90.3,3,55,5,0,0
13,3bb7b8b4,fc59faf7,b8fd03ef,GK,28-039,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,22,0,0,0
0,45963054,2d61f328,a2d435b3,FW,34-257,90,2,0,0,0,6,2,0,0,35,10,0,1,1,1.7,1.7,0.2,4,1,16,21,76.2,2,20,3,3,4
1,3ea50f67,2d61f328,a2d435b3,LW,23-290,90,0,0,0,0,6,1,1,0,54,11,1,0,1,0.4,0.4,0.0,1,0,33,40,82.5,8,47,14,2,5
2,7c104bb7,2d61f328,a2d435b3,RW,23-340,77,0,0,0,0,1,0,0,0,47,12,2,1,2,0.0,0.0,0.4,6,0,27,37,73.0,2,40,7,2,2
3,ee38d9c5,2d61f328,a2d435b3,RW,24-306,13,0,0,0,0,0,0,0,0,10,3,0,0,0,0.0,0.0,0.0,1,0,7,9,77.8,1,6,1,0,0
4,ae59b359,2d61f328,a2d435b3,CM,22-210,61,0,0,0,0,1,0,0,0,51,16,2,0,1,0.1,0.1,0.1,4,1,40,45,88.9,6,37,5,0,0
5,c92e1a31,2d61f328,a2d435b3,CM,24-357,29,0,1,0,0,2,0,0,0,15,4,0,0,0,0.1,0.1,0.5,3,1,7,10,70.0,2,13,2,0,1
6,56f7a928,2d61f328,a2d435b3,CM,24-141,90,0,1,0,0,5,0,0,0,90,11,1,0,1,0.2,0.2,0.5,8,1,66,77,85.7,18,72,10,1,1
7,6b47c5db,2d61f328,a2d435b3,DM,24-283,90,0,0,0,0,1,0,0,0,75,22,4,1,1,0.0,0.0,0.0,1,0,52,59,88.1,8,56,4,0,0
8,01226327,2d61f328,a2d435b3,LB,32-051,90,0,0,0,0,0,0,0,0,96,17,2,0,1,0.0,0.0,0.1,1,0,71,88,80.7,5,62,4,0,1
9,1900032e,2d61f328,a2d435b3,CB,29-053,90,0,0,0,0,0,0,1,0,83,10,2,2,1,0.0,0.0,0.0,1,0,66,70,94.3,5,66,3,1,1
10,21166ff4,2d61f328,a2d435b3,CB,25-125,90,0,0,0,0,0,0,0,0,78,7,1,2,1,0.0,0.0,0.0,1,0,58,64,90.6,2,50,5,0,1
11,75a72a99,2d61f328,a2d435b3,RB,27-354,45,0,0,0,0,0,0,0,0,33,8,0,1,1,0.0,0.0,0.6,4,0,28,30,93.3,4,23,2,0,0
12,197640fd,2d61f328,a2d435b3,RB,25-294,45,0,0,0,0,0,0,0,0,43,8,2,0,1,0.0,0.0,0.1,2,0,31,35,88.6,1,30,1,1,1
13,53af52f3,2d61f328,a2d435b3,GK,34-324,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,1,0,26,36,72.2,0,23,0,0,0
0,4e9a0555,2d61f328,943e8050,FW,29-292,90,0,0,0,0,1,0,0,0,27,9,2,0,4,0.1,0.1,0.0,1,0,12,18,66.7,2,12,2,1,1
1,0d4ceb32,2d61f328,943e8050,FW,29-147,74,0,1,0,0,2,1,0,0,25,14,1,0,0,0.1,0.1,0.2,2,1,9,12,75.0,0,17,1,1,1
2,2691c772,2d61f328,943e8050,FW,31-330,16,0,0,0,0,1,1,0,0,9,4,1,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,3,0,0,0
3,beb391dd,2d61f328,943e8050,LM,24-363,44,1,0,0,0,2,1,1,0,21,1,0,1,0,0.2,0.2,0.0,0,0,8,15,53.3,0,13,2,1,2
4,f72293fc,2d61f328,943e8050,RM,30-333,46,0,0,0,0,0,0,1,0,19,4,1,0,2,0.0,0.0,0.0,1,0,9,12,75.0,1,17,2,1,2
5,47369df8,2d61f328,943e8050,CM,25-280,90,0,0,0,0,1,0,0,0,43,14,2,3,1,0.0,0.0,0.1,1,0,25,34,73.5,1,15,1,0,0
6,495945ef,2d61f328,943e8050,CM,31-177,90,0,0,0,0,1,0,1,0,55,20,0,3,1,0.1,0.1,0.1,2,1,30,44,68.2,4,29,0,0,0
7,fc15fb84,2d61f328,943e8050,"RM,LM",21-307,86,0,0,0,0,0,0,0,0,38,27,3,3,3,0.0,0.0,0.0,0,0,17,24,70.8,1,23,4,0,5
8,2ff964a0,2d61f328,943e8050,LM,34-162,4,0,0,0,0,1,0,0,0,5,3,1,0,0,0.1,0.1,0.0,0,0,2,2,100.0,0,2,1,0,0
9,cc2d7ad5,2d61f328,943e8050,LB,28-007,90,0,0,0,0,0,0,0,0,57,7,1,3,5,0.0,0.0,0.0,0,0,32,41,78.0,2,20,2,0,0
10,8df7a2fb,2d61f328,943e8050,CB,32-002,90,0,0,0,0,0,0,0,0,38,4,1,1,3,0.0,0.0,0.0,2,0,23,30,76.7,3,19,0,0,0
11,15ea812b,2d61f328,943e8050,CB,28-310,90,0,0,0,0,0,0,1,0,33,9,0,4,3,0.0,0.0,0.0,1,0,14,21,66.7,1,13,1,0,0
12,9a9c05db,2d61f328,943e8050,RB,32-108,90,0,0,0,0,0,0,0,0,47,12,0,1,5,0.0,0.0,0.0,2,0,26,35,74.3,4,16,1,0,1
13,4b40d9ca,2d61f328,943e8050,GK,29-159,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,0.0,0.1,1,0,9,29,31.0,0,11,0,0,0
0,1fb1c435,6e228b2c,5bfb9659,FW,30-203,90,0,0,0,0,3,2,0,0,36,8,0,0,0,0.3,0.3,0.1,5,1,15,20,75.0,2,25,3,0,2
1,c931d9f9,6e228b2c,5bfb9659,LM,23-319,45,0,0,0,0,1,0,0,0,10,2,1,0,1,0.0,0.0,0.0,0,0,3,4,75.0,1,6,1,0,0
2,aa849a12,6e228b2c,5bfb9659,LM,24-309,45,0,0,0,0,1,0,0,0,23,8,1,1,0,0.1,0.1,0.0,0,0,9,13,69.2,0,18,0,2,4
3,67ca8566,6e228b2c,5bfb9659,"CM,RB",30-159,90,0,0,0,0,3,1,0,0,35,14,1,0,0,0.2,0.2,0.0,2,0,17,26,65.4,0,21,4,0,0
4,282679b4,6e228b2c,5bfb9659,CM,31-104,90,0,1,0,0,2,0,0,0,39,8,2,1,0,0.3,0.3,0.4,5,1,24,31,77.4,4,31,4,0,0
5,3423f250,6e228b2c,5bfb9659,RM,24-285,68,1,0,0,0,3,2,1,0,40,7,0,2,3,0.4,0.4,0.3,6,0,20,26,76.9,4,31,9,4,6
6,6c17e046,6e228b2c,5bfb9659,"RM,CM",22-256,22,0,0,0,0,0,0,1,0,10,2,0,0,0,0.0,0.0,0.2,1,0,8,8,100.0,2,9,2,0,1
7,4f565d77,6e228b2c,5bfb9659,DM,25-297,90,0,0,0,0,2,0,0,0,53,12,2,1,2,0.1,0.1,0.0,0,0,37,46,80.4,1,41,1,0,0
8,24f59bb2,6e228b2c,5bfb9659,LB,25-034,90,0,0,0,0,0,0,0,0,51,12,3,0,3,0.0,0.0,0.0,2,0,33,41,80.5,3,28,4,0,2
9,dc64b8b3,6e228b2c,5bfb9659,CB,30-026,90,0,0,0,0,0,0,0,0,69,11,2,1,2,0.0,0.0,0.0,0,0,49,56,87.5,5,44,2,0,0
10,4654e5f5,6e228b2c,5bfb9659,CB,18-292,90,0,0,0,0,0,0,0,0,80,18,4,3,1,0.0,0.0,0.0,0,0,53,67,79.1,4,57,2,1,1
11,8d03ca5a,6e228b2c,5bfb9659,RB,21-352,89,0,0,0,0,0,0,0,0,63,6,1,0,2,0.0,0.0,0.0,2,0,51,55,92.7,3,42,4,1,2
12,df04eb4b,6e228b2c,5bfb9659,RM,19-330,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0,0,1,1,100.0,1,2,1,0,1
13,6b625ac2,6e228b2c,5bfb9659,GK,21-207,90,0,0,0,0,0,0,1,0,54,0,0,0,0,0.0,0.0,0.0,1,0,37,46,80.4,0,31,0,0,0
0,ac05f970,6e228b2c,7c21e445,FW,31-181,89,1,0,0,0,7,2,1,0,46,10,2,0,1,0.9,0.9,0.5,7,1,22,26,84.6,2,42,9,3,4
1,849c826a,6e228b2c,7c21e445,FW,31-337,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0
2,5a04fd92,6e228b2c,7c21e445,"LW,RW",26-046,90,0,0,0,0,4,1,0,0,48,14,5,1,0,0.2,0.2,0.3,6,0,27,34,79.4,3,39,6,2,3
3,79c84d1c,6e228b2c,7c21e445,RW,24-279,89,0,0,0,0,3,0,0,0,42,12,1,2,0,0.1,0.1,0.0,4,0,25,29,86.2,2,31,3,1,2
4,3e9e06cb,6e228b2c,7c21e445,CB,31-142,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0
5,82927de4,6e228b2c,7c21e445,AM,25-215,77,0,0,0,0,1,1,1,0,33,18,2,2,1,0.4,0.4,0.1,4,0,14,23,60.9,2,19,2,0,0
6,aa8e289e,6e228b2c,7c21e445,"AM,LW",23-356,13,0,0,0,0,0,0,0,0,6,3,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0
7,1c7012b8,6e228b2c,7c21e445,DM,22-254,90,0,1,0,0,1,0,0,0,41,6,2,2,0,0.0,0.0,0.4,3,1,29,34,85.3,1,31,7,2,3
8,6613c819,6e228b2c,7c21e445,DM,26-210,90,0,0,0,0,1,1,0,0,40,8,1,3,1,0.1,0.1,0.0,0,0,27,30,90.0,4,21,2,0,0
9,4f974391,6e228b2c,7c21e445,"LB,WB",31-284,90,0,0,0,0,2,1,0,0,61,4,1,0,3,0.1,0.1,0.1,2,0,35,51,68.6,6,27,5,0,0
10,74b2cd7e,6e228b2c,7c21e445,CB,33-125,90,0,0,0,0,0,0,0,0,46,3,3,0,1,0.0,0.0,0.0,0,0,29,39,74.4,1,32,4,0,0
11,ce4246f5,6e228b2c,7c21e445,CB,26-333,90,0,0,0,0,0,0,0,0,48,1,0,0,2,0.0,0.0,0.0,0,0,32,37,86.5,5,29,3,0,0
12,fdf3cb77,6e228b2c,7c21e445,"RB,WB",29-034,90,0,0,0,0,0,0,0,0,58,7,2,0,2,0.0,0.0,0.1,4,0,37,48,77.1,5,24,2,1,1
13,9328b835,6e228b2c,7c21e445,GK,36-160,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,21,29,72.4,0,12,0,0,0
0,43458538,70fda3e9,2abfe087,FW,29-253,90,0,1,0,0,2,0,0,0,24,9,0,0,1,0.1,0.1,0.4,2,1,8,12,66.7,1,16,4,2,4
1,2c44a35d,70fda3e9,2abfe087,LW,23-314,74,0,0,0,0,5,2,1,0,28,14,2,3,1,0.6,0.6,0.0,2,0,9,12,75.0,1,20,5,2,5
2,b579e83d,70fda3e9,2abfe087,DM,25-320,16,0,0,0,0,0,0,0,0,10,5,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,9,3,0,0
3,bfdb33aa,70fda3e9,2abfe087,RW,23-212,90,1,0,0,0,3,2,0,0,33,16,3,0,0,0.2,0.2,0.0,2,0,10,17,58.8,1,23,5,2,3
4,6cdd8245,70fda3e9,2abfe087,AM,32-044,45,0,0,0,0,0,0,0,0,16,10,2,0,1,0.0,0.0,0.0,1,0,4,11,36.4,0,5,0,0,0
5,17d45fb2,70fda3e9,2abfe087,"AM,DM",26-186,45,0,0,0,0,1,0,0,0,30,14,0,0,0,0.0,0.0,0.2,4,0,19,25,76.0,6,22,3,1,1
6,5aaef9ef,70fda3e9,2abfe087,DM,34-211,63,0,0,0,0,2,0,0,0,40,10,1,3,3,0.1,0.1,0.0,4,0,23,30,76.7,2,15,1,0,0
7,e8832875,70fda3e9,2abfe087,"LW,AM",19-364,27,0,0,0,0,0,0,0,0,18,6,0,0,0,0.0,0.0,0.0,1,0,4,9,44.4,2,15,2,3,5
8,2acd49b9,70fda3e9,2abfe087,DM,32-040,90,0,0,0,0,1,1,0,0,59,16,2,1,2,0.0,0.0,0.0,3,0,41,49,83.7,4,30,3,2,3
9,89d10e53,70fda3e9,2abfe087,LB,31-085,90,0,0,0,0,1,0,1,0,64,11,4,0,1,0.0,0.0,0.2,5,1,44,55,80.0,8,38,5,6,7
10,89e4b358,70fda3e9,2abfe087,CB,32-231,90,0,0,0,0,0,0,1,0,47,5,1,2,1,0.0,0.0,0.0,2,0,36,41,87.8,5,28,1,0,0
11,7ed4921e,70fda3e9,2abfe087,CB,28-024,90,0,0,0,0,1,0,1,0,50,5,1,1,1,0.0,0.0,0.0,0,0,32,42,76.2,3,29,9,1,1
12,e5d01ecf,70fda3e9,2abfe087,RB,30-235,66,0,0,0,0,0,0,0,0,45,7,0,1,3,0.0,0.0,0.0,1,0,28,38,73.7,4,15,2,0,0
13,3631ad41,70fda3e9,2abfe087,RB,21-018,24,0,0,0,0,0,0,0,0,12,9,1,1,0,0.0,0.0,0.0,0,0,8,10,80.0,1,5,1,1,1
14,d0b3ceb9,70fda3e9,2abfe087,GK,38-175,90,0,0,0,0,0,0,0,0,32,1,0,0,0,0.0,0.0,0.0,0,0,19,27,70.4,0,11,0,0,0
0,2b16cb1a,70fda3e9,b2b47a98,"FW,AM",24-197,90,0,1,0,0,2,0,0,0,50,7,0,2,0,0.3,0.3,1.4,11,1,26,35,74.3,2,43,4,2,5
1,c17bfb65,70fda3e9,b2b47a98,LM,25-042,90,0,0,0,0,1,1,0,0,46,12,1,0,2,0.1,0.1,0.1,3,0,24,36,66.7,0,24,4,0,0
2,a2b105e0,70fda3e9,b2b47a98,"CM,DM",23-330,90,1,0,0,0,4,1,0,0,46,23,1,2,0,0.7,0.7,0.1,3,0,26,29,89.7,2,32,2,1,1
3,a3b03921,70fda3e9,b2b47a98,CM,22-036,82,0,0,0,0,4,1,0,0,39,16,5,2,2,0.5,0.5,0.3,3,0,18,20,90.0,2,30,8,2,4
4,e58a03c6,70fda3e9,b2b47a98,FW,30-343,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0
5,862a1c15,70fda3e9,b2b47a98,RM,27-227,78,0,0,0,0,2,1,0,0,39,19,4,2,2,0.1,0.1,0.0,4,1,22,26,84.6,2,30,8,1,1
6,de112b84,70fda3e9,b2b47a98,RM,26-213,12,0,0,0,0,1,1,0,0,7,3,1,0,0,0.3,0.3,0.0,1,0,2,4,50.0,1,5,1,0,0
7,c951a6df,70fda3e9,b2b47a98,DM,26-187,90,0,0,0,0,0,0,0,0,41,22,3,2,2,0.0,0.0,0.1,2,0,26,30,86.7,2,21,1,0,0
8,71ef519e,70fda3e9,b2b47a98,LB,32-015,90,0,0,0,0,2,0,1,0,71,9,2,2,2,0.1,0.1,0.4,5,0,46,60,76.7,11,29,5,1,1
9,2b91cf8e,70fda3e9,b2b47a98,CB,31-364,90,0,0,0,0,2,0,0,0,42,4,2,2,1,0.4,0.4,0.0,0,0,21,28,75.0,1,21,2,1,1
10,f25b010f,70fda3e9,b2b47a98,CB,32-216,90,0,0,0,0,2,1,0,0,34,4,1,1,0,0.1,0.1,0.0,1,0,20,25,80.0,1,17,0,0,0
11,758dd7f0,70fda3e9,b2b47a98,RB,27-143,90,0,0,0,0,0,0,1,0,53,15,2,2,5,0.0,0.0,0.0,0,0,26,38,68.4,2,25,0,1,2
12,cde3309f,70fda3e9,b2b47a98,GK,30-352,90,0,0,0,0,0,0,1,0,31,0,0,0,0,0.0,0.0,0.0,0,0,15,27,55.6,0,9,0,0,0
0,b318a643,d516ccbf,d3fd31cc,FW,32-009,90,0,0,0,0,0,0,0,0,29,28,2,0,1,0.0,0.0,0.2,4,0,17,21,81.0,1,19,2,0,0
1,4468ec10,d516ccbf,d3fd31cc,AM,25-089,82,0,1,0,0,1,0,0,0,43,15,1,2,0,0.0,0.0,0.4,2,1,25,33,75.8,2,37,8,1,3
2,9228b07c,d516ccbf,d3fd31cc,AM,23-087,8,0,0,0,0,1,0,0,0,7,5,0,1,0,0.0,0.0,0.0,1,0,4,5,80.0,1,5,0,0,0
3,6ca5ec4b,d516ccbf,d3fd31cc,LM,25-145,88,0,0,0,0,1,0,0,0,52,17,2,2,0,0.0,0.0,0.1,2,0,37,42,88.1,6,45,7,2,2
4,e814e1cf,d516ccbf,d3fd31cc,LM,18-265,2,0,0,0,0,0,0,0,0,6,3,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,5,0,0,0
5,cc700722,d516ccbf,d3fd31cc,CM,30-260,90,0,0,0,0,0,0,0,0,34,24,1,3,1,0.0,0.0,0.0,1,1,23,29,79.3,1,25,4,0,0
6,02b29014,d516ccbf,d3fd31cc,CM,28-267,90,1,0,0,0,2,1,0,0,73,25,5,0,3,0.4,0.4,0.0,2,0,50,58,86.2,6,54,3,1,2
7,b28bbd58,d516ccbf,d3fd31cc,RM,30-071,75,1,0,1,1,2,1,0,0,40,13,2,0,1,0.9,0.2,0.0,2,0,23,33,69.7,2,32,7,1,1
8,2bd83368,d516ccbf,d3fd31cc,RM,20-213,15,0,0,0,0,0,0,1,0,9,7,2,1,0,0.0,0.0,0.0,0,0,6,6,100.0,1,7,2,0,0
9,1b84dbe1,d516ccbf,d3fd31cc,LB,28-067,90,0,0,0,0,0,0,1,0,81,10,1,1,2,0.0,0.0,0.1,1,0,55,73,75.3,6,49,4,0,0
10,c5b7c315,d516ccbf,d3fd31cc,CB,28-257,90,0,0,0,0,1,0,0,0,47,6,0,1,2,0.1,0.1,0.0,1,0,31,37,83.8,2,34,3,0,0
11,6d5701f2,d516ccbf,d3fd31cc,CB,27-002,90,0,0,0,0,0,0,0,0,53,9,3,0,1,0.0,0.0,0.0,0,0,38,40,95.0,0,33,1,0,0
12,9f7c837d,d516ccbf,d3fd31cc,RB,23-253,90,0,0,0,0,2,1,0,0,61,11,1,2,2,0.6,0.6,0.0,1,0,39,51,76.5,2,40,7,0,0
13,4806ec67,d516ccbf,d3fd31cc,GK,27-202,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,21,33,63.6,0,19,0,0,0
0,0745b37d,d516ccbf,1c781004,FW,31-180,90,0,0,0,0,1,0,0,0,41,11,0,1,1,0.0,0.0,0.0,1,0,25,32,78.1,0,30,3,1,3
1,a8d4428b,d516ccbf,1c781004,FW,21-217,90,0,0,0,0,0,0,0,0,30,16,0,1,3,0.0,0.0,0.0,0,0,11,13,84.6,0,15,1,0,1
2,471f16b3,d516ccbf,1c781004,CM,29-260,90,0,0,0,0,3,0,0,0,66,10,1,4,2,0.1,0.1,0.3,1,0,42,53,79.2,4,43,7,0,0
3,f5044e54,d516ccbf,1c781004,CM,28-123,90,0,0,0,0,1,0,1,0,75,23,3,3,5,0.1,0.1,0.0,4,0,55,62,88.7,8,51,5,3,3
4,8996350d,d516ccbf,1c781004,DM,25-120,68,0,0,0,0,3,2,0,0,52,13,1,1,1,0.1,0.1,0.0,4,0,33,44,75.0,3,34,4,3,5
5,9f333379,d516ccbf,1c781004,"DM,LM",19-238,22,0,0,0,0,0,0,0,0,10,4,0,0,0,0.0,0.0,0.1,2,0,6,8,75.0,0,10,1,0,1
6,5e74d6c8,d516ccbf,1c781004,WB,21-022,85,0,0,0,0,0,0,1,0,59,11,0,4,2,0.0,0.0,0.0,1,0,37,47,78.7,0,41,3,1,3
7,112c495e,d516ccbf,1c781004,LB,25-343,5,0,0,0,0,0,0,0,0,7,2,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,7,0,1,2
8,774cf58b,d516ccbf,1c781004,"WB,CB,RB",21-264,90,0,0,0,0,1,0,0,0,64,13,1,0,3,0.0,0.0,0.0,1,0,46,54,85.2,4,36,5,1,3
