,player_id,match_id,team_id,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles
10,44781702,f8d646cb,361ca564,CB,28-305,90,0,0,0,0,1,1,0,0,91,8,0,2,1,0.1,0.1,0.0,0,0,80,86,93.0,4,76,8,1,1
11,ac861941,f8d646cb,361ca564,CB,28-039,90,0,0,0,0,0,0,0,0,97,12,1,1,2,0.0,0.0,0.0,2,0,79,88,89.8,3,79,3,0,0
12,a3d94a58,f8d646cb,361ca564,CB,23-302,90,0,0,0,0,2,0,0,0,105,21,4,1,5,0.2,0.2,0.0,1,0,75,94,79.8,1,76,6,1,2
13,8f62b6ee,f8d646cb,361ca564,GK,35-059,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,23,0,0,0
0,43458538,daa35440,2abfe087,FW,30-039,50,0,0,0,0,0,0,0,0,17,12,0,0,0,0.0,0.0,0.0,1,0,7,10,70.0,1,8,0,1,2
1,71b47ab9,daa35440,2abfe087,LW,22-309,40,0,0,0,0,1,0,0,0,20,11,0,1,1,0.0,0.0,0.0,0,0,11,16,68.8,1,17,2,1,1
2,2c44a35d,daa35440,2abfe087,"LW,FW",24-100,90,0,0,0,0,4,0,0,0,27,18,0,1,1,0.6,0.6,0.0,3,1,9,11,81.8,1,21,2,2,7
3,bfdb33aa,daa35440,2abfe087,RW,23-363,90,0,0,0,0,1,0,0,0,43,22,3,0,0,0.0,0.0,0.0,1,0,23,28,82.1,3,34,4,3,8
4,6cdd8245,daa35440,2abfe087,CM,32-195,72,0,0,0,0,0,0,0,0,27,16,0,2,2,0.0,0.0,0.0,1,0,19,22,86.4,2,17,1,0,0
5,f99b71de,daa35440,2abfe087,CM,23-204,18,0,0,0,0,0,0,0,0,15,6,3,1,0,0.0,0.0,0.0,0,0,11,12,91.7,0,15,1,0,1
6,2acd49b9,daa35440,2abfe087,CM,32-191,90,1,0,0,0,1,1,0,0,40,15,2,0,1,0.3,0.3,0.1,1,0,27,29,93.1,2,31,3,1,3
7,e1df6989,daa35440,2abfe087,DM,22-298,90,0,0,0,0,0,0,0,0,56,19,1,1,1,0.0,0.0,0.0,1,0,40,51,78.4,3,41,3,1,1
8,19a12bed,daa35440,2abfe087,LB,27-157,90,0,0,0,0,0,0,0,0,74,23,5,8,0,0.0,0.0,0.2,2,0,45,63,71.4,3,49,2,0,2
9,92b4758e,daa35440,2abfe087,CB,27-080,90,0,0,0,0,1,0,1,0,78,5,2,2,0,0.0,0.0,0.0,1,0,61,69,88.4,3,57,3,0,0
10,89e4b358,daa35440,2abfe087,CB,33-017,90,0,0,0,0,0,0,0,0,77,7,3,1,0,0.0,0.0,0.3,1,0,64,69,92.8,4,62,3,0,0
11,e5d01ecf,daa35440,2abfe087,RB,31-021,90,0,1,0,0,0,0,1,0,77,18,1,4,2,0.0,0.0,0.3,2,1,43,65,66.2,2,42,3,0,1
12,d0b3ceb9,daa35440,2abfe087,GK,38-326,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,22,30,73.3,0,24,0,0,0
0,50e6dc35,daa35440,47c64c55,FW,24-240,89,1,0,0,0,2,1,0,0,30,21,3,0,1,0.3,0.3,0.0,1,0,12,17,70.6,1,19,2,2,4
1,0562b7f1,daa35440,47c64c55,FW,24-038,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0
2,b2bc3b1f,daa35440,47c64c55,LW,29-105,90,2,0,0,0,2,2,0,0,73,21,4,1,2,0.1,0.1,0.3,5,1,35,45,77.8,1,55,8,2,4
3,c4486bac,daa35440,47c64c55,RW,20-073,72,0,0,0,0,1,1,0,0,53,15,4,1,3,0.1,0.1,0.0,0,0,26,35,74.3,5,39,5,3,6
4,da052c14,daa35440,47c64c55,RW,30-165,18,0,1,0,0,0,0,0,0,7,7,0,0,0,0.0,0.0,0.1,1,1,5,5,100.0,0,6,2,0,0
5,a0666d3e,daa35440,47c64c55,CM,26-312,79,0,0,0,0,0,0,0,0,44,12,4,2,1,0.0,0.0,0.0,0,0,30,34,88.2,2,26,4,0,1
6,cee31595,daa35440,47c64c55,CM,34-139,11,0,1,0,0,0,0,0,0,20,3,1,0,0,0.0,0.0,0.1,1,1,17,18,94.4,1,15,2,0,0
7,c2731c10,daa35440,47c64c55,CM,22-017,90,1,0,0,0,1,1,0,0,52,21,1,2,3,0.3,0.3,0.0,1,1,34,44,77.3,2,40,1,1,2
8,8d3c902d,daa35440,47c64c55,DM,32-064,90,0,0,0,0,0,0,1,0,55,11,2,0,5,0.0,0.0,0.0,0,0,36,46,78.3,3,31,0,0,1
9,5cbd1eb0,daa35440,47c64c55,LB,22-175,90,0,1,0,0,1,0,0,0,68,20,3,1,1,0.1,0.1,0.3,3,2,46,60,76.7,5,34,6,0,0
10,d0706b27,daa35440,47c64c55,CB,21-225,90,0,0,0,0,0,0,0,0,92,2,2,3,0,0.0,0.0,0.0,0,0,78,87,89.7,5,75,9,0,0
11,e34fc66d,daa35440,47c64c55,CB,25-268,90,0,0,0,0,0,0,0,0,112,4,3,1,1,0.0,0.0,0.0,0,0,85,103,82.5,4,82,4,0,0
12,0442183b,daa35440,47c64c55,RB,30-324,90,0,0,0,0,0,0,0,0,63,5,2,1,0,0.0,0.0,0.0,0,0,54,61,88.5,1,40,2,0,0
13,cc70a1d5,daa35440,47c64c55,GK,28-350,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,25,31,80.6,0,16,0,0,0
0,c691bfe2,6d0f3b48,822bd0ba,FW,29-319,90,2,0,0,0,3,2,0,0,80,13,1,0,1,1.4,1.4,0.3,5,1,50,59,84.7,4,65,10,2,2
1,4a1a9578,6d0f3b48,822bd0ba,LW,25-041,84,0,0,0,0,4,2,0,0,61,14,0,1,2,0.3,0.3,0.3,8,1,43,48,89.6,6,50,9,4,6
2,43a166b4,6d0f3b48,822bd0ba,LW,26-311,6,0,0,0,0,1,1,0,0,2,0,0,0,0,0.1,0.1,0.0,1,1,1,1,100.0,0,0,0,0,0
3,e342ad68,6d0f3b48,822bd0ba,RW,29-253,90,2,1,2,2,4,1,0,0,65,11,0,0,0,2.3,0.8,0.3,6,3,46,52,88.5,10,54,8,2,5
4,77e84962,6d0f3b48,822bd0ba,CM,30-318,67,0,0,0,0,0,0,0,0,62,15,5,2,2,0.0,0.0,0.1,2,0,51,53,96.2,3,47,3,0,0
5,935e6b8f,6d0f3b48,822bd0ba,CM,31-251,23,0,1,0,0,0,0,0,0,19,1,0,0,0,0.0,0.0,0.4,2,1,14,18,77.8,1,13,0,0,0
6,4fb9c88f,6d0f3b48,822bd0ba,CM,21-024,76,0,0,0,0,4,3,0,0,70,22,1,1,0,0.2,0.2,0.2,2,0,55,61,90.2,5,67,7,4,4
7,2f90f6b8,6d0f3b48,822bd0ba,CM,36-050,14,0,0,0,0,1,0,0,0,14,3,0,1,0,0.0,0.0,0.1,1,0,10,12,83.3,1,10,3,0,0
8,7f3b388c,6d0f3b48,822bd0ba,DM,28-123,90,0,0,0,0,1,0,0,0,57,21,4,2,2,0.2,0.2,0.0,2,1,37,42,88.1,4,36,5,1,2
9,2e4f5f03,6d0f3b48,822bd0ba,LB,27-349,90,0,1,0,0,1,1,0,0,69,7,0,2,0,0.2,0.2,0.2,5,1,52,61,85.2,7,35,7,0,1
10,e06683ca,6d0f3b48,822bd0ba,CB,30-230,90,1,0,0,0,1,1,0,0,103,0,0,3,0,0.1,0.1,0.0,0,0,86,95,90.5,4,80,5,1,1
11,b217ef29,6d0f3b48,822bd0ba,CB,30-199,90,1,0,0,0,1,1,0,0,97,3,1,3,0,0.3,0.3,0.0,1,1,78,89,87.6,3,68,6,0,0
12,cd1acf9d,6d0f3b48,822bd0ba,RB,23-139,90,0,0,0,0,0,0,0,0,56,7,1,0,1,0.0,0.0,0.5,3,0,30,47,63.8,1,31,1,2,3
13,7a2e46a8,6d0f3b48,822bd0ba,GK,29-144,90,0,0,0,0,0,0,0,0,63,0,0,0,0,0.0,0.0,0.0,0,0,55,61,90.2,0,40,0,0,0
0,c931d9f9,6d0f3b48,5bfb9659,FW,24-105,60,0,0,0,0,0,0,0,0,11,30,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,5,0,0,0
1,01962d0d,6d0f3b48,5bfb9659,FW,19-295,30,0,0,0,0,0,0,1,0,6,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,0,0
2,aa849a12,6d0f3b48,5bfb9659,LM,25-095,90,0,0,0,0,0,0,0,0,44,17,2,3,4,0.0,0.0,0.0,0,0,19,28,67.9,3,29,3,0,1
3,1fb1c435,6d0f3b48,5bfb9659,CM,30-354,45,0,0,0,0,0,0,0,0,20,17,1,1,0,0.0,0.0,0.0,0,0,12,15,80.0,2,13,2,0,0
4,6c17e046,6d0f3b48,5bfb9659,CM,23-042,45,0,0,0,0,0,0,0,0,16,11,1,0,1,0.0,0.0,0.0,2,0,9,11,81.8,1,9,2,1,1
5,282679b4,6d0f3b48,5bfb9659,CM,31-255,45,0,0,0,0,0,0,0,0,17,18,1,0,0,0.0,0.0,0.0,0,0,10,13,76.9,1,10,1,1,1
6,8d03ca5a,6d0f3b48,5bfb9659,RB,22-138,45,0,0,0,0,0,0,0,0,31,14,2,2,0,0.0,0.0,0.0,0,0,20,26,76.9,0,23,1,1,2
7,3423f250,6d0f3b48,5bfb9659,RM,25-071,90,0,0,0,0,1,1,0,0,29,23,0,2,1,0.0,0.0,0.0,1,0,10,21,47.6,2,18,3,1,1
8,9f1938ab,6d0f3b48,5bfb9659,DM,30-138,90,0,0,0,0,1,1,0,0,63,31,0,2,2,0.0,0.0,0.0,0,0,43,57,75.4,1,40,4,2,2
9,24f59bb2,6d0f3b48,5bfb9659,LB,25-185,90,0,0,0,0,0,0,1,0,48,22,4,2,3,0.0,0.0,0.1,1,0,32,38,84.2,1,24,2,0,0
10,f4d296e4,6d0f3b48,5bfb9659,CB,22-196,90,0,0,0,0,0,0,0,0,46,16,2,1,4,0.0,0.0,0.0,0,0,26,36,72.2,2,25,1,1,1
11,420d7c7d,6d0f3b48,5bfb9659,CB,30-182,90,0,0,0,0,0,0,1,0,66,23,3,3,2,0.0,0.0,0.0,0,0,42,49,85.7,1,35,0,1,2
12,67ca8566,6d0f3b48,5bfb9659,"CM,RB",30-310,90,0,0,0,0,1,0,0,0,45,19,0,3,3,0.1,0.1,0.0,0,0,21,30,70.0,2,19,2,0,0
13,6b625ac2,6d0f3b48,5bfb9659,GK,21-358,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,0,0,25,43,58.1,0,20,0,0,0
0,9dbb75ca,3c516ed6,18bb7c10,FW,30-272,90,0,0,0,0,8,2,0,0,41,14,2,0,2,0.9,0.9,0.2,7,0,19,25,76.0,1,28,6,2,4
1,48a5a5d6,3c516ed6,18bb7c10,LW,20-251,70,0,0,0,0,4,1,0,0,37,12,1,1,1,0.5,0.5,0.2,5,0,20,25,80.0,2,21,6,0,2
2,57e3f0c7,3c516ed6,18bb7c10,"WB,LW",26-271,20,1,0,0,0,1,1,0,0,20,7,0,0,1,0.4,0.4,0.0,0,0,12,15,80.0,1,19,3,1,3
3,bc7dc64d,3c516ed6,18bb7c10,"RW,WB",20-172,90,0,0,0,0,5,1,1,0,38,14,0,1,1,0.5,0.5,0.7,6,0,19,29,65.5,4,31,8,3,4
4,79300479,3c516ed6,18bb7c10,AM,23-069,90,0,0,0,0,2,0,0,0,55,17,1,0,2,0.2,0.2,0.2,3,1,37,46,80.4,10,36,7,2,2
5,e61b8aee,3c516ed6,18bb7c10,DM,29-150,90,0,0,0,0,2,0,0,0,60,11,2,1,1,0.0,0.0,0.1,5,0,36,51,70.6,7,34,6,3,3
6,529f49ab,3c516ed6,18bb7c10,DM,28-256,90,0,0,0,0,2,0,0,0,66,12,2,1,0,0.1,0.1,0.3,4,0,51,56,91.1,10,52,9,3,4
7,fce2302c,3c516ed6,18bb7c10,"LB,CB",24-264,89,0,0,0,0,0,0,0,0,82,5,1,2,2,0.0,0.0,0.2,5,0,59,71,83.1,5,47,7,0,1
8,a65c844b,3c516ed6,18bb7c10,CB,22-029,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,0,3,1,0,1
9,67ac5bb8,3c516ed6,18bb7c10,CB,24-067,90,0,0,0,0,1,0,0,0,80,7,5,3,1,0.0,0.0,0.0,1,0,63,69,91.3,2,48,4,0,0
10,35e413f1,3c516ed6,18bb7c10,CB,24-139,90,0,0,0,0,1,0,0,0,82,10,1,4,2,0.1,0.1,0.1,2,0,61,72,84.7,9,62,11,0,1
11,839c14e1,3c516ed6,18bb7c10,RB,30-177,75,0,0,0,0,0,0,0,0,58,4,1,1,0,0.0,0.0,0.0,3,0,47,52,90.4,4,38,3,1,2
12,a53649b7,3c516ed6,18bb7c10,FW,22-270,15,0,1,0,0,0,0,0,0,8,8,2,0,0,0.0,0.0,0.4,1,1,3,3,100.0,1,6,2,2,2
13,466fb2c5,3c516ed6,18bb7c10,GK,23-286,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,22,28,78.6,0,21,0,0,0
0,b561db50,3c516ed6,8cec06e1,FW,30-295,90,0,0,0,0,2,0,1,0,30,22,2,0,4,0.4,0.4,0.0,0,0,10,17,58.8,0,11,1,0,2
1,169fd162,3c516ed6,8cec06e1,LW,26-029,74,1,0,0,0,2,2,0,0,40,15,3,1,1,0.5,0.5,0.0,2,2,24,31,77.4,2,23,0,1,1
2,7ba2eaa9,3c516ed6,8cec06e1,"RW,LW",21-352,16,0,0,0,0,1,0,0,0,7,3,0,0,0,0.1,0.1,0.0,0,0,4,4,100.0,0,6,1,0,1
3,7fcc71d8,3c516ed6,8cec06e1,"RW,LW",26-126,89,0,0,0,0,0,0,0,0,33,11,0,0,1,0.0,0.0,0.6,3,0,22,29,75.9,6,27,5,0,1
4,5a7301ae,3c516ed6,8cec06e1,RW,26-315,1,0,0,0,0,0,0,0,0,5,2,1,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0
5,f5a00fa4,3c516ed6,8cec06e1,DM,35-169,90,0,0,0,0,1,0,0,0,58,17,2,1,1,0.0,0.0,0.0,0,0,35,44,79.5,1,29,4,0,1
6,44bfb6c5,3c516ed6,8cec06e1,DM,24-348,90,0,0,0,0,0,0,0,0,59,19,1,3,4,0.0,0.0,0.0,1,0,32,45,71.1,4,29,1,0,1
7,9b398aea,3c516ed6,8cec06e1,WB,20-263,90,0,0,0,0,0,0,0,0,55,18,4,1,1,0.0,0.0,0.1,2,0,35,42,83.3,0,31,3,2,2
8,d04b94db,3c516ed6,8cec06e1,WB,28-100,60,0,0,0,0,0,0,0,0,38,12,3,1,1,0.0,0.0,0.0,0,0,25,32,78.1,0,24,3,0,2
9,e28868f3,3c516ed6,8cec06e1,WB,27-358,30,0,0,0,0,0,0,0,0,16,7,3,0,1,0.0,0.0,0.0,0,0,9,11,81.8,0,8,0,0,1
10,9fbbcf39,3c516ed6,8cec06e1,CB,31-335,90,0,0,0,0,0,0,0,0,73,7,1,4,5,0.0,0.0,0.0,0,0,43,60,71.7,0,36,1,1,1
11,2928dca2,3c516ed6,8cec06e1,CB,28-364,90,0,0,0,0,0,0,0,0,47,14,2,3,2,0.0,0.0,0.0,0,0,30,39,76.9,1,25,0,0,1
12,d0f72bf1,3c516ed6,8cec06e1,CB,24-277,90,0,0,0,0,0,0,0,0,52,4,0,2,1,0.0,0.0,0.0,1,0,36,45,80.0,1,33,1,0,1
13,903b6e8b,3c516ed6,8cec06e1,GK,29-038,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,23,38,60.5,0,14,0,0,0
0,97220da2,17c79d36,33c895d4,FW,20-168,80,0,0,0,0,3,1,0,0,32,14,0,0,0,0.3,0.3,0.0,3,0,19,26,73.1,2,21,2,0,1
1,6adbc307,17c79d36,33c895d4,CB,28-029,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0
2,f2bf1b0f,17c79d36,33c895d4,FW,25-227,82,1,0,0,0,4,1,0,0,26,6,0,0,1,1.1,1.1,0.1,6,0,11,16,68.8,1,16,1,0,0
3,9f472354,17c79d36,33c895d4,FW,35-034,8,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0
4,68dc0dac,17c79d36,33c895d4,"LM,AM",27-205,90,0,0,0,0,3,2,0,0,60,11,2,1,3,0.4,0.4,0.2,1,0,33,47,70.2,2,43,7,1,2
5,97333cf5,17c79d36,33c895d4,"RM,AM",29-332,89,0,0,0,0,7,1,0,0,78,19,3,0,0,0.3,0.3,0.3,8,0,52,58,89.7,6,57,10,2,5
6,254147d4,17c79d36,33c895d4,AM,23-255,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0
7,4b511457,17c79d36,33c895d4,DM,30-154,90,1,0,0,0,1,1,0,0,85,13,2,1,1,0.0,0.0,0.0,2,0,69,77,89.6,2,62,2,0,0
8,3515d404,17c79d36,33c895d4,DM,27-116,90,0,0,0,0,2,0,0,0,92,10,2,1,2,0.1,0.1,0.2,7,0,70,82,85.4,6,44,6,0,0
9,984a5a64,17c79d36,33c895d4,"LB,WB",24-318,90,0,0,0,0,4,2,0,0,86,11,4,2,1,0.2,0.2,0.1,4,0,54,73,74.0,5,60,15,3,5
10,0b33f6ad,17c79d36,33c895d4,CB,22-314,90,0,0,0,0,2,0,1,0,68,10,2,1,5,0.0,0.0,0.0,1,0,36,53,67.9,3,35,4,0,0
11,4115ce4e,17c79d36,33c895d4,CB,25-319,90,0,0,0,0,3,1,0,0,57,5,1,3,2,0.4,0.4,0.3,2,0,38,44,86.4,0,29,2,0,0
12,afed6722,17c79d36,33c895d4,"RB,WB",19-105,90,0,0,0,0,0,0,0,0,71,8,0,1,1,0.0,0.0,0.0,4,0,51,62,82.3,3,44,5,0,1
13,c3e39f12,17c79d36,33c895d4,GK,33-345,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,16,30,53.3,0,14,0,0,0
0,0745b37d,17c79d36,1c781004,FW,31-333,90,0,0,0,0,1,0,1,0,18,21,0,0,3,0.1,0.1,0.2,2,0,5,8,62.5,0,14,2,2,2
1,6c6a3300,17c79d36,1c781004,LM,25-242,71,0,0,0,0,0,0,0,0,21,15,0,2,0,0.0,0.0,0.0,1,0,7,11,63.6,0,12,2,1,1
2,f5044e54,17c79d36,1c781004,"CM,LM",28-276,19,0,0,0,0,0,0,0,0,15,3,1,0,0,0.0,0.0,0.2,1,0,12,14,85.7,1,11,1,0,0
3,471f16b3,17c79d36,1c781004,CM,30-048,90,0,0,0,0,1,0,0,0,51,19,1,1,1,0.1,0.1,0.0,1,0,24,39,61.5,6,33,2,0,0
4,df10e27c,17c79d36,1c781004,CM,20-259,80,0,0,0,0,1,0,0,0,44,18,1,2,1,0.0,0.0,0.0,2,0,21,33,63.6,1,21,1,0,1
5,2f6ec02a,17c79d36,1c781004,AM,24-138,10,0,0,0,0,0,0,0,0,7,4,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,5,0,0,0
6,a8d4428b,17c79d36,1c781004,"RM,FW",22-005,90,0,0,0,0,1,0,0,0,38,25,4,1,3,0.1,0.1,0.0,1,0,15,21,71.4,2,19,2,0,3
7,8996350d,17c79d36,1c781004,DM,25-273,71,0,0,0,0,2,0,0,0,39,16,3,2,0,0.1,0.1,0.0,1,0,20,32,62.5,2,26,3,1,1
8,3faa1780,17c79d36,1c781004,DM,31-048,19,0,0,0,0,0,0,0,0,20,0,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,4,16,1,0,1
9,5e74d6c8,17c79d36,1c781004,LB,21-175,90,0,0,0,0,0,0,1,0,59,12,3,2,1,0.0,0.0,0.0,1,0,36,44,81.8,0,37,2,0,0
10,bcfb0142,17c79d36,1c781004,CB,29-041,90,0,0,0,0,0,0,0,0,70,1,1,3,2,0.0,0.0,0.0,1,0,46,57,80.7,4,32,1,0,0
11,e9254eec,17c79d36,1c781004,CB,30-097,90,0,0,0,0,2,1,0,0,57,6,0,1,6,0.2,0.2,0.0,0,0,26,36,72.2,0,22,1,0,0
12,774cf58b,17c79d36,1c781004,RB,22-052,90,0,0,0,0,0,0,0,0,62,14,3,3,4,0.0,0.0,0.0,0,0,37,47,78.7,5,31,4,0,2
13,e082af5b,17c79d36,1c781004,GK,26-034,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,13,0,0,0
0,c931d9f9,05d37de9,5bfb9659,"LM,FW",24-108,90,0,0,0,0,1,0,0,0,29,39,1,3,1,0.2,0.2,0.1,3,0,16,19,84.2,2,16,3,1,2
1,aa849a12,05d37de9,5bfb9659,LM,25-098,45,0,0,0,0,1,0,0,0,35,7,2,0,2,0.1,0.1,0.0,3,0,13,26,50.0,3,25,11,1,3
2,1fb1c435,05d37de9,5bfb9659,FW,30-357,45,0,0,0,0,2,1,1,0,24,16,0,0,0,0.1,0.1,0.1,3,0,10,15,66.7,0,12,2,0,2
3,9f1938ab,05d37de9,5bfb9659,"DM,CM",30-141,90,0,0,0,0,2,0,0,0,47,27,5,0,1,0.0,0.0,0.0,0,0,35,39,89.7,1,33,5,1,1
4,67ca8566,05d37de9,5bfb9659,"CM,LB",30-313,90,0,0,0,0,3,0,1,0,41,21,2,1,2,0.3,0.3,0.2,2,0,29,32,90.6,4,24,2,1,1
5,3423f250,05d37de9,5bfb9659,RM,25-074,90,0,0,0,0,4,0,0,0,61,15,0,1,2,0.2,0.2,0.5,8,0,31,51,60.8,5,47,9,1,2
6,ea6bc03a,05d37de9,5bfb9659,"CB,DM",25-224,90,0,0,0,0,2,0,0,0,55,13,2,3,2,0.2,0.2,0.0,2,0,39,45,86.7,2,31,3,0,0
7,24f59bb2,05d37de9,5bfb9659,LB,25-188,77,0,0,0,0,0,0,1,0,61,21,3,2,2,0.0,0.0,0.0,1,0,44,50,88.0,5,45,12,1,1
8,8d03ca5a,05d37de9,5bfb9659,CM,22-141,13,0,0,0,0,1,0,0,0,4,1,0,0,0,0.1,0.1,0.0,0,0,3,3,100.0,1,4,0,0,0
9,f4d296e4,05d37de9,5bfb9659,CB,22-199,45,0,0,0,0,2,0,0,0,41,4,0,1,0,0.2,0.2,0.1,1,0,35,36,97.2,2,28,1,0,0
10,282679b4,05d37de9,5bfb9659,CM,31-258,45,0,0,0,0,1,1,1,0,28,16,0,0,0,0.1,0.1,0.0,0,0,22,25,88.0,4,24,3,1,2
11,bba30585,05d37de9,5bfb9659,CB,28-194,90,0,0,0,0,0,0,0,0,56,13,1,5,1,0.0,0.0,0.0,1,0,45,48,93.8,3,39,5,0,0
12,420d7c7d,05d37de9,5bfb9659,RB,30-185,90,0,0,0,0,1,0,0,0,69,15,4,2,0,0.0,0.0,0.0,2,0,53,63,84.1,4,40,2,0,0
13,6b625ac2,05d37de9,5bfb9659,GK,21-361,90,0,0,0,0,0,0,0,0,24,2,0,0,0,0.0,0.0,0.0,0,0,17,19,89.5,0,9,0,0,0
0,21a66f6a,05d37de9,361ca564,FW,28-213,90,1,1,0,0,2,1,0,0,49,12,0,0,2,0.4,0.4,0.8,5,1,25,34,73.5,7,34,4,3,5
1,92e7e919,05d37de9,361ca564,AM,29-233,86,1,0,0,0,4,3,0,0,59,9,0,3,4,0.7,0.7,0.0,5,0,35,43,81.4,4,45,5,6,8
2,21945a9e,05d37de9,361ca564,AM,17-339,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,1,1
3,df3cda47,05d37de9,361ca564,AM,21-307,77,1,0,0,0,4,2,0,0,48,7,0,1,0,0.5,0.5,0.1,3,1,31,33,93.9,1,42,3,6,8
4,a29b1131,05d37de9,361ca564,AM,24-141,13,0,0,0,0,0,0,0,0,9,1,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,10,2,3,3
5,2f7acede,05d37de9,361ca564,DM,26-024,90,0,0,0,0,0,0,0,0,64,14,3,1,3,0.0,0.0,0.0,2,1,51,54,94.4,3,34,4,0,0
6,8b04d6c1,05d37de9,361ca564,DM,26-205,90,0,1,0,0,0,0,0,0,77,28,4,2,3,0.0,0.0,0.3,3,2,55,63,87.3,2,45,2,1,1
7,6aa3e78b,05d37de9,361ca564,WB,21-284,77,0,1,0,0,2,1,1,0,26,15,1,1,3,0.1,0.1,0.6,2,1,12,17,70.6,2,17,2,0,0
8,df8b52a5,05d37de9,361ca564,WB,23-043,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,3,0,0,1
9,d557d734,05d37de9,361ca564,WB,30-041,90,1,1,0,0,2,2,0,0,68,12,1,4,7,0.6,0.6,0.3,4,1,45,52,86.5,4,35,7,1,1
10,44781702,05d37de9,361ca564,CB,28-308,90,0,0,0,0,1,1,1,0,45,10,1,5,4,0.0,0.0,0.0,0,0,26,32,81.3,1,21,0,2,2
11,ac861941,05d37de9,361ca564,CB,28-042,90,0,0,0,0,0,0,0,0,67,0,0,1,1,0.0,0.0,0.0,0,0,53,58,91.4,0,41,0,0,0
12,a3d94a58,05d37de9,361ca564,CB,23-305,90,0,0,0,0,0,0,0,0,75,8,3,3,0,0.0,0.0,0.1,2,0,58,63,92.1,1,54,3,2,2
13,8f62b6ee,05d37de9,361ca564,GK,35-062,90,0,0,0,0,0,0,0,0,32,1,0,0,0,0.0,0.0,0.0,0,0,28,30,93.3,0,13,0,0,0
0,b2bc3b1f,086dcb8d,47c64c55,"FW,LW",29-108,90,0,0,0,0,3,1,0,0,40,10,0,1,0,0.1,0.1,0.1,6,0,25,30,83.3,5,40,12,3,4
1,3312f911,086dcb8d,47c64c55,"LW,CM",29-065,83,1,0,0,0,1,1,0,0,38,10,0,0,1,0.4,0.4,0.0,2,0,17,25,68.0,5,24,4,1,2
2,8d3c902d,086dcb8d,47c64c55,DM,32-067,7,0,0,0,0,0,0,0,0,16,5,2,0,0,0.0,0.0,0.0,0,0,10,12,83.3,1,8,0,0,0
3,c4486bac,086dcb8d,47c64c55,RW,20-076,90,0,1,0,0,4,1,0,0,74,20,2,1,1,0.2,0.2,0.4,4,1,38,59,64.4,6,61,11,3,4
4,cee31595,086dcb8d,47c64c55,"CM,DM",34-142,90,0,0,0,0,0,0,0,0,75,27,2,4,3,0.0,0.0,0.1,2,0,55,64,85.9,4,54,3,2,2
5,c2731c10,086dcb8d,47c64c55,CM,22-020,90,0,0,0,0,0,0,0,0,45,25,3,0,1,0.0,0.0,0.0,1,0,22,33,66.7,1,28,2,0,1
6,2ce2508a,086dcb8d,47c64c55,DM,30-325,59,0,0,0,0,1,0,0,0,46,12,3,1,1,0.0,0.0,0.0,1,0,29,33,87.9,1,21,0,0,0
7,50e6dc35,086dcb8d,47c64c55,FW,24-243,31,0,0,0,0,0,0,0,0,7,2,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,5,0,0,0
8,5cbd1eb0,086dcb8d,47c64c55,LB,22-178,90,0,0,0,0,1,0,0,0,65,9,2,0,5,0.1,0.1,0.1,1,0,37,53,69.8,1,35,2,0,0
