,player_id,match_id,team_id,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked
4,86e7deaf,f475576b,cff3d9bb,CB,37-070,45,24,21,3,3,0,1,1,0,0,0,0,0,13,3,8,0,23,1,0,0,17,1,2,0,1
5,e97fd090,f475576b,cff3d9bb,DM,25-312,90,46,43,3,2,1,9,1,0,0,0,0,0,30,7,9,3,36,3,0,0,37,0,1,2,1
6,f4290206,f475576b,cff3d9bb,WB,30-338,90,52,38,14,3,0,8,1,1,0,0,0,0,22,13,17,25,4,6,11,0,29,0,2,5,2
7,53cad200,f475576b,cff3d9bb,WB,32-095,68,41,34,7,2,0,1,0,1,0,0,0,0,19,6,16,2,32,1,5,0,25,0,0,2,2
8,5eae500a,f475576b,cff3d9bb,FW,28-202,22,8,8,0,0,0,4,0,0,0,0,0,0,3,4,1,2,2,1,0,1,5,0,0,1,0
9,18b896d6,f475576b,cff3d9bb,CB,28-273,90,56,53,3,2,0,6,2,1,0,0,0,0,23,9,24,16,32,4,1,0,41,1,1,2,2
10,1cb49278,f475576b,cff3d9bb,CB,25-235,90,57,57,0,0,0,9,0,0,0,0,0,0,39,6,12,2,45,7,0,0,49,0,0,1,0
11,5515376c,f475576b,cff3d9bb,"CB,DM",22-149,59,31,30,1,1,0,3,0,0,0,0,0,0,21,6,4,0,26,2,0,0,25,0,2,1,0
12,6622454d,f475576b,cff3d9bb,AM,28-257,31,15,15,0,0,0,1,0,0,0,0,0,0,9,2,4,12,1,1,0,0,10,0,1,0,0
13,33887998,f475576b,cff3d9bb,GK,29-275,90,27,20,7,3,0,6,1,0,0,0,0,0,12,1,14,3,19,0,0,4,21,0,1,0,0
0,aed3a70f,1993b7ec,8602292d,FW,25-336,90,28,26,2,0,0,6,0,1,0,0,0,0,19,6,3,3,20,2,0,0,22,0,0,2,0
1,66b76d44,1993b7ec,8602292d,"LW,AM",24-341,90,28,27,1,1,0,3,1,0,0,0,0,0,24,4,0,1,26,0,0,0,26,0,0,2,0
2,3a233281,1993b7ec,8602292d,RW,24-114,30,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,4,1,0,0,0,5,0,0,0,0
3,be927d03,1993b7ec,8602292d,"RW,LB",36-145,60,14,13,1,0,0,1,1,1,0,0,0,0,8,1,5,5,9,0,0,0,8,0,0,0,1
4,6f7d826d,1993b7ec,8602292d,"CM,DM",23-206,90,37,28,9,7,0,5,2,1,2,1,1,0,23,4,10,3,30,3,0,0,31,0,0,2,1
5,90f91999,1993b7ec,8602292d,CM,27-044,90,39,36,3,1,0,5,3,3,2,0,2,0,22,5,12,28,6,3,0,0,26,0,2,2,1
6,de5b5570,1993b7ec,8602292d,DM,27-316,76,23,22,1,1,0,1,0,0,0,0,0,0,23,0,0,19,4,0,0,0,19,0,0,2,1
7,6e7f1353,1993b7ec,8602292d,CM,27-105,14,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,3,0,0,0,0
8,e514ab62,1993b7ec,8602292d,LB,26-074,66,32,26,6,0,0,1,0,0,0,0,0,0,19,7,6,21,3,1,6,0,27,0,0,0,2
9,b2f9c73e,1993b7ec,8602292d,AM,17-328,24,8,8,0,0,0,0,0,0,0,0,0,0,7,1,0,1,6,1,0,0,6,0,0,0,0
10,8397a50c,1993b7ec,8602292d,CB,28-263,90,40,38,2,1,0,2,0,0,0,0,0,0,23,4,13,28,8,3,0,0,33,1,1,0,0
11,0313a347,1993b7ec,8602292d,CB,24-039,90,26,26,0,0,0,2,0,0,0,0,0,0,18,3,5,1,23,1,0,0,23,0,0,1,0
12,2389cdc2,1993b7ec,8602292d,RB,24-116,90,38,29,9,0,0,2,3,5,0,0,0,0,19,9,10,5,22,2,9,0,29,0,2,0,0
13,7956236f,1993b7ec,8602292d,GK,29-090,90,34,25,9,1,0,3,0,0,0,0,0,0,19,2,13,2,25,0,0,6,26,0,1,0,0
0,b66315ae,1993b7ec,b8fd03ef,FW,24-242,86,25,24,1,0,0,6,0,1,0,0,0,0,22,1,2,1,22,1,0,0,23,0,1,0,0
1,b0b4fd3e,1993b7ec,b8fd03ef,FW,26-082,4,9,9,0,0,0,4,0,0,0,0,0,0,7,1,1,0,9,0,0,0,7,0,1,1,0
2,b400bde0,1993b7ec,b8fd03ef,LW,26-358,90,45,43,2,0,0,9,3,4,2,0,1,0,33,3,9,4,40,1,0,0,34,0,1,1,4
3,892d5bb1,1993b7ec,b8fd03ef,RW,30-283,90,56,48,8,0,0,10,3,2,8,0,2,4,39,4,13,47,6,2,0,0,42,0,0,3,3
4,3eb22ec9,1993b7ec,b8fd03ef,AM,27-113,90,38,34,4,1,0,5,0,2,0,0,0,0,35,2,1,30,6,0,2,0,31,0,0,2,5
5,6434f10d,1993b7ec,b8fd03ef,DM,25-162,90,80,79,1,1,0,15,9,0,0,0,0,0,54,10,16,4,70,4,0,0,70,0,2,3,1
6,101da2b5,1993b7ec,b8fd03ef,DM,36-211,90,60,59,1,0,0,9,1,1,0,0,0,0,48,7,5,9,48,0,1,1,56,0,0,0,0
7,51cf8561,1993b7ec,b8fd03ef,LB,24-351,90,87,80,7,1,0,9,1,0,0,0,0,0,78,5,4,76,4,1,6,0,83,0,0,2,2
8,eaeca114,1993b7ec,b8fd03ef,CB,26-286,90,58,58,0,0,0,1,1,0,0,0,0,0,55,1,2,46,10,1,0,0,57,0,0,0,0
9,31c69ef1,1993b7ec,b8fd03ef,CB,24-201,90,67,64,3,2,0,3,0,0,0,0,0,0,55,4,8,13,49,3,1,0,63,0,1,0,1
10,bd6351cd,1993b7ec,b8fd03ef,RB,27-188,90,83,75,8,2,0,5,2,3,0,0,0,0,59,10,14,9,63,5,6,0,75,0,0,2,0
11,3bb7b8b4,1993b7ec,b8fd03ef,GK,28-106,90,20,15,5,1,0,2,1,0,0,0,0,0,15,0,5,18,1,0,0,0,17,0,0,0,0
0,b318a643,b46554fb,d3fd31cc,FW,32-076,58,17,14,3,0,0,5,0,0,0,0,0,0,6,5,6,1,9,2,1,2,12,0,0,0,1
1,2bd83368,b46554fb,d3fd31cc,"RM,LM",20-280,32,8,7,1,0,0,2,0,0,0,0,0,0,6,0,2,0,8,0,0,0,5,1,0,1,1
2,fa031b34,b46554fb,d3fd31cc,"FW,LM",24-205,90,17,16,1,0,0,5,2,2,0,0,0,0,8,6,3,0,15,1,0,0,8,0,2,3,2
3,4468ec10,b46554fb,d3fd31cc,"LM,FW",25-156,83,16,13,3,2,0,3,2,2,1,1,0,0,7,1,8,1,15,0,0,0,9,0,0,1,0
4,9a104dee,b46554fb,d3fd31cc,FW,30-177,7,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0
5,b28bbd58,b46554fb,d3fd31cc,RM,30-138,72,17,12,5,2,0,3,1,1,2,2,0,0,7,3,7,11,5,0,1,0,9,0,0,1,1
6,111c3236,b46554fb,d3fd31cc,DM,32-010,18,9,8,1,1,0,2,0,0,0,0,0,0,8,0,1,7,2,0,0,0,7,0,0,1,0
7,cc700722,b46554fb,d3fd31cc,DM,30-327,90,34,33,1,0,0,9,0,0,0,0,0,0,17,9,8,7,23,3,0,0,22,0,1,1,2
8,02b29014,b46554fb,d3fd31cc,"DM,AM",28-334,90,21,21,0,0,0,5,0,0,0,0,0,0,12,6,3,2,18,1,0,0,13,0,1,2,1
9,1b84dbe1,b46554fb,d3fd31cc,LB,28-134,90,43,31,12,1,0,6,1,1,0,0,0,0,16,7,20,19,6,7,11,0,29,1,3,2,0
10,c5b7c315,b46554fb,d3fd31cc,CB,28-324,90,30,30,0,0,0,9,1,0,0,0,0,0,11,7,12,7,16,5,0,0,19,0,1,1,1
11,9f7c837d,b46554fb,d3fd31cc,CB,23-320,90,13,12,1,1,0,2,0,0,0,0,0,0,9,0,4,0,13,0,0,0,8,0,0,2,0
12,0420d84f,b46554fb,d3fd31cc,RB,33-051,90,34,22,12,1,0,7,0,1,0,0,0,0,12,4,18,12,7,3,11,0,19,0,0,1,0
13,4806ec67,b46554fb,d3fd31cc,GK,27-269,90,35,18,17,8,0,1,4,0,0,0,0,0,4,2,29,27,3,0,0,4,20,0,4,0,0
0,178ae8f8,b46554fb,822bd0ba,FW,24-362,87,32,31,1,0,0,3,0,1,0,0,0,0,20,6,6,6,22,0,0,2,25,0,1,0,1
1,f833a830,b46554fb,822bd0ba,FW,26-319,3,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0
2,c691bfe2,b46554fb,822bd0ba,LW,29-235,90,33,32,1,1,0,4,0,1,0,0,0,0,29,2,2,10,22,0,0,0,26,0,1,4,1
3,e342ad68,b46554fb,822bd0ba,RW,29-169,90,39,39,0,0,1,4,0,1,0,0,0,0,26,9,4,31,7,0,0,1,32,0,2,2,0
4,77e84962,b46554fb,822bd0ba,CM,30-234,74,54,54,0,0,0,4,1,0,0,0,0,0,37,10,7,3,49,0,0,0,40,0,1,3,1
5,2f90f6b8,b46554fb,822bd0ba,CM,35-331,16,23,22,1,1,0,0,1,0,0,0,0,0,17,6,0,1,21,1,0,0,21,0,0,1,0
6,935e6b8f,b46554fb,822bd0ba,CM,31-167,82,66,65,1,0,2,6,0,4,0,0,0,0,27,24,15,8,55,2,0,0,43,1,1,4,2
7,38c7feef,b46554fb,822bd0ba,CM,28-108,8,9,9,0,0,0,1,0,0,0,0,0,0,8,1,0,2,7,0,0,0,7,0,0,1,1
8,7f3b388c,b46554fb,822bd0ba,DM,28-039,90,60,59,1,1,0,7,0,0,0,0,0,0,34,12,14,5,48,5,0,0,53,0,0,2,2
9,2e4f5f03,b46554fb,822bd0ba,LB,27-265,90,63,53,10,1,0,3,2,3,5,2,3,0,28,17,18,51,5,3,4,0,44,0,2,2,2
10,e06683ca,b46554fb,822bd0ba,CB,30-146,90,67,63,4,4,0,8,0,0,0,0,0,0,45,9,13,17,39,4,0,0,59,0,0,0,0
11,b217ef29,b46554fb,822bd0ba,CB,30-115,90,52,50,2,1,0,7,0,0,0,0,0,0,37,8,7,3,44,1,1,0,45,0,1,1,1
12,cd1acf9d,b46554fb,822bd0ba,RB,23-055,90,84,68,16,1,2,5,4,2,6,1,4,0,48,13,23,10,65,0,9,0,68,0,0,2,2
13,7a2e46a8,b46554fb,822bd0ba,GK,29-060,90,41,35,6,0,0,1,0,0,0,0,0,0,34,2,5,8,28,0,0,5,37,0,0,0,0
0,21a66f6a,a80b3790,361ca564,FW,28-127,90,31,29,2,0,1,6,1,0,0,0,0,0,21,8,2,2,24,0,1,0,22,0,0,1,4
1,92e7e919,a80b3790,361ca564,"LW,FW",29-147,86,30,19,11,1,0,3,1,4,10,4,1,0,16,4,10,5,23,1,0,0,17,0,0,0,1
2,a29b1131,a80b3790,361ca564,FW,24-055,4,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,3,0,0,0,0
3,2b622f01,a80b3790,361ca564,RW,29-111,76,27,26,1,1,0,6,0,1,0,0,0,0,19,2,6,3,22,1,0,0,15,0,1,5,2
4,2f7acede,a80b3790,361ca564,DM,25-303,14,10,10,0,0,1,0,0,0,0,0,0,0,8,2,0,1,9,0,0,0,8,0,0,0,0
5,8b04d6c1,a80b3790,361ca564,"DM,CM",26-119,90,67,64,3,2,0,4,0,0,0,0,0,0,52,7,8,11,50,5,1,0,59,0,1,2,0
6,6250083a,a80b3790,361ca564,"DM,CM",21-077,90,48,47,1,1,1,8,0,0,0,0,0,0,35,5,8,3,39,2,0,1,42,0,1,1,1
7,3353737a,a80b3790,361ca564,WB,24-351,90,47,41,6,0,0,8,0,2,0,0,0,0,26,13,8,36,1,3,6,0,31,0,0,0,6
8,df8b52a5,a80b3790,361ca564,WB,22-322,82,43,34,9,1,0,4,0,1,0,0,0,0,29,9,5,7,26,2,8,0,36,0,0,0,2
9,e9971f2d,a80b3790,361ca564,WB,22-246,8,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0
10,44781702,a80b3790,361ca564,CB,28-222,90,61,56,5,0,0,1,0,1,0,0,0,0,33,7,21,37,11,8,5,0,42,0,2,3,3
11,ac861941,a80b3790,361ca564,CB,27-321,90,55,54,1,1,0,7,2,0,0,0,0,0,34,7,14,6,43,3,0,0,44,0,1,2,2
12,da7b447d,a80b3790,361ca564,CB,25-173,90,47,46,1,1,0,7,0,0,0,0,0,0,33,5,9,5,35,4,0,1,39,0,0,0,1
13,8f62b6ee,a80b3790,361ca564,GK,34-341,90,25,17,8,3,0,1,0,0,0,0,0,0,10,3,12,15,4,0,0,4,18,0,0,0,0
0,e09f279b,a80b3790,cd051869,FW,25-261,90,25,24,1,0,0,9,0,2,0,0,0,0,16,4,5,3,17,0,1,0,14,0,1,1,5
1,6afaebf2,a80b3790,cd051869,"FW,WB",22-117,90,29,26,3,1,0,5,2,4,2,2,0,0,14,7,8,25,2,1,0,1,17,0,0,2,1
2,8449d35e,a80b3790,cd051869,CM,23-206,69,34,32,2,2,0,4,2,0,0,0,0,0,21,5,8,25,6,3,0,0,22,0,0,1,2
3,0f134faf,a80b3790,cd051869,CM,25-335,21,25,22,3,1,0,5,3,1,2,2,0,0,19,1,5,6,19,0,0,0,20,0,0,1,1
4,2944f86f,a80b3790,cd051869,CM,23-335,55,15,15,0,0,0,5,0,0,0,0,0,0,10,2,3,1,13,1,0,0,13,0,0,1,0
5,2886c9b5,a80b3790,cd051869,CM,23-238,35,16,16,0,0,0,3,0,1,0,0,0,0,13,1,2,4,11,1,0,0,15,0,0,0,0
6,df0a4c90,a80b3790,cd051869,DM,27-267,90,77,71,6,3,1,7,4,0,0,0,0,0,57,8,12,15,56,5,0,0,63,0,0,1,1
7,8a3c1dc7,a80b3790,cd051869,WB,24-147,90,55,55,0,0,0,7,0,1,0,0,0,0,35,8,12,48,2,4,0,0,40,0,1,2,6
8,1137759d,a80b3790,cd051869,WB,24-303,69,19,18,1,0,0,6,0,2,1,1,0,0,12,2,5,1,15,2,0,0,11,0,0,1,0
9,2500cef9,a80b3790,cd051869,FW,25-090,21,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
10,e541326e,a80b3790,cd051869,CB,28-187,90,85,74,11,4,0,5,1,0,0,0,0,0,60,12,13,70,2,3,7,0,72,0,0,0,2
11,172e52d8,a80b3790,cd051869,CB,30-292,90,75,75,0,0,0,7,0,0,0,0,0,0,60,7,8,5,58,7,0,0,69,0,1,0,0
12,7aee4dd3,a80b3790,cd051869,CB,26-121,90,70,54,16,2,0,3,4,5,0,0,0,0,37,5,28,1,48,5,14,0,45,0,4,1,2
13,f127d782,a80b3790,cd051869,GK,23-233,90,36,32,4,0,0,2,1,0,0,0,0,0,20,2,14,3,28,0,0,4,27,0,0,1,0
0,dea698d9,4323a38f,19538871,FW,36-300,87,25,23,2,0,0,5,0,0,0,0,0,0,18,4,3,1,18,2,1,1,19,0,1,0,1
1,8b788c01,4323a38f,19538871,FW,25-362,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,dbf053da,4323a38f,19538871,"LW,RW",21-252,90,40,38,2,0,0,7,0,0,2,0,1,0,33,3,4,0,40,0,0,0,34,0,0,2,0
3,a1d5bd30,4323a38f,19538871,RW,24-032,78,27,27,0,0,0,3,0,4,0,0,0,0,18,7,2,1,25,1,0,0,22,0,0,1,0
4,810e3c74,4323a38f,19538871,LW,28-352,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5,507c7bdf,4323a38f,19538871,AM,27-085,89,44,41,3,1,0,4,2,4,0,0,0,0,32,1,11,1,42,1,0,0,31,0,1,5,1
6,50dc94ce,4323a38f,19538871,AM,24-228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,b853e0ad,4323a38f,19538871,DM,28-272,90,54,53,1,1,0,5,4,0,0,0,0,0,35,5,14,38,11,3,0,1,43,0,1,2,0
8,d93c2511,4323a38f,19538871,DM,24-359,90,44,43,1,1,0,9,0,0,0,0,0,0,34,6,4,1,37,2,0,0,38,0,0,1,0
9,e73c9bb2,4323a38f,19538871,LB,28-352,90,46,37,9,1,0,8,0,3,1,1,0,0,28,5,13,36,2,0,7,0,34,0,1,2,0
10,d8931174,4323a38f,19538871,CB,28-272,90,58,57,1,1,0,7,4,0,0,0,0,0,40,3,15,5,48,3,0,1,51,0,2,0,0
11,f5deef4c,4323a38f,19538871,CB,27-138,90,43,41,2,1,0,6,1,0,0,0,0,0,36,4,3,3,36,2,1,0,40,0,0,0,1
12,d9565625,4323a38f,19538871,RB,22-259,90,46,38,8,1,1,12,0,1,0,0,0,0,31,6,9,5,32,0,7,0,38,0,1,4,0
13,7ba6d84e,4323a38f,19538871,GK,31-025,90,21,11,10,3,0,0,2,0,0,0,0,0,10,0,11,0,17,0,0,2,14,0,0,0,0
0,d5dd5f1f,4323a38f,18bb7c10,FW,32-167,78,16,16,0,0,0,2,0,0,0,0,0,0,12,3,1,1,13,2,0,0,14,0,0,0,1
1,9dbb75ca,4323a38f,18bb7c10,FW,30-188,12,7,6,1,1,0,1,0,0,0,0,0,0,3,3,1,0,5,0,0,2,5,0,1,0,0
2,79300479,4323a38f,18bb7c10,AM,22-350,78,44,34,10,2,0,2,0,1,5,4,1,0,29,4,11,38,5,1,0,0,33,0,1,1,2
3,a53649b7,4323a38f,18bb7c10,AM,22-186,12,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,5,0,0,0,0
4,17695062,4323a38f,18bb7c10,LM,21-127,69,24,22,2,0,0,0,2,0,2,2,0,0,20,2,2,4,19,1,0,0,19,0,2,0,1
5,bc7dc64d,4323a38f,18bb7c10,RM,20-088,21,14,13,1,0,0,1,0,2,1,1,0,0,10,1,3,11,3,0,0,0,11,0,0,0,0
6,48a5a5d6,4323a38f,18bb7c10,"RM,LM",20-167,90,25,25,0,0,0,4,0,2,0,0,0,0,20,3,2,1,22,1,0,0,21,0,0,1,0
7,47a34c4f,4323a38f,18bb7c10,DM,29-144,90,83,82,1,0,0,6,1,0,0,0,0,0,61,10,12,4,76,1,0,0,75,0,1,3,0
8,529f49ab,4323a38f,18bb7c10,DM,28-172,90,58,58,0,0,0,1,1,0,0,0,0,0,41,11,6,3,52,1,0,1,48,0,0,3,0
9,a65c844b,4323a38f,18bb7c10,LB,21-310,90,74,60,14,2,0,3,5,3,0,0,0,0,49,12,13,51,9,1,12,0,64,0,0,3,1
10,67ac5bb8,4323a38f,18bb7c10,CB,23-348,90,61,57,4,1,0,1,1,0,0,0,0,0,48,6,7,53,5,2,0,0,54,1,0,0,1
11,35e413f1,4323a38f,18bb7c10,CB,24-055,90,40,40,0,0,0,2,2,0,0,0,0,0,26,2,12,1,37,1,0,0,37,0,0,0,0
12,b3af9be1,4323a38f,18bb7c10,RB,23-027,90,65,53,12,1,0,3,1,2,0,0,0,0,38,16,11,16,32,5,11,0,51,0,0,3,2
13,466fb2c5,4323a38f,18bb7c10,GK,23-202,90,37,32,5,1,0,2,1,0,0,0,0,0,19,1,17,2,27,0,0,7,25,0,1,1,0
0,ac05f970,776aa8ab,7c21e445,FW,31-251,90,25,25,0,0,1,6,1,2,0,0,0,0,15,5,5,3,16,3,0,0,16,2,1,1,1
1,26f6dca8,776aa8ab,7c21e445,AM,28-292,84,37,33,4,2,0,10,2,0,1,1,0,0,29,2,6,3,32,1,0,0,32,0,0,1,1
2,5a04fd92,776aa8ab,7c21e445,AM,26-116,6,3,3,0,0,0,2,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0
3,79c84d1c,776aa8ab,7c21e445,"AM,RM",24-349,90,27,24,3,1,0,8,2,2,0,0,0,0,17,7,3,18,5,1,1,1,19,0,1,0,4
4,1c7012b8,776aa8ab,7c21e445,"DM,CB",22-324,90,38,36,2,2,0,9,1,1,0,0,0,0,30,0,8,5,29,3,0,0,31,0,1,1,0
5,6613c819,776aa8ab,7c21e445,DM,26-280,90,22,22,0,0,0,7,0,0,0,0,0,0,15,1,6,1,19,1,0,0,15,0,1,2,1
6,9319781b,776aa8ab,7c21e445,WB,21-314,44,23,17,6,0,0,7,0,3,0,0,0,0,7,10,6,5,12,0,6,0,13,0,1,0,3
7,57df7a11,776aa8ab,7c21e445,"WB,LB",28-027,46,25,17,8,1,0,5,0,1,0,0,0,0,12,5,8,15,0,2,7,0,18,1,0,0,1
8,fdf3cb77,776aa8ab,7c21e445,"WB,RB",29-104,90,34,28,6,0,0,6,0,0,0,0,0,0,18,7,9,1,24,2,6,1,22,0,0,2,3
9,a712ca2b,776aa8ab,7c21e445,CB,24-329,90,34,34,0,0,0,1,0,0,0,0,0,0,28,2,4,6,25,2,0,0,31,0,0,0,0
10,ce4246f5,776aa8ab,7c21e445,CB,27-038,70,26,26,0,0,0,3,1,0,0,0,0,0,20,1,5,4,17,3,0,0,23,0,0,0,0
11,82927de4,776aa8ab,7c21e445,"LM,DM",25-285,20,9,8,1,1,0,2,0,0,0,0,0,0,5,2,2,1,7,1,0,0,6,0,0,1,0
12,3e9e06cb,776aa8ab,7c21e445,CB,31-212,90,33,33,0,0,0,5,1,0,0,0,0,0,21,3,9,1,27,3,0,0,26,0,1,2,0
13,9328b835,776aa8ab,7c21e445,GK,36-230,90,32,24,8,3,0,3,1,0,0,0,0,0,8,1,23,2,20,0,0,7,16,0,0,0,0
0,fed7cb61,776aa8ab,cff3d9bb,FW,22-176,45,17,16,1,0,0,7,2,1,0,0,0,0,12,3,2,7,9,0,0,1,15,0,0,0,1
1,5eae500a,776aa8ab,cff3d9bb,FW,28-205,45,10,8,2,0,0,7,0,0,0,0,0,0,8,0,2,4,4,1,0,0,8,0,0,1,0
2,9674002f,776aa8ab,cff3d9bb,AM,22-328,90,62,56,6,0,0,9,3,6,5,0,5,0,45,8,9,4,58,0,0,0,50,0,0,3,3
3,6622454d,776aa8ab,cff3d9bb,AM,28-260,63,34,29,5,0,0,7,3,3,4,0,4,0,20,5,9,31,0,2,1,0,23,0,0,1,2
4,15f3ec41,776aa8ab,cff3d9bb,"WB,AM",21-027,27,19,17,2,1,0,2,0,3,0,0,0,0,12,3,4,2,15,1,1,0,14,0,1,2,0
5,45db685d,776aa8ab,cff3d9bb,DM,29-349,90,74,73,1,1,0,16,0,0,0,0,0,0,60,4,10,3,68,3,0,0,68,0,0,0,0
6,e97fd090,776aa8ab,cff3d9bb,DM,25-315,90,64,62,2,2,0,12,2,2,0,0,0,0,55,4,5,2,58,3,0,0,60,0,0,1,0
7,f4290206,776aa8ab,cff3d9bb,WB,30-341,71,40,34,6,0,0,6,0,2,0,0,0,0,25,8,7,31,1,1,6,0,30,0,0,1,4
8,1bf33a9a,776aa8ab,cff3d9bb,AM,23-077,19,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0,2,4,0,0,1,6,0,0,0,0
9,1265a93a,776aa8ab,cff3d9bb,WB,21-361,90,81,72,9,2,0,12,2,2,0,0,0,0,52,18,11,2,69,2,7,0,68,1,1,3,4
10,18b896d6,776aa8ab,cff3d9bb,CB,28-276,90,59,55,4,4,0,10,3,1,0,0,0,0,43,2,14,14,41,3,0,0,49,0,0,0,0
11,86e7deaf,776aa8ab,cff3d9bb,CB,37-073,90,56,55,1,1,0,4,0,0,0,0,0,0,44,5,7,4,46,4,0,0,47,0,0,2,0
12,1cb49278,776aa8ab,cff3d9bb,CB,25-238,90,70,68,2,2,0,20,2,0,0,0,0,0,54,5,11,8,57,4,0,0,59,0,3,0,1
13,33887998,776aa8ab,cff3d9bb,GK,29-278,90,30,22,8,0,0,2,0,0,0,0,0,0,19,1,10,1,24,0,0,5,23,0,2,0,0
0,c17bfb65,11ed382d,b2b47a98,"FW,AM",25-112,90,32,32,0,0,0,8,0,0,0,0,0,0,20,8,4,6,21,1,0,0,23,0,1,2,2
1,c596fcb0,11ed382d,b2b47a98,FW,29-280,90,14,14,0,0,0,6,0,0,0,0,0,0,7,7,0,1,7,3,0,0,8,0,0,0,1
2,2b16cb1a,11ed382d,b2b47a98,"LM,AM",24-267,89,23,22,1,0,1,4,0,2,0,0,0,0,16,4,3,3,18,1,1,0,17,0,0,1,1
3,de112b84,11ed382d,b2b47a98,AM,26-283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,862a1c15,11ed382d,b2b47a98,RM,27-297,84,23,23,0,0,0,3,0,0,0,0,0,0,18,3,2,19,1,3,0,0,18,0,0,0,2
5,f25b010f,11ed382d,b2b47a98,CB,32-286,6,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0
6,a3b03921,11ed382d,b2b47a98,DM,22-106,90,33,33,0,0,0,7,2,2,0,0,0,0,24,4,5,3,30,0,0,0,26,0,2,1,0
7,3727dd3c,11ed382d,b2b47a98,DM,29-280,90,53,39,14,3,0,2,7,2,10,4,5,0,23,8,22,8,43,1,0,0,38,0,0,0,0
8,efb9215a,11ed382d,b2b47a98,"LB,WB",23-313,90,42,36,6,0,0,2,0,1,0,0,0,0,25,5,12,26,5,5,6,0,27,0,4,4,0
9,450ab6fc,11ed382d,b2b47a98,CB,28-023,90,36,36,0,0,0,8,0,0,0,0,0,0,14,8,14,6,18,7,0,0,25,0,0,0,0
10,c8aa95da,11ed382d,b2b47a98,CB,29-349,90,30,26,4,4,0,8,5,0,0,0,0,0,8,7,15,1,25,4,0,0,11,0,1,3,1
11,758dd7f0,11ed382d,b2b47a98,"RB,WB",27-213,90,37,26,11,0,0,6,0,2,0,0,0,0,14,17,6,2,22,0,11,2,26,0,1,1,3
12,3a949a25,11ed382d,b2b47a98,GK,32-323,90,34,18,16,3,0,4,1,0,0,0,0,0,6,1,27,1,32,0,0,0,20,0,0,0,0
0,beb391dd,11ed382d,943e8050,FW,25-068,31,5,5,0,0,0,2,0,0,0,0,0,0,1,2,2,2,1,1,0,0,1,0,0,0,0
1,0d4ceb32,11ed382d,943e8050,FW,29-217,59,7,7,0,0,0,2,0,0,0,0,0,0,4,1,2,0,3,1,0,2,4,0,0,1,0
2,4e9a0555,11ed382d,943e8050,FW,29-362,90,26,25,1,0,0,11,0,0,0,0,0,0,11,5,10,2,11,3,0,2,20,0,1,0,2
3,fc15fb84,11ed382d,943e8050,LM,22-012,90,32,29,3,2,0,5,4,3,0,0,0,0,23,2,7,29,1,0,1,1,23,0,2,1,1
4,f72293fc,11ed382d,943e8050,RM,31-038,79,29,29,0,0,0,6,1,2,0,0,0,0,14,4,11,20,4,3,0,0,21,0,2,0,0
5,4ab53cdb,11ed382d,943e8050,RM,32-128,11,3,3,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0
6,47369df8,11ed382d,943e8050,DM,25-350,90,40,39,1,0,0,5,1,1,0,0,0,0,21,3,16,3,31,3,1,0,28,0,0,0,0
7,495945ef,11ed382d,943e8050,DM,31-247,90,57,51,6,2,0,3,6,1,3,3,0,0,31,9,17,4,51,1,0,0,44,1,1,3,2
8,cc2d7ad5,11ed382d,943e8050,LB,28-077,90,48,35,13,1,0,6,1,1,0,0,0,0,15,15,18,27,3,4,12,0,33,0,1,1,1
9,15ea812b,11ed382d,943e8050,CB,29-015,90,49,49,0,0,0,10,4,0,0,0,0,0,26,5,18,6,29,5,0,0,35,0,3,1,1
