,player_id,match_id,team_id,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked
7,1137759d,866cfb1f,cd051869,WB,24-256,71,26,23,3,0,0,6,1,2,0,0,0,0,14,4,8,3,20,0,3,0,16,0,0,1,3
8,f7b1d4e0,866cfb1f,cd051869,WB,28-040,19,16,14,2,0,0,0,0,1,0,0,0,0,7,4,5,1,13,0,2,0,12,0,0,0,1
9,e541326e,866cfb1f,cd051869,CB,28-140,90,32,23,9,4,0,6,0,3,0,0,0,0,13,7,12,13,7,5,4,0,25,0,1,0,0
10,172e52d8,866cfb1f,cd051869,CB,30-245,90,52,52,0,0,0,4,0,0,0,0,0,0,32,9,11,4,40,5,0,0,44,0,0,0,0
11,0db5d2c8,866cfb1f,cd051869,CB,31-176,90,72,53,19,0,0,5,1,3,1,0,0,0,36,15,21,4,41,7,18,0,57,0,0,2,2
12,98ea5115,866cfb1f,cd051869,GK,26-031,90,51,45,6,2,0,6,2,0,0,0,0,0,24,2,25,3,37,0,0,8,39,0,1,0,0
0,5eae500a,866cfb1f,cff3d9bb,FW,28-156,75,10,10,0,0,0,4,0,1,0,0,0,0,6,1,3,8,0,1,0,0,7,0,0,2,0
1,fed7cb61,866cfb1f,cff3d9bb,FW,22-127,15,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0
2,49fe9070,866cfb1f,cff3d9bb,FW,25-224,90,38,37,1,0,0,7,0,2,0,0,0,0,30,6,2,2,34,2,0,0,27,1,1,1,4
3,79c0821a,866cfb1f,cff3d9bb,CM,27-163,64,45,43,2,2,0,3,2,1,0,0,0,0,38,4,3,1,44,0,0,0,35,0,0,3,1
4,9674002f,866cfb1f,cff3d9bb,CM,22-279,26,15,14,1,1,0,1,0,0,0,0,0,0,12,0,3,1,13,1,0,0,11,0,0,0,2
5,b9fbae28,866cfb1f,cff3d9bb,CM,30-201,90,66,66,0,0,0,10,0,0,0,0,0,0,51,11,4,6,58,2,0,0,55,1,1,2,1
6,e97fd090,866cfb1f,cff3d9bb,DM,25-266,90,68,68,0,0,0,3,2,0,0,0,0,0,55,6,7,3,61,3,0,0,61,0,0,2,0
7,d2424d1b,866cfb1f,cff3d9bb,WB,24-299,90,60,48,12,1,0,6,1,2,5,5,0,0,31,2,27,42,7,5,6,0,37,1,1,1,1
8,53cad200,866cfb1f,cff3d9bb,WB,32-049,88,50,46,4,1,0,2,0,2,0,0,0,0,38,3,9,4,42,0,3,0,44,1,1,0,2
9,1265a93a,866cfb1f,cff3d9bb,WB,21-312,2,4,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,3,0,0,1,0
10,4315f30d,866cfb1f,cff3d9bb,CB,22-266,90,65,61,4,4,0,6,0,0,0,0,0,0,55,4,6,58,6,1,0,0,58,0,0,1,0
11,1cb49278,866cfb1f,cff3d9bb,CB,25-189,90,73,73,0,0,0,6,0,0,0,0,0,0,59,6,8,5,63,2,0,0,70,0,0,2,0
12,5515376c,866cfb1f,cff3d9bb,CB,22-103,90,53,52,1,1,0,3,0,0,0,0,0,0,41,6,6,6,42,5,0,0,47,0,0,0,1
13,33887998,866cfb1f,cff3d9bb,GK,29-229,90,25,22,3,2,0,4,1,0,0,0,0,0,9,4,12,0,20,0,0,4,15,0,2,0,0
0,b318a643,15871600,d3fd31cc,FW,32-031,90,25,24,1,0,0,5,0,0,0,0,0,0,14,6,5,5,12,3,0,1,16,0,1,1,2
1,4468ec10,15871600,d3fd31cc,AM,25-111,90,31,26,5,0,0,1,5,2,5,1,4,0,17,2,12,6,23,2,0,0,23,0,0,3,1
2,6ca5ec4b,15871600,d3fd31cc,LM,25-167,78,24,24,0,0,0,1,1,2,0,0,0,0,18,2,4,3,20,1,0,0,15,0,1,3,0
3,2bd83368,15871600,d3fd31cc,LM,20-235,12,6,6,0,0,0,0,0,0,0,0,0,0,4,1,1,1,5,0,0,0,4,0,0,1,0
4,b28bbd58,15871600,d3fd31cc,RM,30-093,90,35,32,3,1,0,1,3,9,2,0,1,0,14,5,16,21,13,1,0,0,20,0,1,1,6
5,cc700722,15871600,d3fd31cc,DM,30-282,90,42,41,1,0,0,2,1,1,0,0,0,0,30,5,7,3,39,0,0,0,28,0,2,3,4
6,02b29014,15871600,d3fd31cc,DM,28-289,90,34,33,1,1,0,3,1,1,0,0,0,0,19,6,9,3,23,5,0,0,29,0,0,0,0
7,1b84dbe1,15871600,d3fd31cc,LB,28-089,90,40,35,5,0,0,3,0,3,0,0,0,0,24,3,13,31,3,1,5,0,35,0,0,0,2
8,c5b7c315,15871600,d3fd31cc,CB,28-279,90,26,26,0,0,0,4,1,0,0,0,0,0,11,6,9,6,13,3,0,0,17,0,2,1,1
9,9f7c837d,15871600,d3fd31cc,CB,23-275,90,29,28,1,1,0,1,2,0,0,0,0,0,18,0,11,1,26,1,0,0,22,0,2,0,0
10,0420d84f,15871600,d3fd31cc,RB,33-006,90,41,28,13,0,0,1,0,1,0,0,0,0,19,9,13,6,21,1,13,0,31,0,2,2,1
11,4806ec67,15871600,d3fd31cc,GK,27-224,90,35,22,13,2,0,0,3,0,0,0,0,0,13,2,20,18,7,0,0,6,22,0,2,0,0
0,ac05f970,15871600,7c21e445,FW,31-203,90,25,25,0,0,0,11,0,1,0,0,0,0,15,5,5,4,19,0,0,0,17,0,0,1,2
1,82927de4,15871600,7c21e445,"LW,DM",25-237,90,48,45,3,0,0,5,1,2,3,2,0,0,34,7,7,9,36,1,0,1,34,1,2,1,3
2,79c84d1c,15871600,7c21e445,"RW,AM",24-301,89,37,33,4,0,0,9,2,2,4,4,0,0,24,5,8,30,7,0,0,0,28,0,0,2,0
3,849c826a,15871600,7c21e445,AM,31-359,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4,5a04fd92,15871600,7c21e445,AM,26-068,86,37,36,1,0,0,4,1,1,0,0,0,0,28,3,6,1,35,1,0,0,29,0,3,0,1
5,26f6dca8,15871600,7c21e445,AM,28-244,4,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,4,0,0,0,0
6,1c7012b8,15871600,7c21e445,DM,22-276,90,78,78,0,0,0,14,1,0,0,0,0,0,59,11,8,12,56,5,0,0,70,0,0,0,1
7,6613c819,15871600,7c21e445,DM,26-232,78,47,47,0,0,0,5,3,2,0,0,0,0,34,7,6,10,34,1,0,0,43,0,0,1,0
8,3e9e06cb,15871600,7c21e445,CB,31-164,12,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,1,4,0,0,0,4,0,0,0,0
9,4f974391,15871600,7c21e445,"LB,WB",31-306,90,108,89,19,1,0,14,2,5,2,0,2,0,56,24,28,80,4,3,16,1,81,0,3,5,5
10,74b2cd7e,15871600,7c21e445,CB,33-147,90,51,51,0,0,0,3,0,0,0,0,0,0,43,3,5,26,25,0,0,0,48,0,2,0,0
11,ce4246f5,15871600,7c21e445,CB,26-355,90,47,46,1,1,0,0,1,0,0,0,0,0,42,5,0,13,31,2,0,1,47,0,0,0,0
12,9319781b,15871600,7c21e445,"RB,WB",21-266,90,71,62,9,1,0,6,3,2,0,0,0,0,43,13,15,6,53,1,8,1,52,0,2,3,4
13,9328b835,15871600,7c21e445,GK,36-182,90,28,15,13,0,0,0,0,0,0,0,0,0,13,2,13,1,22,0,0,4,21,0,0,0,0
0,c596fcb0,4bd69343,b2b47a98,FW,29-232,76,10,7,3,0,0,1,0,1,0,0,0,0,5,3,2,0,8,2,0,0,6,0,1,0,1
1,d56543a0,4bd69343,b2b47a98,CM,27-235,14,7,7,0,0,0,1,0,0,0,0,0,0,6,0,1,3,3,1,0,0,7,0,0,0,0
2,c17bfb65,4bd69343,b2b47a98,LM,25-064,90,41,40,1,0,0,13,1,0,0,0,0,0,29,7,5,9,23,3,1,3,31,0,0,3,0
3,a2b105e0,4bd69343,b2b47a98,CM,23-352,59,23,23,0,0,0,7,0,0,0,0,0,0,22,0,1,6,17,0,0,0,22,0,0,0,0
4,3727dd3c,4bd69343,b2b47a98,DM,29-232,23,11,10,1,0,0,3,1,1,0,0,0,0,5,1,5,1,9,0,1,0,9,0,0,0,0
5,a3b03921,4bd69343,b2b47a98,CM,22-058,76,27,26,1,0,0,5,2,0,0,0,0,0,19,5,3,5,20,1,1,0,24,0,0,1,0
6,de112b84,4bd69343,b2b47a98,RM,26-235,14,7,6,1,1,0,1,0,1,0,0,0,0,5,0,2,1,6,0,0,0,5,0,0,1,0
7,2b16cb1a,4bd69343,b2b47a98,"RM,FW",24-219,90,27,26,1,0,0,4,1,1,0,0,0,0,22,4,1,5,20,1,1,0,14,0,1,3,6
8,c951a6df,4bd69343,b2b47a98,"DM,CM",26-209,90,23,22,1,0,0,2,0,1,0,0,0,0,17,1,5,2,19,1,0,0,19,0,0,1,0
9,71ef519e,4bd69343,b2b47a98,LB,32-037,90,59,45,14,2,0,5,1,3,2,0,2,0,34,11,14,42,5,2,10,0,45,0,3,2,2
10,2b91cf8e,4bd69343,b2b47a98,CB,32-021,90,35,35,0,0,0,3,0,0,0,0,0,0,24,6,5,24,6,3,0,0,32,0,0,1,0
11,450ab6fc,4bd69343,b2b47a98,CB,27-340,90,44,44,0,0,0,3,3,0,0,0,0,0,25,3,16,3,37,3,0,0,34,0,1,1,0
12,758dd7f0,4bd69343,b2b47a98,RB,27-165,90,25,20,5,0,0,2,0,1,0,0,0,0,14,6,5,1,17,1,5,0,22,0,1,0,0
13,cde3309f,4bd69343,b2b47a98,GK,31-009,90,32,25,7,2,0,0,1,0,0,0,0,0,12,2,18,2,22,0,0,5,22,0,0,1,0
0,21a66f6a,4bd69343,361ca564,FW,28-081,90,25,25,0,0,0,2,3,0,0,0,0,0,14,7,4,2,20,2,0,0,23,0,0,1,0
1,92e7e919,4bd69343,361ca564,LW,29-101,90,50,40,10,1,0,4,4,1,9,6,3,0,31,7,12,6,42,1,0,0,38,0,1,1,0
2,2b622f01,4bd69343,361ca564,RW,29-065,90,48,47,1,1,0,10,1,2,0,0,0,0,37,7,4,6,39,1,0,0,38,1,1,2,1
3,5cdddffa,4bd69343,361ca564,AM,24-293,90,70,66,4,1,0,5,0,1,0,0,0,0,67,2,1,3,66,1,0,0,62,0,1,1,2
4,6250083a,4bd69343,361ca564,DM,21-031,90,74,73,1,1,0,4,0,0,0,0,0,0,66,4,4,1,71,0,0,0,71,0,0,1,0
5,8b04d6c1,4bd69343,361ca564,DM,26-073,90,98,97,1,1,1,6,0,0,0,0,0,0,85,6,7,17,79,2,0,0,93,0,1,1,2
6,3353737a,4bd69343,361ca564,LB,24-305,90,69,63,6,2,0,6,1,1,0,0,0,0,51,8,10,59,3,2,4,0,59,0,0,1,1
7,ac861941,4bd69343,361ca564,CB,27-275,90,61,60,1,0,0,4,2,0,0,0,0,0,44,6,11,5,51,2,1,0,54,0,1,1,1
8,a3d94a58,4bd69343,361ca564,CB,23-173,90,59,56,3,3,0,7,1,0,0,0,0,0,39,8,12,2,52,2,0,0,47,0,2,0,1
9,df8b52a5,4bd69343,361ca564,RB,22-276,90,58,46,12,2,0,8,2,4,0,0,0,0,26,13,19,3,40,4,10,0,33,0,1,0,4
10,8f62b6ee,4bd69343,361ca564,GK,34-295,90,29,18,11,0,0,0,0,0,0,0,0,0,19,2,8,13,8,0,0,7,24,0,0,1,0
0,d5dd5f1f,0f3a1892,18bb7c10,FW,32-122,90,16,15,1,0,1,7,1,1,0,0,0,0,9,3,4,2,12,0,0,0,12,0,0,2,0
1,bc7dc64d,0f3a1892,18bb7c10,LM,20-043,45,15,15,0,0,0,3,0,1,0,0,0,0,12,2,1,11,4,0,0,0,11,0,1,1,1
2,1b4f1169,0f3a1892,18bb7c10,"DM,CM",21-361,45,45,45,0,0,0,9,2,0,0,0,0,0,38,3,4,5,38,2,0,0,44,0,0,0,0
3,79300479,0f3a1892,18bb7c10,"CM,AM",22-305,66,43,38,5,0,0,10,2,1,2,0,2,0,32,8,3,37,3,1,1,0,38,0,0,0,2
4,9dbb75ca,0f3a1892,18bb7c10,"AM,FW",30-143,24,11,11,0,0,0,5,0,1,0,0,0,0,7,0,4,1,8,1,0,0,8,0,0,1,0
5,17695062,0f3a1892,18bb7c10,"CM,LW",21-082,90,46,45,1,0,0,7,1,1,0,0,0,0,37,5,4,4,38,2,1,0,42,0,0,0,0
6,57e3f0c7,0f3a1892,18bb7c10,"RM,RW",26-142,90,47,42,5,0,0,8,0,3,4,1,3,0,33,4,10,42,2,0,1,1,37,0,0,1,2
7,529f49ab,0f3a1892,18bb7c10,DM,28-127,80,48,48,0,0,0,7,3,0,0,0,0,0,37,7,4,4,44,0,0,0,42,0,0,0,3
8,48a5a5d6,0f3a1892,18bb7c10,LM,20-122,10,7,7,0,0,0,2,0,0,0,0,0,0,4,2,1,0,7,0,0,0,5,0,1,1,0
9,fce2302c,0f3a1892,18bb7c10,LB,24-135,90,65,59,6,0,0,6,1,1,0,0,0,0,53,8,4,51,8,0,6,0,58,0,0,1,4
10,67ac5bb8,0f3a1892,18bb7c10,CB,23-303,90,81,80,1,0,0,4,1,0,0,0,0,0,66,3,12,69,7,3,0,1,73,0,1,0,0
11,35e413f1,0f3a1892,18bb7c10,CB,24-010,90,61,58,3,2,0,6,1,1,0,0,0,0,49,5,7,3,55,2,1,0,53,0,1,3,0
12,b3af9be1,0f3a1892,18bb7c10,RB,22-347,90,76,59,17,2,0,9,0,0,0,0,0,0,47,18,11,13,44,3,15,0,64,0,0,0,2
13,466fb2c5,0f3a1892,18bb7c10,GK,23-157,90,27,21,6,2,0,3,1,0,0,0,0,0,12,1,14,1,19,0,1,5,21,0,0,0,0
0,ab070c55,0f3a1892,47c64c55,FW,30-319,90,22,21,1,0,0,8,1,0,0,0,0,0,9,3,10,2,9,5,0,1,14,1,1,1,0
1,0562b7f1,0f3a1892,47c64c55,LW,23-275,81,28,27,1,0,0,11,0,1,0,0,0,0,22,4,2,3,19,1,1,1,22,0,1,1,0
2,e7ca0439,0f3a1892,47c64c55,CB,32-203,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,da052c14,0f3a1892,47c64c55,RW,30-037,70,29,28,1,0,0,3,2,2,0,0,0,0,23,2,4,0,26,1,1,0,25,0,1,0,1
4,c4486bac,0f3a1892,47c64c55,"AM,RW",19-310,20,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,3,0,0,0,0
5,c2731c10,0f3a1892,47c64c55,AM,21-254,90,27,26,1,0,0,5,1,0,0,0,0,0,20,1,6,3,22,0,0,0,20,0,1,2,0
6,cee31595,0f3a1892,47c64c55,DM,34-011,90,55,52,3,2,0,6,1,0,0,0,0,0,47,4,4,9,43,2,0,0,51,0,1,0,2
7,2ce2508a,0f3a1892,47c64c55,DM,30-194,66,47,42,5,2,0,4,5,2,3,1,2,0,37,1,9,6,40,1,0,0,36,0,1,1,1
8,8d3c902d,0f3a1892,47c64c55,DM,31-301,24,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,1,3,0,0,0,4,0,0,0,0
9,5cbd1eb0,0f3a1892,47c64c55,"LB,WB",22-047,90,56,44,12,1,0,7,0,2,0,0,0,0,30,10,16,39,2,1,11,0,41,2,2,4,4
10,d0706b27,0f3a1892,47c64c55,CB,21-097,90,72,72,0,0,0,10,2,0,0,0,0,0,62,2,8,17,53,0,0,0,65,0,0,1,0
11,e34fc66d,0f3a1892,47c64c55,CB,25-140,90,65,65,0,0,0,8,1,0,0,0,0,0,47,3,15,5,55,3,0,0,59,0,1,0,0
12,8a7ff278,0f3a1892,47c64c55,"RB,WB",31-354,90,45,39,6,1,0,6,0,0,0,0,0,0,35,7,3,1,37,2,5,0,43,0,0,1,0
13,ab13a5aa,0f3a1892,47c64c55,GK,34-281,90,37,31,6,1,0,6,1,0,0,0,0,0,21,2,14,2,27,0,0,6,34,0,1,0,0
0,d5dd5f1f,ac95a75a,18bb7c10,FW,32-126,89,22,21,1,0,0,8,0,0,0,0,0,0,15,5,2,7,13,1,0,0,15,0,0,0,5
1,48a5a5d6,ac95a75a,18bb7c10,FW,20-126,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,17695062,ac95a75a,18bb7c10,LW,21-086,90,54,51,3,0,0,4,1,0,3,3,0,0,47,3,4,5,48,0,0,1,47,0,0,1,0
3,bc7dc64d,ac95a75a,18bb7c10,RW,20-047,90,45,38,7,3,0,6,2,1,4,4,0,0,29,5,11,33,11,1,0,0,29,0,1,6,2
4,9dbb75ca,ac95a75a,18bb7c10,AM,30-147,67,34,33,1,0,0,6,0,0,0,0,0,0,21,7,6,4,28,1,0,0,25,0,0,2,0
5,79300479,ac95a75a,18bb7c10,AM,22-309,23,22,22,0,0,0,2,0,0,0,0,0,0,18,2,2,20,0,1,0,0,19,0,0,1,0
6,1b4f1169,ac95a75a,18bb7c10,DM,22-000,72,44,43,1,1,1,8,0,1,0,0,0,0,39,1,4,13,30,1,0,0,38,0,1,1,1
7,e3a5814e,ac95a75a,18bb7c10,DM,24-054,18,8,8,0,0,0,1,0,0,0,0,0,0,4,2,2,1,5,1,0,0,4,0,0,1,1
8,529f49ab,ac95a75a,18bb7c10,DM,28-131,90,52,51,1,1,0,10,0,0,0,0,0,0,44,1,7,2,46,2,0,0,42,1,2,0,0
9,a65c844b,ac95a75a,18bb7c10,LB,21-269,90,51,45,6,0,0,5,3,5,0,0,0,0,33,10,8,35,6,2,6,0,43,0,0,1,1
10,67ac5bb8,ac95a75a,18bb7c10,CB,23-307,90,42,40,2,1,0,8,0,0,0,0,0,0,36,2,4,38,3,0,0,0,38,0,0,0,0
11,35e413f1,ac95a75a,18bb7c10,CB,24-014,90,36,36,0,0,0,4,1,0,0,0,0,0,27,3,6,9,25,2,0,0,34,0,1,0,1
12,b3af9be1,ac95a75a,18bb7c10,RB,22-351,90,54,46,8,0,0,9,1,0,0,0,0,0,29,9,16,8,35,1,8,0,42,0,0,2,2
13,466fb2c5,ac95a75a,18bb7c10,GK,23-161,90,27,21,6,2,0,6,0,0,0,0,0,0,13,4,10,0,22,0,0,5,20,0,1,0,0
0,aed3a70f,ac95a75a,8602292d,"FW,LW",25-296,90,23,23,0,0,1,7,0,2,0,0,0,0,18,4,1,5,15,1,0,1,18,0,0,2,1
1,07802f7f,ac95a75a,8602292d,FW,29-091,76,15,15,0,0,0,4,1,1,0,0,0,0,8,3,4,3,8,1,0,1,9,0,1,0,1
2,ffa90327,ac95a75a,8602292d,LW,26-172,14,3,3,0,0,0,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0
3,66b76d44,ac95a75a,8602292d,AM,24-301,67,31,27,4,0,1,9,0,2,0,0,0,0,23,3,5,4,25,0,0,0,23,0,0,1,3
4,1544f145,ac95a75a,8602292d,AM,20-147,23,6,6,0,0,0,0,0,0,0,0,0,0,4,2,0,1,5,0,0,0,5,0,0,1,0
5,6f7d826d,ac95a75a,8602292d,DM,23-166,90,39,37,2,1,0,4,1,0,1,1,0,0,30,5,4,2,35,2,0,0,32,0,1,2,2
6,90f91999,ac95a75a,8602292d,DM,27-004,90,43,37,6,4,0,5,2,1,1,1,0,0,26,5,12,34,8,0,1,0,32,0,1,1,1
7,e514ab62,ac95a75a,8602292d,"LB,WB",26-034,90,42,32,10,2,0,3,1,2,2,0,1,0,25,6,11,27,7,1,6,0,35,0,0,0,1
8,2389cdc2,ac95a75a,8602292d,"RB,WB",24-076,90,46,34,12,2,0,6,3,2,0,0,0,0,22,9,15,1,30,4,10,0,33,0,0,0,1
9,8397a50c,ac95a75a,8602292d,CB,28-223,90,48,45,3,1,0,7,0,0,0,0,0,0,31,5,12,34,7,2,1,0,37,0,1,1,1
10,2baec6ce,ac95a75a,8602292d,CB,23-342,45,19,19,0,0,0,2,1,0,0,0,0,0,15,1,3,0,17,2,0,0,16,0,0,0,0
11,3a233281,ac95a75a,8602292d,RW,24-074,45,14,14,0,0,0,2,1,1,0,0,0,0,8,2,4,9,4,0,0,0,10,0,0,0,0
12,0313a347,ac95a75a,8602292d,CB,23-364,90,49,47,2,1,0,6,2,0,0,0,0,0,36,5,8,4,39,1,1,0,41,0,1,2,0
13,7956236f,ac95a75a,8602292d,GK,29-050,90,40,27,13,6,0,2,0,0,0,0,0,0,25,2,13,7,27,0,0,4,34,0,0,0,0
0,fed7cb61,a6ff9cf9,cff3d9bb,FW,22-134,69,28,27,1,0,0,7,0,1,0,0,0,0,26,2,0,24,3,0,0,0,24,0,0,0,1
1,3a24769f,a6ff9cf9,cff3d9bb,AM,27-322,21,10,10,0,0,0,4,0,0,0,0,0,0,10,0,0,0,10,0,0,0,9,0,0,0,1
2,15f3ec41,a6ff9cf9,cff3d9bb,AM,20-350,69,29,29,0,0,0,7,0,1,0,0,0,0,19,7,3,4,24,1,0,0,23,0,0,1,1
3,6622454d,a6ff9cf9,cff3d9bb,AM,28-218,21,7,7,0,0,1,1,0,0,0,0,0,0,5,1,1,4,3,0,0,0,5,0,1,1,0
4,9674002f,a6ff9cf9,cff3d9bb,"AM,FW",22-286,90,42,40,2,1,1,7,0,2,1,0,0,0,35,6,1,6,36,0,0,0,35,1,0,1,0
5,79c0821a,a6ff9cf9,cff3d9bb,DM,27-170,90,87,84,3,3,2,10,3,1,0,0,0,0,77,5,5,5,81,0,0,1,82,0,0,1,0
6,45db685d,a6ff9cf9,cff3d9bb,DM,29-307,63,76,74,2,2,0,10,0,0,0,0,0,0,62,6,8,8,67,1,0,0,66,0,2,1,0
7,e97fd090,a6ff9cf9,cff3d9bb,DM,25-273,27,20,20,0,0,0,6,0,0,0,0,0,0,17,2,1,0,18,0,0,0,18,0,0,1,0
8,d2424d1b,a6ff9cf9,cff3d9bb,WB,24-306,90,47,38,9,1,0,9,1,2,4,2,0,0,29,8,10,36,4,1,4,0,35,0,0,1,2
9,1265a93a,a6ff9cf9,cff3d9bb,WB,21-319,90,64,51,13,2,0,8,0,0,0,0,0,0,47,12,5,4,49,0,11,0,60,0,0,2,1
10,18b896d6,a6ff9cf9,cff3d9bb,CB,28-234,90,63,62,1,1,0,6,2,1,0,0,0,0,55,5,3,19,42,1,0,1,61,0,0,0,0
11,86e7deaf,a6ff9cf9,cff3d9bb,CB,37-031,90,90,88,2,2,0,9,2,0,0,0,0,0,69,16,5,3,81,3,0,0,85,0,0,2,1
12,5515376c,a6ff9cf9,cff3d9bb,CB,22-110,90,60,58,2,2,0,4,0,0,0,0,0,0,54,5,1,4,52,3,0,0,57,0,0,1,0
13,33887998,a6ff9cf9,cff3d9bb,GK,29-236,90,25,19,6,0,0,1,0,0,0,0,0,0,21,0,4,5,18,0,0,2,23,0,0,0,0
0,0745b37d,a6ff9cf9,1c781004,FW,31-208,90,18,12,6,0,0,4,0,0,0,0,0,0,13,4,1,0,17,1,0,0,13,0,0,0,0
1,a8d4428b,a6ff9cf9,1c781004,FW,21-245,68,20,18,2,0,0,11,0,0,0,0,0,0,14,4,2,1,19,0,0,0,16,0,1,0,2
2,c393a6c4,a6ff9cf9,1c781004,CB,19-122,22,7,6,1,1,0,3,0,0,0,0,0,0,6,1,0,1,6,0,0,0,4,0,0,1,1
3,471f16b3,a6ff9cf9,1c781004,"CM,DM",29-288,90,36,36,0,0,0,9,0,0,0,0,0,0,27,4,5,25,9,0,0,0,33,0,0,1,0
4,f5044e54,a6ff9cf9,1c781004,CM,28-151,45,21,20,1,1,0,8,0,1,0,0,0,0,14,4,3,1,19,1,0,0,17,0,0,0,1
5,6c6a3300,a6ff9cf9,1c781004,"CM,FW",25-117,45,8,8,0,0,0,1,1,0,0,0,0,0,5,1,2,1,6,1,0,0,5,0,0,2,0
6,8996350d,a6ff9cf9,1c781004,DM,25-148,90,33,31,2,1,0,9,5,0,0,0,0,0,19,4,10,2,30,0,1,0,23,0,2,3,0
7,112c495e,a6ff9cf9,1c781004,WB,26-006,45,19,16,3,0,0,10,0,1,0,0,0,0,11,7,1,15,1,0,3,0,14,0,0,1,3
8,5e74d6c8,a6ff9cf9,1c781004,WB,21-050,45,13,11,2,0,0,5,0,0,0,0,0,0,9,3,1,1,9,1,2,0,13,0,0,0,0
9,774cf58b,a6ff9cf9,1c781004,WB,21-292,90,31,22,9,0,0,8,1,0,0,0,0,0,16,11,4,1,20,0,9,0,22,0,0,4,2
10,bcfb0142,a6ff9cf9,1c781004,"CB,CM",28-281,64,42,40,2,2,0,17,1,0,0,0,0,0,29,5,8,38,3,1,0,0,33,0,1,0,1
11,e9254eec,a6ff9cf9,1c781004,CB,29-337,90,37,33,4,4,0,5,0,0,0,0,0,0,29,5,3,3,31,3,0,0,33,0,0,0,1
12,2d61d13a,a6ff9cf9,1c781004,CB,21-212,90,44,42,2,2,0,17,0,0,0,0,0,0,35,3,6,5,36,1,0,0,36,0,0,2,2
13,f23f9d20,a6ff9cf9,1c781004,GK,33-203,90,51,37,14,4,0,6,1,0,0,0,0,0,29,2,20,33,5,0,0,13,39,0,1,1,0
0,1fb1c435,49b3afe3,5bfb9659,"FW,AM",30-231,90,37,31,6,1,1,7,5,4,4,1,3,0,22,4,11,35,1,0,0,1,26,0,0,4,2
1,c931d9f9,49b3afe3,5bfb9659,"LM,AM",23-347,90,19,19,0,0,0,5,0,2,0,0,0,0,14,2,3,1,17,1,0,0,14,0,0,2,1
2,aa849a12,49b3afe3,5bfb9659,LM,24-337,45,25,24,1,0,0,4,0,0,0,0,0,0,16,4,5,16,8,0,1,0,18,0,0,3,2
3,6c17e046,49b3afe3,5bfb9659,"DM,FW",22-284,45,18,16,2,1,0,3,1,0,0,0,0,0,10,3,5,1,16,1,0,0,11,0,2,2,2
4,282679b4,49b3afe3,5bfb9659,CM,31-132,61,32,32,0,0,0,2,1,1,0,0,0,0,24,5,3,1,26,3,0,2,23,0,2,1,0
5,01962d0d,49b3afe3,5bfb9659,FW,19-172,29,4,4,0,0,0,2,0,0,0,0,0,0,2,2,0,3,0,0,0,0,4,0,0,0,0
6,f4d296e4,49b3afe3,5bfb9659,"CM,DM",22-073,90,42,42,0,0,0,5,2,0,0,0,0,0,30,6,6,29,12,1,0,0,39,0,0,1,0
7,3423f250,49b3afe3,5bfb9659,RM,24-313,53,38,35,3,1,0,3,1,1,2,2,0,0,20,6,12,34,4,0,0,0,27,0,0,1,2
8,df04eb4b,49b3afe3,5bfb9659,RM,19-358,37,20,20,0,0,0,1,0,3,0,0,0,0,17,1,2,2,18,0,0,0,15,0,0,1,0
9,67ca8566,49b3afe3,5bfb9659,LB,30-187,90,60,50,10,5,1,8,3,2,0,0,0,0,41,9,10,14,40,1,5,0,51,1,0,1,1
10,dc64b8b3,49b3afe3,5bfb9659,CB,30-054,90,67,65,2,2,0,5,2,1,0,0,0,0,58,2,7,56,6,2,0,0,63,0,1,0,0
11,bba30585,49b3afe3,5bfb9659,CB,28-068,90,82,80,2,2,1,5,6,0,0,0,0,0,61,6,15,24,51,5,0,2,69,0,2,4,3
12,8d03ca5a,49b3afe3,5bfb9659,RB,22-015,90,62,53,9,1,0,7,0,0,0,0,0,0,47,13,2,10,41,1,8,0,55,0,0,3,2
13,6b625ac2,49b3afe3,5bfb9659,GK,21-235,90,26,21,5,1,0,2,0,0,0,0,0,0,19,2,5,18,3,0,0,5,23,0,0,1,0
0,b561db50,49b3afe3,8cec06e1,FW,30-171,90,35,33,2,0,0,14,0,0,0,0,0,0,14,16,5,1,27,2,0,1,18,0,1,3,5
