,player_id,match_id,team_id,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors
0,0745b37d,c52500ad,1c781004,FW,31-138,76,0,0,0,0,0,0,0,,0,8,2,25.0,2,2,4,0,0,0,0,1,1,0,0
1,291e3ec3,c52500ad,1c781004,FW,20-156,14,0,0,0,0,0,0,1,0.0,1,5,0,0.0,0,3,2,1,1,0,0,0,0,0,0
2,6c6a3300,c52500ad,1c781004,"RM,LW",25-047,76,0,0,0,0,0,0,0,,0,9,2,22.2,5,1,3,2,0,0,2,1,1,0,0
3,a8d4428b,c52500ad,1c781004,RM,21-175,14,0,0,0,0,0,0,0,,0,6,2,33.3,3,2,1,1,0,0,1,2,2,1,0
4,f63d8a4b,c52500ad,1c781004,"LM,RW",23-168,85,5,5,4,1,0,3,4,75.0,1,18,6,33.3,9,5,4,0,0,0,0,2,7,1,0
5,2f6ec02a,c52500ad,1c781004,LM,23-308,5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
6,3faa1780,c52500ad,1c781004,CM,30-218,90,3,2,2,1,0,2,4,50.0,2,14,5,35.7,7,5,2,1,0,0,1,0,3,1,0
7,f5044e54,c52500ad,1c781004,CM,28-081,90,2,2,0,2,0,1,3,33.3,2,19,6,31.6,4,10,5,2,2,1,0,1,3,1,0
8,df10e27c,c52500ad,1c781004,"CM,DM",20-064,90,4,3,2,2,0,0,1,0.0,1,13,5,38.5,9,3,1,0,0,0,0,2,6,4,0
9,112c495e,c52500ad,1c781004,LB,25-301,90,3,2,2,1,0,3,4,75.0,1,11,5,45.5,6,2,3,3,0,0,3,6,9,3,0
10,bcfb0142,c52500ad,1c781004,CB,28-211,90,0,0,0,0,0,0,1,0.0,1,3,1,33.3,2,1,0,1,0,0,1,8,8,10,0
11,e9254eec,c52500ad,1c781004,CB,29-267,90,1,1,1,0,0,1,2,50.0,1,9,4,44.4,4,5,0,1,1,0,0,3,4,6,0
12,774cf58b,c52500ad,1c781004,RB,21-222,90,2,2,2,0,0,1,1,100.0,0,10,4,40.0,5,4,1,4,3,0,1,3,5,4,0
13,f23f9d20,c52500ad,1c781004,GK,33-133,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,178ae8f8,c52500ad,822bd0ba,FW,24-253,60,1,0,0,1,0,1,1,100.0,0,14,5,35.7,2,5,7,0,0,0,0,0,1,1,0
1,4c370d81,c52500ad,822bd0ba,FW,29-316,30,1,1,0,0,1,0,1,0.0,1,10,5,50.0,1,3,6,1,0,0,1,0,1,0,0
2,c691bfe2,c52500ad,822bd0ba,LW,29-126,90,2,0,0,1,1,0,1,0.0,1,19,5,26.3,4,6,9,0,0,0,0,0,2,1,0
3,e342ad68,c52500ad,822bd0ba,RW,29-060,90,0,0,0,0,0,0,1,0.0,1,24,5,20.8,2,5,17,0,0,0,0,0,0,0,0
4,f25c8e3a,c52500ad,822bd0ba,CM,26-185,82,4,4,0,2,2,2,4,50.0,2,33,8,24.2,7,16,10,0,0,0,0,0,4,0,0
5,c8387671,c52500ad,822bd0ba,CM,18-132,8,0,0,0,0,0,0,0,,0,6,2,33.3,1,3,2,0,0,0,0,0,0,0,0
6,38c7feef,c52500ad,822bd0ba,CM,27-364,60,2,1,1,1,0,0,1,0.0,1,19,2,10.5,4,14,1,0,0,0,0,3,5,0,0
7,7f3b388c,c52500ad,822bd0ba,CM,27-295,30,0,0,0,0,0,0,0,,0,6,0,0.0,2,3,1,1,0,0,1,0,0,0,0
8,2f90f6b8,c52500ad,822bd0ba,DM,35-222,90,3,0,1,2,0,2,4,50.0,2,14,6,42.9,1,9,4,2,1,0,1,1,4,1,0
9,f315ca93,c52500ad,822bd0ba,LB,25-094,90,3,1,2,0,1,2,4,50.0,2,16,2,12.5,3,6,7,1,0,0,1,2,5,3,0
10,e06683ca,c52500ad,822bd0ba,CB,30-037,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,0,5,0
11,b217ef29,c52500ad,822bd0ba,CB,30-006,90,0,0,0,0,0,0,0,,0,4,1,25.0,2,0,2,1,0,0,1,2,2,1,0
12,cd1acf9d,c52500ad,822bd0ba,RB,22-311,90,2,2,0,2,0,1,3,33.3,2,13,7,53.8,5,3,5,2,1,0,1,4,6,0,0
13,7a2e46a8,c52500ad,822bd0ba,GK,28-316,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,2b16cb1a,41091264,b2b47a98,FW,24-156,90,1,1,1,0,0,0,0,,0,5,4,80.0,3,1,1,1,0,0,1,0,1,0,0
1,c596fcb0,41091264,b2b47a98,FW,29-169,84,0,0,0,0,0,0,0,,0,17,6,35.3,4,6,7,1,1,0,0,0,0,0,0
2,c17bfb65,41091264,b2b47a98,FW,25-001,6,0,0,0,0,0,0,0,,0,2,1,50.0,0,0,2,0,0,0,0,0,0,0,0
3,862a1c15,41091264,b2b47a98,CM,27-186,90,1,1,0,1,0,0,1,0.0,1,23,5,21.7,9,10,4,3,1,1,2,1,2,0,0
4,c951a6df,41091264,b2b47a98,"CM,DM,CB",26-146,90,2,2,2,0,0,1,1,100.0,0,17,4,23.5,10,6,1,3,1,0,2,1,3,2,0
5,3727dd3c,41091264,b2b47a98,DM,29-169,69,3,2,1,0,2,0,2,0.0,2,13,3,23.1,8,2,3,0,0,0,0,0,3,0,0
6,d56543a0,41091264,b2b47a98,CM,27-172,21,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0
7,71ef519e,41091264,b2b47a98,WB,31-339,90,0,0,0,0,0,0,3,0.0,3,13,5,38.5,6,4,3,2,0,0,2,0,0,1,0
8,de112b84,41091264,b2b47a98,WB,26-172,90,2,2,1,1,0,1,1,100.0,0,19,5,26.3,6,10,3,4,0,0,4,2,4,0,0
9,2b91cf8e,41091264,b2b47a98,CB,31-323,90,2,2,2,0,0,1,2,50.0,1,7,2,28.6,6,1,0,2,1,0,1,0,2,6,0
10,f25b010f,41091264,b2b47a98,CB,32-175,90,0,0,0,0,0,0,1,0.0,1,7,2,28.6,4,1,2,4,3,0,1,2,2,9,0
11,77cf6852,41091264,b2b47a98,CB,27-013,83,1,0,1,0,0,1,1,100.0,0,13,4,30.8,8,5,0,0,0,0,0,0,1,3,0
12,a2b105e0,41091264,b2b47a98,DM,23-289,7,1,1,0,1,0,1,1,100.0,0,5,1,20.0,2,3,0,0,0,0,0,0,1,0,0
13,19e50035,41091264,b2b47a98,GK,24-164,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0,ac05f970,41091264,7c21e445,FW,31-140,89,0,0,0,0,0,0,0,,0,13,3,23.1,2,4,7,0,0,0,0,0,0,1,0
1,9319781b,41091264,7c21e445,RW,21-203,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2,82927de4,41091264,7c21e445,LW,25-174,90,2,1,1,0,1,0,6,0.0,6,27,5,18.5,13,5,9,2,0,0,2,4,6,0,0
3,79c84d1c,41091264,7c21e445,RW,24-238,89,2,1,1,1,0,0,0,,0,14,4,28.6,6,7,1,1,1,0,0,0,2,0,0
4,849c826a,41091264,7c21e445,"RW,FW",31-296,1,0,0,0,0,0,0,0,,0,2,2,100.0,1,1,0,0,0,0,0,0,0,0,0
5,5a04fd92,41091264,7c21e445,AM,26-005,87,1,1,0,1,0,0,1,0.0,1,10,1,10.0,1,8,1,0,0,0,0,0,1,1,0
6,c067631c,41091264,7c21e445,WB,28-309,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
7,6613c819,41091264,7c21e445,"DM,CM",26-169,90,4,3,2,1,1,1,3,33.3,2,17,7,41.2,5,10,2,1,1,0,0,0,4,4,0
8,1c7012b8,41091264,7c21e445,"DM,CM",22-213,90,1,1,0,1,0,0,0,,0,17,9,52.9,9,7,1,3,2,0,1,1,2,1,0
9,4f974391,41091264,7c21e445,"LB,CB",31-243,90,4,3,4,0,0,1,1,100.0,0,8,5,62.5,8,0,0,2,0,0,2,0,4,0,0
10,74b2cd7e,41091264,7c21e445,CB,33-084,90,2,1,2,0,0,1,1,100.0,0,5,2,40.0,4,1,0,0,0,0,0,1,3,3,0
11,3e9e06cb,41091264,7c21e445,CB,31-101,90,0,0,0,0,0,0,1,0.0,1,8,1,12.5,5,3,0,2,2,0,0,0,0,8,0
12,fdf3cb77,41091264,7c21e445,"RB,WB",28-358,90,2,1,1,1,0,0,1,0.0,1,11,2,18.2,7,4,0,0,0,0,0,1,3,4,0
13,9328b835,41091264,7c21e445,GK,36-119,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,92e7e919,ff51efc7,361ca564,FW,29-038,90,0,0,0,0,0,0,0,,0,8,3,37.5,0,7,1,1,0,0,1,0,0,0,0
1,a29b1131,ff51efc7,361ca564,LW,23-311,76,0,0,0,0,0,0,1,0.0,1,9,1,11.1,3,3,3,1,0,0,1,0,0,2,0
2,d7553721,ff51efc7,361ca564,LW,25-128,14,1,1,0,1,0,0,1,0.0,1,4,2,50.0,0,3,1,0,0,0,0,0,1,0,0
3,2b622f01,ff51efc7,361ca564,RW,29-002,90,2,0,1,1,0,0,1,0.0,1,13,1,7.7,4,7,2,0,0,0,0,2,4,3,0
4,cea4ee8f,ff51efc7,361ca564,CM,25-126,90,4,1,3,0,1,2,6,33.3,4,19,5,26.3,12,6,1,0,0,0,0,3,7,3,0
5,8b04d6c1,ff51efc7,361ca564,CM,26-010,89,5,4,2,3,0,2,4,50.0,2,18,7,38.9,9,8,1,3,0,0,3,3,8,0,0
6,a3d94a58,ff51efc7,361ca564,CM,23-110,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
7,6250083a,ff51efc7,361ca564,DM,20-333,90,2,1,2,0,0,1,3,33.3,2,26,5,19.2,17,6,3,5,2,0,3,3,5,1,0
8,3353737a,ff51efc7,361ca564,LB,24-242,90,0,0,0,0,0,0,0,,0,6,0,0.0,3,2,1,0,0,0,0,5,5,1,0
9,ac861941,ff51efc7,361ca564,CB,27-212,90,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,1,0,0,5,5,3,0
10,da7b447d,ff51efc7,361ca564,CB,25-064,90,3,2,2,1,0,2,2,100.0,0,11,7,63.6,6,4,1,3,2,0,1,0,3,6,0
11,e9971f2d,ff51efc7,361ca564,RB,22-137,82,4,4,3,1,0,0,0,,0,15,7,46.7,10,4,1,5,1,0,4,3,7,3,0
12,d557d734,ff51efc7,361ca564,RB,29-211,8,1,1,0,1,0,0,0,,0,2,0,0.0,1,1,0,1,0,0,1,0,1,0,0
13,8f62b6ee,ff51efc7,361ca564,GK,34-232,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,9e1035f8,ff51efc7,b8fd03ef,"FW,RW",21-167,90,1,1,0,1,0,0,1,0.0,1,6,3,50.0,2,1,3,2,0,0,2,0,1,0,0
1,b400bde0,ff51efc7,b8fd03ef,LW,26-250,69,1,0,0,0,1,0,0,,0,7,1,14.3,1,3,3,0,0,0,0,0,1,0,0
2,b66315ae,ff51efc7,b8fd03ef,"FW,LW",24-134,21,1,1,1,0,0,0,0,,0,3,2,66.7,2,1,0,0,0,0,0,0,1,0,0
3,892d5bb1,ff51efc7,b8fd03ef,RW,30-175,78,1,1,0,1,0,0,1,0.0,1,5,3,60.0,0,2,3,0,0,0,0,0,1,0,0
4,e46012d4,ff51efc7,b8fd03ef,CM,30-048,12,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
5,b0b4fd3e,ff51efc7,b8fd03ef,"CM,LW",25-339,90,1,1,0,1,0,1,2,50.0,1,7,7,100.0,1,3,3,0,0,0,0,1,2,0,0
6,819b3158,ff51efc7,b8fd03ef,CM,30-295,90,2,1,0,2,0,0,1,0.0,1,2,0,0.0,0,2,0,1,1,1,0,0,2,1,0
7,101da2b5,ff51efc7,b8fd03ef,DM,36-103,90,4,3,1,3,0,1,5,20.0,4,9,4,44.4,3,6,0,1,0,0,1,0,4,2,0
8,5271c8f1,ff51efc7,b8fd03ef,LB,27-029,78,3,1,1,1,1,2,4,50.0,2,12,2,16.7,3,8,1,0,0,0,0,0,3,3,0
9,51cf8561,ff51efc7,b8fd03ef,LB,24-243,12,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,1,1,1,0
10,eaeca114,ff51efc7,b8fd03ef,CB,26-178,90,1,0,0,1,0,0,1,0.0,1,1,0,0.0,0,1,0,2,2,0,0,0,1,5,0
11,31c69ef1,ff51efc7,b8fd03ef,CB,24-093,90,1,0,1,0,0,0,0,,0,1,0,0.0,0,1,0,2,2,0,0,1,2,3,1
12,bd6351cd,ff51efc7,b8fd03ef,RB,27-080,90,2,1,2,0,0,0,0,,0,4,0,0.0,3,1,0,3,1,0,2,3,5,2,0
13,3bb7b8b4,ff51efc7,b8fd03ef,GK,27-363,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,178ae8f8,94d9dac0,822bd0ba,FW,24-260,80,2,1,0,2,0,0,3,0.0,3,16,2,12.5,5,8,3,0,0,0,0,1,3,1,0
1,4c370d81,94d9dac0,822bd0ba,FW,29-323,10,1,0,1,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,1,0,0
2,c691bfe2,94d9dac0,822bd0ba,LW,29-133,90,0,0,0,0,0,0,0,,0,8,1,12.5,3,4,1,2,0,0,2,0,0,0,0
3,e342ad68,94d9dac0,822bd0ba,RW,29-067,90,0,0,0,0,0,0,0,,0,9,4,44.4,3,2,4,0,0,0,0,0,0,0,0
4,f25c8e3a,94d9dac0,822bd0ba,CM,26-192,80,4,3,2,2,0,2,2,100.0,0,14,3,21.4,4,9,1,1,0,0,1,0,4,0,0
5,77e84962,94d9dac0,822bd0ba,CM,30-132,10,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0
6,c8387671,94d9dac0,822bd0ba,CM,18-139,90,0,0,0,0,0,0,3,0.0,3,27,4,14.8,11,13,3,1,0,0,1,1,1,3,0
7,935e6b8f,94d9dac0,822bd0ba,DM,31-065,90,0,0,0,0,0,0,1,0.0,1,9,3,33.3,6,3,0,0,0,0,0,0,0,0,0
8,f315ca93,94d9dac0,822bd0ba,LB,25-101,89,2,1,2,0,0,0,2,0.0,2,14,5,35.7,12,0,2,2,0,0,2,1,3,6,0
9,7a11550b,94d9dac0,822bd0ba,LB,24-090,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
10,e06683ca,94d9dac0,822bd0ba,CB,30-044,90,0,0,0,0,0,0,0,,0,6,2,33.3,5,1,0,1,1,0,0,1,1,12,0
11,b217ef29,94d9dac0,822bd0ba,CB,30-013,90,0,0,0,0,0,0,1,0.0,1,6,1,16.7,3,3,0,1,0,0,1,2,2,15,0
12,cd1acf9d,94d9dac0,822bd0ba,RB,22-318,90,2,1,2,0,0,1,5,20.0,4,16,3,18.8,9,3,4,2,0,0,2,2,4,5,0
13,7a2e46a8,94d9dac0,822bd0ba,GK,28-323,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0,2691c772,94d9dac0,943e8050,FW,31-295,90,2,2,1,0,1,0,1,0.0,1,9,3,33.3,2,2,5,1,1,1,0,2,4,1,0
1,4e9a0555,94d9dac0,943e8050,FW,29-257,74,1,0,0,1,0,0,0,,0,3,0,0.0,1,2,0,0,0,0,0,0,1,0,0
2,4ab53cdb,94d9dac0,943e8050,FW,32-023,16,0,0,0,0,0,0,1,0.0,1,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0
3,fc15fb84,94d9dac0,943e8050,LM,21-272,90,1,0,0,1,0,0,3,0.0,3,18,5,27.8,9,8,1,3,2,1,1,2,3,0,0
4,74e12f1e,94d9dac0,943e8050,CM,32-057,90,2,1,0,0,2,1,2,50.0,1,10,4,40.0,2,4,4,2,0,0,2,2,4,0,0
5,47369df8,94d9dac0,943e8050,CM,25-245,90,1,1,1,0,0,1,1,100.0,0,11,4,36.4,6,3,2,1,0,0,1,3,4,2,0
6,f72293fc,94d9dac0,943e8050,RM,30-298,78,0,0,0,0,0,0,0,,0,7,1,14.3,1,4,2,1,0,0,1,0,0,2,0
7,1ef37668,94d9dac0,943e8050,RM,33-014,12,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,1,1,0,0
8,cc2d7ad5,94d9dac0,943e8050,LB,27-337,90,3,0,3,0,0,3,6,50.0,3,7,1,14.3,4,3,0,5,2,0,3,2,5,3,0
9,8df7a2fb,94d9dac0,943e8050,CB,31-332,90,1,0,0,1,0,0,1,0.0,1,9,3,33.3,4,4,1,3,2,0,1,2,3,3,0
10,15ea812b,94d9dac0,943e8050,CB,28-275,90,1,0,1,0,0,0,0,,0,5,0,0.0,2,3,0,1,0,0,1,2,3,5,0
11,9a9c05db,94d9dac0,943e8050,RB,32-073,90,3,2,2,1,0,1,1,100.0,0,7,4,57.1,2,4,1,1,1,0,0,1,4,4,0
12,4b40d9ca,94d9dac0,943e8050,GK,29-124,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0
0,07802f7f,662d4074,8602292d,FW,29-029,89,1,0,0,1,0,0,1,0.0,1,12,2,16.7,1,6,5,0,0,0,0,0,1,0,0
1,bfae110f,662d4074,8602292d,FW,24-268,1,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,0,0,0
2,ffa90327,662d4074,8602292d,LW,26-110,90,0,0,0,0,0,0,1,0.0,1,7,4,57.1,3,0,4,0,0,0,0,0,0,0,0
3,66b76d44,662d4074,8602292d,RW,24-239,85,2,1,1,1,0,1,1,100.0,0,13,2,15.4,3,4,6,0,0,0,0,0,2,0,0
4,19f4d211,662d4074,8602292d,RW,19-095,5,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0
5,1544f145,662d4074,8602292d,CM,20-085,90,2,1,1,1,0,1,2,50.0,1,16,4,25.0,5,5,6,0,0,0,0,2,4,2,0
6,90f91999,662d4074,8602292d,CM,26-307,90,0,0,0,0,0,0,2,0.0,2,5,2,40.0,2,3,0,0,0,0,0,2,2,3,0
7,6f7d826d,662d4074,8602292d,DM,23-104,87,1,0,1,0,0,1,3,33.3,2,18,3,16.7,9,8,1,2,0,0,2,3,4,3,0
8,2baec6ce,662d4074,8602292d,DM,23-280,3,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,0,0,0,0
9,be927d03,662d4074,8602292d,LB,36-043,90,1,0,0,1,0,1,1,100.0,0,8,2,25.0,5,3,0,1,0,0,1,1,2,2,0
10,8397a50c,662d4074,8602292d,CB,28-161,90,1,1,0,1,0,0,1,0.0,1,5,0,0.0,3,2,0,2,1,0,1,2,3,4,0
11,0313a347,662d4074,8602292d,CB,23-302,90,0,0,0,0,0,0,0,,0,7,3,42.9,5,1,1,0,0,0,0,1,1,4,0
12,2389cdc2,662d4074,8602292d,RB,24-014,90,3,2,2,1,0,2,4,50.0,2,13,5,38.5,7,4,2,0,0,0,0,1,4,3,0
13,7956236f,662d4074,8602292d,GK,28-353,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,2b16cb1a,662d4074,b2b47a98,"FW,RM",24-162,90,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,1,0,0,1,0,0,0,0
1,c596fcb0,662d4074,b2b47a98,FW,29-175,90,2,2,0,1,1,0,0,,0,7,3,42.9,0,2,5,1,0,0,1,0,2,2,0
2,862a1c15,662d4074,b2b47a98,"CM,LM",27-192,90,2,1,2,0,0,1,1,100.0,0,14,6,42.9,6,6,2,0,0,0,0,0,2,0,0
3,a3b03921,662d4074,b2b47a98,"CM,DM",22-001,89,1,1,0,1,0,0,1,0.0,1,8,3,37.5,1,7,0,1,0,0,1,0,1,1,0
4,d56543a0,662d4074,b2b47a98,DM,27-178,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
5,c951a6df,662d4074,b2b47a98,DM,26-152,45,1,1,0,1,0,0,0,,0,5,3,60.0,2,3,0,1,0,0,1,0,1,4,0
6,a2b105e0,662d4074,b2b47a98,DM,23-295,45,2,1,0,2,0,2,2,100.0,0,10,1,10.0,5,5,0,1,0,0,1,1,3,2,0
7,71ef519e,662d4074,b2b47a98,"WB,LB",31-345,90,1,1,0,1,0,0,1,0.0,1,6,2,33.3,4,2,0,1,0,0,1,2,3,1,0
8,de112b84,662d4074,b2b47a98,"WB,RB",26-178,90,3,1,2,1,0,2,2,100.0,0,13,6,46.2,11,1,1,2,0,0,2,2,5,1,0
9,f25b010f,662d4074,b2b47a98,CB,32-181,77,0,0,0,0,0,0,1,0.0,1,2,0,0.0,1,1,0,0,0,0,0,1,1,1,0
10,c17bfb65,662d4074,b2b47a98,FW,25-007,13,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,1,0
11,450ab6fc,662d4074,b2b47a98,CB,27-283,90,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,2,1,0,1,0,0,5,0
12,c8aa95da,662d4074,b2b47a98,CB,29-244,90,1,1,1,0,0,1,1,100.0,0,7,4,57.1,6,0,1,1,0,0,1,2,3,5,0
13,19e50035,662d4074,b2b47a98,GK,24-170,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,9e1035f8,ab6db0d6,b8fd03ef,FW,21-173,60,0,0,0,0,0,0,0,,0,11,4,36.4,0,3,8,1,0,0,1,0,0,0,0
1,b400bde0,ab6db0d6,b8fd03ef,FW,26-256,30,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0
2,b0b4fd3e,ab6db0d6,b8fd03ef,LW,25-345,74,1,1,0,0,1,0,0,,0,10,3,30.0,0,4,6,2,0,0,2,0,1,0,0
3,892d5bb1,ab6db0d6,b8fd03ef,RW,30-181,16,1,0,0,0,1,1,1,100.0,0,4,2,50.0,0,0,4,0,0,0,0,0,1,0,0
4,b66315ae,ab6db0d6,b8fd03ef,"RW,LW",24-140,90,1,1,0,0,1,0,1,0.0,1,22,4,18.2,0,9,13,0,0,0,0,1,2,0,0
5,819b3158,ab6db0d6,b8fd03ef,CM,30-301,68,1,0,0,1,0,1,1,100.0,0,7,3,42.9,0,2,5,0,0,0,0,0,1,0,0
6,dc7f8a28,ab6db0d6,b8fd03ef,CM,19-107,22,1,1,0,1,0,0,1,0.0,1,6,1,16.7,0,4,2,0,0,0,0,1,2,0,0
7,3eb22ec9,ab6db0d6,b8fd03ef,CM,27-011,90,2,1,1,1,0,2,5,40.0,3,18,2,11.1,1,7,10,0,0,0,0,1,3,0,0
8,6434f10d,ab6db0d6,b8fd03ef,DM,25-060,90,2,2,0,2,0,2,3,66.7,1,10,6,60.0,0,6,4,1,0,0,1,1,3,0,0
9,bd6351cd,ab6db0d6,b8fd03ef,LB,27-086,90,2,1,0,2,0,1,2,50.0,1,11,1,9.1,1,5,5,0,0,0,0,3,5,0,0
10,119b9a8e,ab6db0d6,b8fd03ef,CB,27-086,90,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,1,1,3,0
11,31c69ef1,ab6db0d6,b8fd03ef,CB,24-099,90,3,2,1,0,2,2,3,66.7,1,6,2,33.3,1,5,0,0,0,0,0,2,5,1,0
12,86dd77d1,ab6db0d6,b8fd03ef,RB,31-085,90,1,1,0,1,0,1,2,50.0,1,7,2,28.6,0,6,1,0,0,0,0,0,1,0,0
13,3bb7b8b4,ab6db0d6,b8fd03ef,GK,28-004,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,0745b37d,ab6db0d6,1c781004,FW,31-145,76,0,0,0,0,0,0,1,0.0,1,15,0,0.0,6,7,2,0,0,0,0,0,0,1,0
1,a8d4428b,ab6db0d6,1c781004,FW,21-182,14,0,0,0,0,0,0,0,,0,2,2,100.0,1,1,0,1,0,0,1,0,0,0,0
2,6c6a3300,ab6db0d6,1c781004,LW,25-054,90,3,3,2,1,0,2,4,50.0,2,15,4,26.7,8,3,4,2,1,0,1,1,4,1,0
3,f63d8a4b,ab6db0d6,1c781004,RW,23-175,90,2,2,2,0,0,0,1,0.0,1,23,4,17.4,13,9,1,1,0,0,1,0,2,0,0
4,3faa1780,ab6db0d6,1c781004,CM,30-225,45,0,0,0,0,0,0,2,0.0,2,15,5,33.3,9,6,0,1,1,0,0,0,0,0,0
5,471f16b3,ab6db0d6,1c781004,CM,29-225,45,3,1,3,0,0,1,1,100.0,0,9,0,0.0,6,3,0,0,0,0,0,1,4,1,0
6,f5044e54,ab6db0d6,1c781004,CM,28-088,90,4,3,3,1,0,1,5,20.0,4,41,8,19.5,27,13,1,5,2,0,3,1,5,0,0
7,df10e27c,ab6db0d6,1c781004,DM,20-071,90,1,1,1,0,0,0,1,0.0,1,25,6,24.0,16,8,1,1,0,0,1,3,4,0,0
8,112c495e,ab6db0d6,1c781004,LB,25-308,45,1,1,0,1,0,0,0,,0,3,1,33.3,2,1,0,1,0,0,1,2,3,0,0
9,2d760d7b,ab6db0d6,1c781004,LB,19-317,45,1,0,1,0,0,0,0,,0,12,3,25.0,10,2,0,2,0,0,2,1,2,5,0
10,bcfb0142,ab6db0d6,1c781004,CB,28-218,90,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,2,2,0,0,0,0,8,0
11,e9254eec,ab6db0d6,1c781004,CB,29-274,90,0,0,0,0,0,0,0,,0,7,2,28.6,6,0,1,2,1,0,1,2,2,2,0
12,774cf58b,ab6db0d6,1c781004,RB,21-229,90,1,0,1,0,0,0,0,,0,4,0,0.0,3,0,1,2,0,0,2,1,2,1,0
13,f23f9d20,ab6db0d6,1c781004,GK,33-140,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
0,93feac6e,b9064680,5bfb9659,FW,27-350,90,0,0,0,0,0,0,1,0.0,1,19,8,42.1,0,5,14,4,1,0,3,1,1,2,0
1,aa849a12,b9064680,5bfb9659,LW,24-274,90,1,1,0,1,0,0,1,0.0,1,12,5,41.7,1,6,5,2,0,0,2,1,2,0,0
2,3423f250,b9064680,5bfb9659,RW,24-250,90,2,1,1,0,1,0,1,0.0,1,17,2,11.8,2,8,7,2,0,0,2,1,3,1,0
3,282679b4,b9064680,5bfb9659,CM,31-069,59,1,1,1,0,0,0,0,,0,12,4,33.3,6,3,3,0,0,0,0,0,1,0,0
4,6c17e046,b9064680,5bfb9659,CM,22-221,31,0,0,0,0,0,0,0,,0,5,1,20.0,1,3,1,1,0,0,1,0,0,0,0
5,4f565d77,b9064680,5bfb9659,DM,25-262,90,0,0,0,0,0,0,1,0.0,1,32,9,28.1,9,17,6,0,0,0,0,3,3,0,0
6,24f59bb2,b9064680,5bfb9659,WB,24-364,59,2,1,0,2,0,0,1,0.0,1,15,5,33.3,6,2,7,0,0,0,0,1,3,3,0
7,8d03ca5a,b9064680,5bfb9659,WB,21-317,31,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0
