,player_id,match_id,team_id,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
12,86dd77d1,bfbe7402,b8fd03ef,RB,31-177,90,110,118,93.2,2120,430,41,42,97.6,56,61,91.8,13,15,86.7,0,0.2,1,14,2,0,5
13,3bb7b8b4,bfbe7402,b8fd03ef,GK,28-096,90,22,22,100.0,464,212,4,4,100.0,15,15,100.0,3,3,100.0,0,0.0,0,0,0,0,0
0,fa031b34,bfbe7402,d3fd31cc,FW,24-195,90,14,19,73.7,207,24,7,11,63.6,7,7,100.0,0,0,,0,0.0,0,1,0,0,1
1,b28bbd58,bfbe7402,d3fd31cc,"AM,DM",30-128,90,21,27,77.8,327,110,11,11,100.0,8,11,72.7,1,4,25.0,0,0.1,2,2,4,0,5
2,4468ec10,bfbe7402,d3fd31cc,LM,25-146,16,4,4,100.0,113,20,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0,0,0,0,0
3,6ca5ec4b,bfbe7402,d3fd31cc,RM,25-202,74,16,24,66.7,292,123,7,9,77.8,7,10,70.0,2,5,40.0,0,0.1,1,0,2,1,1
4,2bd83368,bfbe7402,d3fd31cc,"LM,RM",20-270,90,13,20,65.0,168,57,8,9,88.9,2,4,50.0,1,3,33.3,0,0.0,0,1,0,0,2
5,111c3236,bfbe7402,d3fd31cc,DM,32-000,62,17,20,85.0,210,21,11,12,91.7,6,8,75.0,0,0,,0,0.0,0,0,0,0,0
6,b318a643,bfbe7402,d3fd31cc,FW,32-066,28,4,5,80.0,38,0,3,3,100.0,0,0,,0,0,,0,0.0,0,0,0,0,0
7,cc700722,bfbe7402,d3fd31cc,DM,30-317,89,20,27,74.1,371,142,6,6,100.0,10,13,76.9,2,5,40.0,0,0.0,0,3,0,0,2
8,d86a1f3e,bfbe7402,d3fd31cc,DM,18-262,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
9,1b84dbe1,bfbe7402,d3fd31cc,LB,28-124,90,18,24,75.0,270,96,8,8,100.0,8,10,80.0,1,4,25.0,0,0.0,0,0,0,0,1
10,c5b7c315,bfbe7402,d3fd31cc,CB,28-314,90,18,23,78.3,437,132,5,5,100.0,7,9,77.8,6,9,66.7,0,0.0,0,2,0,0,2
11,9f7c837d,bfbe7402,d3fd31cc,CB,23-310,90,10,17,58.8,243,53,1,1,100.0,7,8,87.5,2,5,40.0,0,0.0,0,2,0,0,1
12,0420d84f,bfbe7402,d3fd31cc,RB,33-041,90,20,27,74.1,306,210,12,14,85.7,5,7,71.4,2,3,66.7,0,0.0,0,0,0,0,0
13,4806ec67,bfbe7402,d3fd31cc,GK,27-259,90,10,37,27.0,375,300,2,2,100.0,3,4,75.0,5,31,16.1,0,0.0,0,1,0,0,0
0,21a66f6a,a74a684e,361ca564,FW,28-116,90,20,24,83.3,379,149,13,14,92.9,4,5,80.0,3,3,100.0,0,0.0,0,3,2,0,5
1,92e7e919,a74a684e,361ca564,LW,29-136,90,32,41,78.0,417,43,18,21,85.7,11,12,91.7,1,5,20.0,0,0.0,0,0,0,0,0
2,2b622f01,a74a684e,361ca564,RW,29-100,87,19,34,55.9,267,112,8,14,57.1,10,14,71.4,0,2,0.0,1,0.4,3,1,2,0,4
3,cea4ee8f,a74a684e,361ca564,RW,25-224,3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
4,2f7acede,a74a684e,361ca564,DM,25-292,90,38,45,84.4,707,238,15,18,83.3,19,21,90.5,4,5,80.0,0,0.0,0,5,1,0,7
5,8b04d6c1,a74a684e,361ca564,DM,26-108,90,49,57,86.0,839,207,20,22,90.9,26,29,89.7,3,6,50.0,0,0.1,1,3,1,0,5
6,3353737a,a74a684e,361ca564,WB,24-340,78,16,30,53.3,283,98,6,8,75.0,9,15,60.0,1,5,20.0,0,0.3,1,0,1,1,2
7,6aa3e78b,a74a684e,361ca564,WB,21-187,12,4,9,44.4,59,47,3,4,75.0,0,2,0.0,1,2,50.0,0,0.0,1,0,0,0,0
8,df8b52a5,a74a684e,361ca564,WB,22-311,90,28,37,75.7,504,152,13,16,81.3,12,15,80.0,3,4,75.0,0,0.0,0,0,1,0,2
9,44781702,a74a684e,361ca564,CB,28-211,90,19,23,82.6,333,86,8,9,88.9,10,11,90.9,1,3,33.3,0,0.0,0,1,0,0,3
10,ac861941,a74a684e,361ca564,CB,27-310,90,51,61,83.6,1054,598,14,14,100.0,29,31,93.5,8,16,50.0,0,0.3,1,3,1,0,7
11,e9971f2d,a74a684e,361ca564,CB,22-235,67,26,35,74.3,517,249,11,11,100.0,12,16,75.0,3,7,42.9,0,0.0,0,2,0,0,4
12,da7b447d,a74a684e,361ca564,CB,25-162,23,6,6,100.0,152,79,1,1,100.0,3,3,100.0,2,2,100.0,0,0.1,1,0,0,0,1
13,8f62b6ee,a74a684e,361ca564,GK,34-330,90,21,25,84.0,489,309,8,8,100.0,6,6,100.0,7,11,63.6,0,0.0,0,0,0,0,0
0,01962d0d,a74a684e,5bfb9659,FW,19-201,86,15,19,78.9,180,47,8,11,72.7,4,4,100.0,0,1,0.0,0,0.0,0,1,0,0,1
1,1000a059,a74a684e,5bfb9659,RM,19-064,4,3,4,75.0,31,2,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0,0,0,0,0
2,aa849a12,a74a684e,5bfb9659,"LW,LM",25-001,90,31,46,67.4,458,104,22,23,95.7,7,14,50.0,2,4,50.0,1,0.4,2,0,2,0,4
3,c931d9f9,a74a684e,5bfb9659,"RW,CM",24-011,90,12,26,46.2,153,21,8,13,61.5,4,10,40.0,0,1,0.0,0,0.0,1,1,0,0,0
4,9f1938ab,a74a684e,5bfb9659,"DM,CM",30-044,71,44,47,93.6,950,126,14,14,100.0,20,22,90.9,10,11,90.9,0,0.0,1,4,1,0,3
5,6c17e046,a74a684e,5bfb9659,"CM,FW",22-313,19,3,8,37.5,70,4,1,3,33.3,1,3,33.3,1,2,50.0,0,0.0,0,0,0,0,0
6,282679b4,a74a684e,5bfb9659,DM,31-161,58,27,31,87.1,395,80,13,16,81.3,12,12,100.0,1,1,100.0,0,0.1,2,1,2,0,3
7,24f59bb2,a74a684e,5bfb9659,LB,25-091,32,20,24,83.3,373,128,9,12,75.0,6,7,85.7,4,4,100.0,0,0.0,0,0,1,0,1
8,f4d296e4,a74a684e,5bfb9659,"WB,CB,DM",22-102,90,44,50,88.0,695,238,23,25,92.0,16,17,94.1,4,6,66.7,0,0.0,1,3,1,0,5
9,67ca8566,a74a684e,5bfb9659,"WB,RM,CM",30-216,90,41,51,80.4,768,265,25,29,86.2,7,8,87.5,9,14,64.3,0,0.3,5,2,1,1,2
10,dc64b8b3,a74a684e,5bfb9659,CB,30-083,90,60,67,89.6,1376,377,14,14,100.0,37,39,94.9,9,14,64.3,0,0.0,0,2,0,0,0
11,4f565d77,a74a684e,5bfb9659,"CB,DM",25-354,90,71,82,86.6,1808,447,7,10,70.0,45,48,93.8,19,23,82.6,0,0.0,0,3,0,0,1
12,bba30585,a74a684e,5bfb9659,"CB,RB",28-097,90,54,62,87.1,1035,272,16,19,84.2,31,33,93.9,6,9,66.7,0,0.0,0,3,0,0,3
13,6b625ac2,a74a684e,5bfb9659,GK,21-264,90,27,41,65.9,744,346,2,2,100.0,18,18,100.0,7,21,33.3,0,0.0,0,0,0,0,0
0,d5dd5f1f,067e0ab9,18bb7c10,FW,32-162,75,12,16,75.0,133,10,11,12,91.7,1,2,50.0,0,0,,0,0.0,0,1,0,0,0
1,9dbb75ca,067e0ab9,18bb7c10,FW,30-183,15,2,4,50.0,13,10,2,3,66.7,0,0,,0,0,,0,0.0,0,0,1,0,1
2,79300479,067e0ab9,18bb7c10,AM,22-345,90,56,66,84.8,1083,207,27,31,87.1,19,22,86.4,9,12,75.0,0,0.1,2,6,0,0,4
3,17695062,067e0ab9,18bb7c10,LM,21-122,90,47,55,85.5,738,142,26,29,89.7,18,20,90.0,3,5,60.0,0,0.3,3,0,2,0,3
4,bc7dc64d,067e0ab9,18bb7c10,RM,20-083,63,27,38,71.1,342,88,18,19,94.7,9,11,81.8,0,4,0.0,0,0.2,2,2,1,0,3
5,48a5a5d6,067e0ab9,18bb7c10,RM,20-162,27,11,12,91.7,163,25,4,4,100.0,6,6,100.0,0,0,,0,0.1,1,0,2,0,2
6,1b4f1169,067e0ab9,18bb7c10,DM,22-036,90,80,84,95.2,1410,401,35,36,97.2,33,35,94.3,9,10,90.0,0,0.4,6,13,5,0,12
7,529f49ab,067e0ab9,18bb7c10,DM,28-167,84,56,66,84.8,952,249,22,26,84.6,30,34,88.2,2,4,50.0,0,0.0,0,6,0,0,7
8,47a34c4f,067e0ab9,18bb7c10,DM,29-139,6,4,4,100.0,60,10,2,2,100.0,2,2,100.0,0,0,,0,0.0,1,0,0,0,0
9,a65c844b,067e0ab9,18bb7c10,LB,21-305,90,71,80,88.8,1178,254,36,39,92.3,29,31,93.5,5,8,62.5,1,0.2,1,3,1,0,2
10,67ac5bb8,067e0ab9,18bb7c10,CB,23-343,90,61,64,95.3,1330,308,18,18,100.0,32,33,97.0,10,12,83.3,0,0.0,0,3,0,0,2
11,35e413f1,067e0ab9,18bb7c10,CB,24-050,90,71,80,88.8,1436,474,26,26,100.0,36,37,97.3,9,15,60.0,0,0.0,0,11,0,0,9
12,b3af9be1,067e0ab9,18bb7c10,RB,23-022,90,72,84,85.7,1424,435,35,41,85.4,25,29,86.2,12,12,100.0,1,0.2,2,5,2,2,3
13,466fb2c5,067e0ab9,18bb7c10,GK,23-197,90,16,19,84.2,398,203,6,6,100.0,5,5,100.0,5,8,62.5,0,0.0,0,0,0,0,0
0,c17bfb65,067e0ab9,b2b47a98,FW,25-105,66,9,12,75.0,118,25,7,7,100.0,0,3,0.0,1,1,100.0,0,0.0,0,0,0,0,1
1,de112b84,067e0ab9,b2b47a98,WB,26-276,24,9,15,60.0,165,49,3,3,100.0,6,8,75.0,0,3,0.0,0,0.0,1,3,0,0,2
2,c596fcb0,067e0ab9,b2b47a98,FW,29-273,90,6,8,75.0,98,18,1,3,33.3,3,3,100.0,1,1,100.0,0,0.0,0,1,0,0,0
3,2b16cb1a,067e0ab9,b2b47a98,"LM,AM",24-260,90,16,20,80.0,247,49,7,8,87.5,6,7,85.7,1,2,50.0,0,0.0,1,2,0,0,1
4,d56543a0,067e0ab9,b2b47a98,"RM,WB",27-276,90,28,37,75.7,463,102,15,16,93.8,10,14,71.4,3,7,42.9,0,0.0,1,0,0,0,0
5,a3b03921,067e0ab9,b2b47a98,DM,22-099,90,19,24,79.2,268,71,14,15,93.3,4,5,80.0,1,3,33.3,0,0.0,0,0,1,0,1
6,3727dd3c,067e0ab9,b2b47a98,DM,29-273,87,38,41,92.7,755,232,16,16,100.0,15,16,93.8,6,8,75.0,0,0.0,0,4,1,0,1
7,c951a6df,067e0ab9,b2b47a98,DM,26-250,3,7,7,100.0,122,8,3,3,100.0,4,4,100.0,0,0,,0,0.0,0,0,0,0,0
8,71ef519e,067e0ab9,b2b47a98,LB,32-078,66,8,15,53.3,102,73,5,5,100.0,2,4,50.0,0,5,0.0,0,0.0,0,0,0,0,0
9,862a1c15,067e0ab9,b2b47a98,AM,27-290,24,13,14,92.9,226,46,4,4,100.0,6,7,85.7,2,2,100.0,0,0.0,1,1,1,0,2
10,c8aa95da,067e0ab9,b2b47a98,CB,29-342,90,28,39,71.8,700,266,7,10,70.0,12,14,85.7,9,15,60.0,0,0.1,1,3,0,0,0
11,450ab6fc,067e0ab9,b2b47a98,CB,28-016,90,32,40,80.0,633,168,5,7,71.4,25,26,96.2,2,5,40.0,0,0.0,0,1,0,0,1
12,77cf6852,067e0ab9,b2b47a98,"RB,CB",27-117,90,34,40,85.0,556,189,17,17,100.0,13,16,81.3,3,5,60.0,0,0.0,0,4,0,0,0
13,3a949a25,067e0ab9,b2b47a98,GK,32-316,90,30,43,69.8,890,490,3,3,100.0,15,15,100.0,11,24,45.8,0,0.0,0,0,0,0,0
0,ab070c55,4a7a9e3b,47c64c55,FW,30-359,90,13,18,72.2,142,24,9,12,75.0,1,3,33.3,1,1,100.0,0,0.0,1,0,0,0,1
1,b2bc3b1f,4a7a9e3b,47c64c55,LW,29-017,71,20,28,71.4,389,96,7,9,77.8,9,12,75.0,3,4,75.0,0,0.0,0,1,1,0,3
2,0562b7f1,4a7a9e3b,47c64c55,LW,23-315,19,3,6,50.0,50,6,1,1,100.0,2,5,40.0,0,0,,0,0.0,0,0,0,0,0
3,c4486bac,4a7a9e3b,47c64c55,RW,19-350,86,53,67,79.1,966,249,20,22,90.9,28,34,82.4,4,8,50.0,0,0.0,0,2,1,0,9
4,da052c14,4a7a9e3b,47c64c55,RW,30-077,4,3,6,50.0,33,0,2,2,100.0,1,2,50.0,0,0,,0,0.0,0,0,0,0,0
5,c2731c10,4a7a9e3b,47c64c55,"AM,DM",21-294,90,42,48,87.5,821,136,19,20,95.0,18,21,85.7,5,7,71.4,0,0.1,2,6,2,1,2
6,8d3c902d,4a7a9e3b,47c64c55,DM,31-341,90,35,40,87.5,694,137,12,15,80.0,15,16,93.8,8,9,88.9,1,0.3,1,0,1,1,1
7,2ce2508a,4a7a9e3b,47c64c55,DM,30-234,59,32,44,72.7,716,142,10,11,90.9,12,15,80.0,9,15,60.0,0,0.0,0,1,0,0,2
8,ae4fc6a4,4a7a9e3b,47c64c55,AM,23-151,31,19,24,79.2,309,73,11,11,100.0,6,8,75.0,2,4,50.0,0,0.0,0,1,0,0,0
9,5cbd1eb0,4a7a9e3b,47c64c55,LB,22-087,90,54,70,77.1,1023,427,17,20,85.0,33,37,89.2,4,9,44.4,0,0.0,1,5,1,1,11
10,d0706b27,4a7a9e3b,47c64c55,CB,21-137,90,75,78,96.2,1959,611,10,10,100.0,46,47,97.9,19,21,90.5,0,0.0,0,12,1,0,10
11,e7ca0439,4a7a9e3b,47c64c55,CB,32-243,90,70,76,92.1,1808,435,12,13,92.3,34,35,97.1,23,26,88.5,0,0.1,1,3,0,0,3
12,8a7ff278,4a7a9e3b,47c64c55,RB,32-029,90,89,106,84.0,1726,601,33,39,84.6,44,46,95.7,9,15,60.0,0,0.2,1,9,1,1,7
13,ab13a5aa,4a7a9e3b,47c64c55,GK,34-321,90,17,18,94.4,514,326,4,4,100.0,4,4,100.0,9,10,90.0,0,0.0,0,0,0,0,0
0,aed3a70f,4a7a9e3b,8602292d,FW,25-332,90,17,23,73.9,244,36,8,10,80.0,8,9,88.9,0,2,0.0,0,0.0,1,2,1,0,1
1,be927d03,4a7a9e3b,8602292d,"LW,RW",36-141,84,21,25,84.0,330,97,15,15,100.0,3,5,60.0,2,4,50.0,1,0.0,1,0,0,0,0
2,66b76d44,4a7a9e3b,8602292d,RW,24-337,6,5,7,71.4,78,30,3,5,60.0,2,2,100.0,0,0,,0,0.0,0,0,0,0,1
3,3a233281,4a7a9e3b,8602292d,RW,24-110,76,19,23,82.6,413,75,5,5,100.0,9,11,81.8,5,5,100.0,0,0.1,2,1,1,1,2
4,ffa90327,4a7a9e3b,8602292d,LW,26-208,14,7,9,77.8,127,66,5,5,100.0,1,2,50.0,1,2,50.0,1,0.1,1,0,0,0,1
5,1544f145,4a7a9e3b,8602292d,CM,20-183,66,25,29,86.2,411,135,14,14,100.0,10,11,90.9,1,1,100.0,0,0.0,0,2,0,0,1
6,6f7d826d,4a7a9e3b,8602292d,CM,23-202,24,9,14,64.3,136,58,6,7,85.7,2,5,40.0,1,1,100.0,0,0.0,0,2,0,0,2
7,90f91999,4a7a9e3b,8602292d,CM,27-040,90,27,29,93.1,635,264,7,7,100.0,13,13,100.0,7,8,87.5,0,0.0,1,1,1,1,2
8,de5b5570,4a7a9e3b,8602292d,DM,27-312,90,32,38,84.2,517,207,16,19,84.2,15,17,88.2,1,2,50.0,0,0.0,1,4,1,0,2
9,e514ab62,4a7a9e3b,8602292d,LB,26-070,90,42,50,84.0,721,339,19,22,86.4,20,21,95.2,1,3,33.3,0,0.0,0,5,0,0,3
10,8397a50c,4a7a9e3b,8602292d,CB,28-259,90,32,37,86.5,717,319,11,11,100.0,16,18,88.9,5,8,62.5,0,0.0,0,1,0,0,2
11,0313a347,4a7a9e3b,8602292d,CB,24-035,90,12,17,70.6,234,103,6,7,85.7,5,5,100.0,1,5,20.0,0,0.0,0,0,0,0,0
12,2389cdc2,4a7a9e3b,8602292d,RB,24-112,90,20,29,69.0,385,155,5,5,100.0,11,14,78.6,3,9,33.3,0,0.0,0,1,0,0,3
13,7956236f,4a7a9e3b,8602292d,GK,29-086,90,15,25,60.0,512,311,3,3,100.0,6,6,100.0,6,16,37.5,0,0.0,0,1,0,0,0
0,178ae8f8,aa9b882d,822bd0ba,FW,24-358,80,24,35,68.6,455,141,10,11,90.9,9,13,69.2,4,6,66.7,0,0.1,1,3,2,0,3
1,f833a830,aa9b882d,822bd0ba,FW,26-315,10,4,5,80.0,61,10,2,3,66.7,2,2,100.0,0,0,,0,0.0,0,1,0,0,0
2,c691bfe2,aa9b882d,822bd0ba,LW,29-231,90,29,40,72.5,382,86,17,19,89.5,6,13,46.2,2,2,100.0,0,0.0,0,0,1,0,2
3,e342ad68,aa9b882d,822bd0ba,RW,29-165,90,21,30,70.0,241,93,15,20,75.0,5,5,100.0,0,3,0.0,1,0.8,2,1,2,0,5
4,77e84962,aa9b882d,822bd0ba,CM,30-230,58,46,54,85.2,951,441,20,22,90.9,17,19,89.5,9,11,81.8,0,0.0,0,6,1,0,7
5,38c7feef,aa9b882d,822bd0ba,CM,28-104,32,13,18,72.2,260,52,4,5,80.0,7,10,70.0,2,3,66.7,0,0.0,1,4,0,0,2
6,935e6b8f,aa9b882d,822bd0ba,CM,31-163,66,40,51,78.4,647,247,20,24,83.3,14,17,82.4,4,6,66.7,0,0.2,3,4,3,0,5
7,2f90f6b8,aa9b882d,822bd0ba,CM,35-327,24,25,28,89.3,533,191,7,7,100.0,10,12,83.3,6,7,85.7,0,0.0,0,2,0,0,4
8,7f3b388c,aa9b882d,822bd0ba,DM,28-035,90,56,68,82.4,975,287,19,20,95.0,32,36,88.9,3,6,50.0,0,0.1,2,4,1,0,8
9,2e4f5f03,aa9b882d,822bd0ba,LB,27-261,90,61,74,82.4,1214,541,26,28,92.9,27,29,93.1,8,15,53.3,1,1.0,4,3,2,1,9
10,e06683ca,aa9b882d,822bd0ba,CB,30-142,90,63,66,95.5,1437,519,13,15,86.7,34,34,100.0,15,16,93.8,0,0.0,1,1,0,0,1
11,5ed9b537,aa9b882d,822bd0ba,CB,22-186,90,44,48,91.7,961,430,11,12,91.7,23,24,95.8,9,11,81.8,0,0.0,0,2,0,0,1
12,cd1acf9d,aa9b882d,822bd0ba,RB,23-051,90,67,95,70.5,1328,479,33,37,89.2,22,28,78.6,10,24,41.7,1,0.1,2,5,0,0,4
13,7a2e46a8,aa9b882d,822bd0ba,GK,29-056,90,43,47,91.5,1061,528,8,8,100.0,26,26,100.0,9,13,69.2,0,0.0,0,0,0,0,0
0,f2bf1b0f,aa9b882d,33c895d4,FW,25-137,45,11,14,78.6,126,49,8,8,100.0,0,1,0.0,1,1,100.0,0,0.0,0,1,1,0,2
1,f1e94cd6,aa9b882d,33c895d4,RM,22-145,45,6,8,75.0,151,36,2,2,100.0,2,4,50.0,2,2,100.0,0,0.5,2,1,1,1,1
2,68c720b5,aa9b882d,33c895d4,"FW,AM",24-290,90,14,20,70.0,220,15,5,7,71.4,6,7,85.7,1,2,50.0,0,0.0,0,0,1,0,1
3,97220da2,aa9b882d,33c895d4,"FW,AM",20-078,90,11,22,50.0,143,67,6,9,66.7,4,11,36.4,0,1,0.0,0,0.0,0,3,0,0,3
4,4b511457,aa9b882d,33c895d4,DM,30-064,90,37,45,82.2,694,189,16,18,88.9,15,17,88.2,5,8,62.5,0,0.0,0,2,0,0,2
5,3515d404,aa9b882d,33c895d4,DM,27-026,90,37,48,77.1,579,174,22,25,88.0,12,13,92.3,2,9,22.2,0,0.1,1,2,0,0,1
6,6dfd8f05,aa9b882d,33c895d4,"WB,LB",24-066,87,16,34,47.1,239,167,9,10,90.0,7,13,53.8,0,10,0.0,0,0.0,0,4,0,0,3
7,984a5a64,aa9b882d,33c895d4,LB,24-228,3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
8,afed6722,aa9b882d,33c895d4,"RB,WB",19-015,90,25,39,64.1,399,143,14,17,82.4,10,15,66.7,1,6,16.7,0,0.1,1,0,0,0,1
9,0b33f6ad,aa9b882d,33c895d4,CB,22-224,90,23,32,71.9,421,199,8,9,88.9,14,17,82.4,1,6,16.7,0,0.0,0,2,0,0,1
10,b5bf1770,aa9b882d,33c895d4,CB,24-299,90,28,39,71.8,614,293,6,6,100.0,19,21,90.5,3,12,25.0,0,0.0,0,3,0,0,2
11,4115ce4e,aa9b882d,33c895d4,CB,25-229,45,9,12,75.0,199,87,3,4,75.0,4,4,100.0,2,4,50.0,0,0.0,0,0,0,0,1
12,ab651565,aa9b882d,33c895d4,LM,27-266,45,10,12,83.3,122,15,7,8,87.5,2,2,100.0,0,1,0.0,0,0.0,0,1,0,0,0
13,36c2ca73,aa9b882d,33c895d4,GK,31-359,90,16,36,44.4,757,562,1,1,100.0,5,5,100.0,10,30,33.3,0,0.0,0,0,0,0,0
0,0745b37d,ff3bd755,1c781004,FW,31-243,90,13,15,86.7,209,43,5,6,83.3,8,9,88.9,0,0,,0,0.1,1,1,0,0,1
1,6c6a3300,ff3bd755,1c781004,LM,25-152,81,24,36,66.7,498,109,6,9,66.7,13,15,86.7,5,12,41.7,0,0.2,3,1,1,0,3
2,2f6ec02a,ff3bd755,1c781004,LM,24-048,9,3,6,50.0,60,52,2,2,100.0,0,0,,1,2,50.0,0,0.1,1,0,1,1,1
3,471f16b3,ff3bd755,1c781004,CM,29-323,90,41,52,78.8,703,145,19,22,86.4,18,22,81.8,3,6,50.0,0,0.0,0,4,0,0,4
4,df10e27c,ff3bd755,1c781004,"DM,CM",20-169,90,61,72,84.7,1239,318,22,23,95.7,27,31,87.1,10,15,66.7,0,0.1,2,10,2,0,9
5,a8d4428b,ff3bd755,1c781004,RM,21-280,67,17,20,85.0,234,24,9,9,100.0,8,10,80.0,0,0,,0,0.0,0,0,0,0,0
6,9f333379,ff3bd755,1c781004,RM,19-301,23,5,6,83.3,77,20,3,3,100.0,2,2,100.0,0,0,,0,0.0,0,0,0,0,1
7,8996350d,ff3bd755,1c781004,DM,25-183,34,14,21,66.7,256,108,7,10,70.0,5,6,83.3,1,4,25.0,0,0.0,0,1,1,0,2
8,3faa1780,ff3bd755,1c781004,CM,30-323,56,24,30,80.0,328,45,14,15,93.3,9,13,69.2,0,1,0.0,0,0.8,3,0,1,0,1
9,5e74d6c8,ff3bd755,1c781004,LB,21-085,90,44,48,91.7,857,321,16,17,94.1,24,25,96.0,4,5,80.0,0,0.0,0,5,1,0,10
10,bcfb0142,ff3bd755,1c781004,CB,28-316,90,47,61,77.0,908,379,17,18,94.4,26,28,92.9,4,12,33.3,0,0.0,0,4,0,0,5
11,e9254eec,ff3bd755,1c781004,CB,30-007,90,44,53,83.0,817,116,19,19,100.0,20,22,90.9,5,11,45.5,0,0.0,0,1,0,0,2
12,774cf58b,ff3bd755,1c781004,RB,21-327,90,35,42,83.3,647,201,16,18,88.9,13,15,86.7,6,9,66.7,0,0.0,1,3,2,0,5
13,f23f9d20,ff3bd755,1c781004,GK,33-238,90,22,27,81.5,684,377,3,4,75.0,8,9,88.9,11,14,78.6,0,0.0,0,0,0,0,0
0,b561db50,ff3bd755,8cec06e1,FW,30-206,90,16,24,66.7,220,49,10,14,71.4,5,7,71.4,1,2,50.0,0,0.0,0,1,0,0,2
1,169fd162,ff3bd755,8cec06e1,LW,25-305,89,23,24,95.8,321,40,16,17,94.1,6,6,100.0,1,1,100.0,0,0.0,1,1,1,0,1
2,9a71e978,ff3bd755,8cec06e1,WB,19-313,1,0,2,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0,0,0,0,0
3,77e39b04,ff3bd755,8cec06e1,RW,21-333,67,18,20,90.0,296,45,8,9,88.9,8,9,88.9,1,1,100.0,0,0.0,0,0,1,0,1
4,9a28eba4,ff3bd755,8cec06e1,RW,25-306,23,11,12,91.7,160,50,6,7,85.7,3,3,100.0,1,1,100.0,0,0.0,0,0,0,0,1
5,f5a00fa4,ff3bd755,8cec06e1,"DM,CM",35-080,90,76,82,92.7,1612,221,28,30,93.3,34,35,97.1,14,17,82.4,0,0.0,0,11,1,1,3
6,44bfb6c5,ff3bd755,8cec06e1,DM,24-259,90,68,74,91.9,1494,207,18,19,94.7,41,44,93.2,9,11,81.8,0,0.0,0,8,0,0,3
7,9b398aea,ff3bd755,8cec06e1,"WB,LB",20-174,90,47,64,73.4,769,157,22,23,95.7,21,28,75.0,3,9,33.3,0,0.1,1,0,1,1,0
8,d04b94db,ff3bd755,8cec06e1,WB,28-011,75,45,57,78.9,705,238,26,28,92.9,17,21,81.0,2,5,40.0,0,0.0,0,2,0,0,2
9,5a7301ae,ff3bd755,8cec06e1,"CM,DM",26-226,15,10,10,100.0,154,0,5,5,100.0,5,5,100.0,0,0,,0,0.0,0,0,0,0,0
10,9fbbcf39,ff3bd755,8cec06e1,CB,31-246,90,67,79,84.8,1380,535,16,17,94.1,43,44,97.7,8,17,47.1,0,0.0,0,7,0,0,4
11,2928dca2,ff3bd755,8cec06e1,CB,28-275,90,58,66,87.9,1277,376,11,11,100.0,43,46,93.5,4,7,57.1,0,0.0,0,2,0,0,0
12,d0f72bf1,ff3bd755,8cec06e1,"CB,RB",24-188,90,68,73,93.2,1409,501,22,23,95.7,35,36,97.2,11,13,84.6,0,0.0,0,6,0,0,3
13,903b6e8b,ff3bd755,8cec06e1,GK,28-314,90,23,31,74.2,539,284,8,8,100.0,12,12,100.0,3,11,27.3,0,0.0,0,1,0,0,0
0,4bcf39f6,5d651cd7,d07537b9,FW,25-105,67,19,23,82.6,272,33,15,17,88.2,2,2,100.0,2,3,66.7,0,0.0,0,0,2,0,2
1,6cc47ae1,5d651cd7,d07537b9,FW,28-020,23,2,3,66.7,43,0,0,0,,2,2,100.0,0,0,,0,0.0,0,0,0,0,0
2,38ceb24a,5d651cd7,d07537b9,"LW,AM",26-358,90,31,39,79.5,507,218,14,16,87.5,11,14,78.6,4,7,57.1,0,0.1,2,4,4,2,9
3,f4e433d4,5d651cd7,d07537b9,RW,21-058,75,24,30,80.0,381,120,13,15,86.7,9,12,75.0,1,1,100.0,0,0.6,5,0,4,3,3
4,bb5fbd2b,5d651cd7,d07537b9,RW,27-130,15,1,4,25.0,3,0,0,2,0.0,0,1,0.0,0,0,,0,0.0,0,0,0,0,0
5,f230bc30,5d651cd7,d07537b9,AM,22-234,81,20,39,51.3,283,49,13,17,76.5,7,15,46.7,0,2,0.0,0,0.0,1,3,0,0,0
6,ac0d576d,5d651cd7,d07537b9,LW,19-164,9,3,4,75.0,44,9,2,3,66.7,1,1,100.0,0,0,,0,0.0,0,1,0,0,0
7,6c203af0,5d651cd7,d07537b9,DM,25-089,90,24,30,80.0,430,122,12,16,75.0,8,8,100.0,3,4,75.0,0,0.0,0,3,1,0,4
8,8aec0537,5d651cd7,d07537b9,DM,30-165,90,51,61,83.6,1090,233,17,18,94.4,24,27,88.9,9,14,64.3,0,0.2,3,4,1,0,5
9,1daec722,5d651cd7,d07537b9,LB,23-128,90,49,61,80.3,761,381,27,28,96.4,15,20,75.0,5,11,45.5,0,0.1,2,0,2,1,4
