,player_id,match_id,team_id,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
6,6250083a,17e86f90,361ca564,DM,20-360,90,27,31,87.1,518,127,11,11,100.0,13,14,92.9,3,5,60.0,0,0.0,0,3,0,0,3
7,3353737a,17e86f90,361ca564,LB,24-269,90,25,38,65.8,519,329,9,13,69.2,12,14,85.7,3,7,42.9,0,0.0,1,0,1,1,3
8,ac861941,17e86f90,361ca564,CB,27-239,11,3,3,100.0,66,11,0,0,,3,3,100.0,0,0,,0,0.0,0,0,0,0,0
9,8d62d31a,17e86f90,361ca564,CB,23-324,79,17,18,94.4,370,118,4,4,100.0,10,11,90.9,3,3,100.0,0,0.0,0,1,0,0,0
10,e9971f2d,17e86f90,361ca564,"CB,AM",22-164,57,16,21,76.2,388,143,4,5,80.0,6,7,85.7,6,9,66.7,0,0.0,0,0,0,0,0
11,df8b52a5,17e86f90,361ca564,RB,22-240,90,34,44,77.3,523,223,20,22,90.9,13,17,76.5,1,3,33.3,0,0.0,0,3,0,0,2
12,8f62b6ee,17e86f90,361ca564,GK,34-259,90,16,32,50.0,616,420,4,4,100.0,3,3,100.0,9,25,36.0,0,0.0,0,1,0,0,0
0,43458538,09db0909,2abfe087,FW,29-239,52,9,11,81.8,152,4,3,4,75.0,5,6,83.3,0,0,,0,0.0,0,0,0,0,0
1,71b47ab9,09db0909,2abfe087,FW,22-144,38,11,16,68.8,201,94,6,9,66.7,3,5,60.0,2,2,100.0,0,0.0,0,3,0,0,2
2,2c44a35d,09db0909,2abfe087,"LM,CM",23-300,90,14,26,53.8,158,28,8,12,66.7,5,6,83.3,0,4,0.0,0,0.0,0,0,0,0,0
3,5aaef9ef,09db0909,2abfe087,CM,34-197,90,13,17,76.5,250,63,2,3,66.7,8,8,100.0,2,5,40.0,0,0.0,0,3,0,0,2
4,2acd49b9,09db0909,2abfe087,"CM,DM",32-026,90,27,36,75.0,390,131,17,19,89.5,6,10,60.0,2,4,50.0,0,0.1,1,1,2,1,2
5,bfdb33aa,09db0909,2abfe087,RM,23-198,90,18,27,66.7,284,109,12,14,85.7,4,7,57.1,2,4,50.0,0,0.1,1,3,1,0,3
6,b579e83d,09db0909,2abfe087,DM,25-306,76,28,29,96.6,704,139,3,3,100.0,16,16,100.0,9,10,90.0,0,0.0,0,3,1,0,2
7,1770bd68,09db0909,2abfe087,LM,27-346,14,2,7,28.6,45,0,0,0,,2,4,50.0,0,1,0.0,0,0.0,0,0,0,0,0
8,89d10e53,09db0909,2abfe087,LB,31-071,90,39,56,69.6,888,468,10,13,76.9,23,29,79.3,6,13,46.2,0,0.0,1,4,1,0,3
9,0f933743,09db0909,2abfe087,CB,24-128,90,51,52,98.1,1296,322,8,8,100.0,22,22,100.0,20,21,95.2,0,0.0,0,0,0,0,1
10,7ed4921e,09db0909,2abfe087,CB,28-010,90,50,55,90.9,1478,486,6,6,100.0,25,25,100.0,19,24,79.2,0,0.0,0,3,0,0,4
11,3631ad41,09db0909,2abfe087,RB,21-004,90,28,38,73.7,551,212,9,13,69.2,16,20,80.0,3,5,60.0,0,0.0,0,4,0,0,4
12,1c0eea98,09db0909,2abfe087,GK,27-064,90,32,34,94.1,913,498,5,5,100.0,17,17,100.0,10,12,83.3,0,0.0,0,0,0,0,0
0,b561db50,09db0909,8cec06e1,FW,30-129,90,24,32,75.0,319,74,13,18,72.2,8,10,80.0,1,1,100.0,0,0.4,2,0,2,0,3
1,9a28eba4,09db0909,8cec06e1,"LW,RW",25-229,80,19,23,82.6,341,36,11,13,84.6,5,6,83.3,3,4,75.0,0,0.2,2,1,1,1,0
2,7fcc71d8,09db0909,8cec06e1,RW,25-325,10,8,9,88.9,90,50,4,4,100.0,2,2,100.0,0,0,,0,0.3,1,1,0,0,1
3,77e39b04,09db0909,8cec06e1,"RW,LW",21-256,62,10,13,76.9,223,95,6,6,100.0,1,1,100.0,3,5,60.0,0,0.3,1,3,0,0,3
4,169fd162,09db0909,8cec06e1,LW,25-228,28,7,9,77.8,71,10,7,8,87.5,0,1,0.0,0,0,,0,0.0,0,0,0,0,0
5,f5a00fa4,09db0909,8cec06e1,DM,35-003,90,50,54,92.6,1209,292,13,13,100.0,22,23,95.7,15,18,83.3,0,0.3,4,2,0,0,4
6,44bfb6c5,09db0909,8cec06e1,DM,24-182,90,66,76,86.8,1654,326,14,15,93.3,30,32,93.8,21,27,77.8,0,0.0,1,11,0,0,8
7,9ae9eaea,09db0909,8cec06e1,WB,32-204,90,49,58,84.5,725,200,25,25,100.0,22,27,81.5,1,5,20.0,0,0.0,0,4,0,0,4
8,d04b94db,09db0909,8cec06e1,WB,27-299,90,39,47,83.0,579,155,22,24,91.7,15,18,83.3,1,2,50.0,0,0.0,0,1,3,1,6
9,9fbbcf39,09db0909,8cec06e1,CB,31-169,90,54,59,91.5,1061,531,18,18,100.0,30,32,93.8,6,9,66.7,0,0.0,0,11,0,0,5
10,2928dca2,09db0909,8cec06e1,CB,28-198,90,50,53,94.3,1409,383,9,11,81.8,25,25,100.0,16,17,94.1,0,0.0,0,4,1,0,1
11,d0f72bf1,09db0909,8cec06e1,CB,24-111,90,57,64,89.1,1296,434,17,19,89.5,28,33,84.8,12,12,100.0,0,0.0,0,6,0,0,9
12,903b6e8b,09db0909,8cec06e1,GK,28-237,90,14,16,87.5,403,234,3,3,100.0,6,6,100.0,5,7,71.4,0,0.0,0,0,0,0,0
0,e09f279b,19a03697,cd051869,FW,25-179,90,26,34,76.5,421,164,13,15,86.7,10,14,71.4,2,3,66.7,0,0.6,4,2,5,1,6
1,6afaebf2,19a03697,cd051869,FW,22-035,90,14,19,73.7,208,27,8,9,88.9,6,8,75.0,0,1,0.0,0,0.1,2,1,1,0,1
2,8449d35e,19a03697,cd051869,CM,23-124,67,23,25,92.0,319,88,14,14,100.0,8,8,100.0,0,1,0.0,0,0.0,0,1,1,1,2
3,0f134faf,19a03697,cd051869,CM,25-253,23,12,15,80.0,210,30,5,6,83.3,6,8,75.0,1,1,100.0,0,0.0,0,1,0,0,0
4,2886c9b5,19a03697,cd051869,CM,23-156,74,14,21,66.7,214,34,8,11,72.7,5,8,62.5,0,1,0.0,0,0.0,0,2,0,0,1
5,2944f86f,19a03697,cd051869,CM,23-253,16,3,4,75.0,48,19,1,2,50.0,2,2,100.0,0,0,,0,0.0,0,0,0,0,1
6,df0a4c90,19a03697,cd051869,DM,27-185,90,34,43,79.1,555,169,17,21,81.0,14,16,87.5,3,5,60.0,0,0.0,0,2,0,0,1
7,8a3c1dc7,19a03697,cd051869,WB,24-065,90,28,38,73.7,487,226,14,16,87.5,9,13,69.2,5,8,62.5,0,0.0,1,4,1,0,6
8,1137759d,19a03697,cd051869,WB,24-221,60,6,12,50.0,80,40,5,6,83.3,1,3,33.3,0,1,0.0,0,0.0,0,0,0,0,0
9,57c94db2,19a03697,cd051869,WB,22-079,30,5,8,62.5,111,50,2,3,66.7,2,2,100.0,1,3,33.3,0,0.0,0,0,0,0,0
10,e541326e,19a03697,cd051869,CB,28-105,90,34,45,75.6,687,351,11,12,91.7,17,20,85.0,6,11,54.5,0,0.0,0,1,0,0,0
11,172e52d8,19a03697,cd051869,CB,30-210,90,19,29,65.5,312,88,10,13,76.9,9,14,64.3,0,2,0.0,0,0.0,0,0,0,0,1
12,a8c0acb7,19a03697,cd051869,CB,23-147,90,24,39,61.5,401,231,9,11,81.8,14,19,73.7,1,4,25.0,0,0.0,0,2,0,0,2
13,98ea5115,19a03697,cd051869,GK,25-361,90,30,38,78.9,1148,892,3,3,100.0,13,14,92.9,14,21,66.7,0,0.0,0,3,0,0,0
0,ce5143da,19a03697,d07537b9,FW,30-289,63,9,13,69.2,108,18,7,7,100.0,1,3,33.3,1,2,50.0,0,0.0,0,0,0,0,0
1,83d074ff,19a03697,d07537b9,FW,22-261,27,16,19,84.2,208,40,12,14,85.7,4,4,100.0,0,1,0.0,1,0.0,0,0,0,0,0
2,4bcf39f6,19a03697,d07537b9,FW,25-028,90,25,28,89.3,334,15,14,16,87.5,9,9,100.0,0,0,,0,0.0,0,1,0,0,0
3,38ceb24a,19a03697,d07537b9,AM,26-281,90,34,45,75.6,509,108,18,23,78.3,8,10,80.0,5,7,71.4,0,0.2,2,2,2,0,2
4,6c203af0,19a03697,d07537b9,DM,25-012,90,52,63,82.5,968,178,25,31,80.6,19,21,90.5,7,9,77.8,0,0.0,0,2,1,0,2
5,99813635,19a03697,d07537b9,DM,33-124,90,38,50,76.0,639,72,20,25,80.0,15,19,78.9,3,5,60.0,0,0.0,0,3,1,0,2
6,1daec722,19a03697,d07537b9,WB,23-051,81,53,65,81.5,754,296,32,32,100.0,20,23,87.0,1,8,12.5,0,0.0,1,4,0,0,7
7,bb5fbd2b,19a03697,d07537b9,WB,27-053,9,11,15,73.3,268,110,4,5,80.0,4,5,80.0,3,5,60.0,0,0.0,1,0,0,0,0
8,dad4b285,19a03697,d07537b9,"CB,WB",29-239,90,41,57,71.9,792,384,16,17,94.1,22,28,78.6,3,8,37.5,0,0.0,0,4,1,0,5
9,282f75f3,19a03697,d07537b9,CB,29-294,90,42,51,82.4,1005,233,13,15,86.7,19,21,90.5,10,15,66.7,0,0.0,0,3,0,0,2
10,7314bba4,19a03697,d07537b9,CB,29-253,90,43,48,89.6,1217,359,4,5,80.0,22,25,88.0,17,18,94.4,0,0.0,0,1,0,0,0
11,c40b6180,19a03697,d07537b9,CB,26-250,36,18,21,85.7,441,115,4,5,80.0,8,9,88.9,6,7,85.7,0,0.0,0,2,0,0,1
12,f230bc30,19a03697,d07537b9,WB,22-157,54,17,21,81.0,259,83,9,9,100.0,7,10,70.0,1,2,50.0,0,0.0,0,3,0,0,2
13,6a713852,19a03697,d07537b9,GK,23-297,90,22,39,56.4,737,443,3,3,100.0,9,9,100.0,10,27,37.0,0,0.0,0,0,0,0,0
0,d5dd5f1f,4ac58f71,18bb7c10,FW,32-085,90,12,16,75.0,139,24,9,10,90.0,1,1,100.0,1,3,33.3,0,0.1,2,0,2,0,2
1,bc7dc64d,4ac58f71,18bb7c10,LW,20-006,90,26,33,78.8,362,82,15,18,83.3,7,10,70.0,2,3,66.7,0,0.3,3,1,2,1,3
2,57e3f0c7,4ac58f71,18bb7c10,RW,26-105,90,37,48,77.1,678,213,18,20,90.0,14,18,77.8,4,8,50.0,1,1.2,6,1,2,0,2
3,79300479,4ac58f71,18bb7c10,"AM,DM",22-268,90,41,44,93.2,620,76,27,29,93.1,11,11,100.0,2,3,66.7,0,0.1,2,2,1,0,2
4,e3a5814e,4ac58f71,18bb7c10,"DM,RB",24-013,81,42,54,77.8,702,261,23,27,85.2,17,20,85.0,2,6,33.3,0,0.2,2,5,2,0,5
5,839c14e1,4ac58f71,18bb7c10,RB,30-011,9,5,5,100.0,80,50,3,3,100.0,1,1,100.0,1,1,100.0,0,0.1,1,1,1,1,2
6,1b4f1169,4ac58f71,18bb7c10,DM,21-324,61,43,49,87.8,695,114,25,26,96.2,12,12,100.0,6,11,54.5,0,0.0,0,3,0,0,2
7,529f49ab,4ac58f71,18bb7c10,DM,28-090,29,10,11,90.9,262,91,3,3,100.0,4,5,80.0,3,3,100.0,0,0.0,0,3,0,0,2
8,fce2302c,4ac58f71,18bb7c10,LB,24-098,90,38,49,77.6,688,292,17,20,85.0,17,21,81.0,3,6,50.0,0,0.1,2,4,3,2,4
9,67ac5bb8,4ac58f71,18bb7c10,CB,23-266,90,44,51,86.3,857,286,18,19,94.7,22,24,91.7,4,8,50.0,0,0.0,0,1,0,0,2
10,35e413f1,4ac58f71,18bb7c10,CB,23-338,90,33,42,78.6,773,206,7,10,70.0,17,21,81.0,8,9,88.9,0,0.1,3,5,0,0,3
11,b3af9be1,4ac58f71,18bb7c10,RB,22-310,61,28,38,73.7,451,175,14,15,93.3,13,18,72.2,1,4,25.0,0,0.0,0,3,1,1,4
12,17695062,4ac58f71,18bb7c10,AM,21-045,29,13,13,100.0,198,52,7,7,100.0,5,5,100.0,1,1,100.0,0,0.1,2,1,2,0,2
13,466fb2c5,4ac58f71,18bb7c10,GK,23-120,90,24,30,80.0,665,457,7,7,100.0,11,11,100.0,6,12,50.0,0,0.0,0,0,0,0,0
0,0745b37d,4ac58f71,1c781004,FW,31-166,90,9,10,90.0,158,0,3,4,75.0,3,3,100.0,2,2,100.0,0,0.0,0,0,0,0,0
1,9f333379,4ac58f71,1c781004,LW,19-224,68,17,23,73.9,230,69,9,11,81.8,6,7,85.7,0,2,0.0,0,0.1,2,0,1,0,2
2,6c6a3300,4ac58f71,1c781004,"LM,LW",25-075,22,6,11,54.5,141,44,2,2,100.0,3,5,60.0,1,2,50.0,0,0.0,0,2,1,0,2
3,2f6ec02a,4ac58f71,1c781004,RW,23-336,61,14,22,63.6,189,35,10,12,83.3,4,7,57.1,0,2,0.0,0,0.0,0,2,1,0,1
4,f63d8a4b,4ac58f71,1c781004,"RW,RM",23-196,29,9,15,60.0,119,27,4,5,80.0,4,6,66.7,0,1,0.0,0,0.0,0,0,0,0,1
5,471f16b3,4ac58f71,1c781004,"CM,DM",29-246,90,24,36,66.7,450,163,11,14,78.6,11,14,78.6,2,7,28.6,0,0.0,0,5,0,0,2
6,f5044e54,4ac58f71,1c781004,"CM,DM",28-109,90,36,45,80.0,697,205,18,20,90.0,11,15,73.3,6,7,85.7,0,0.0,1,5,1,0,6
7,3faa1780,4ac58f71,1c781004,DM,30-246,79,36,41,87.8,534,140,22,24,91.7,12,13,92.3,2,2,100.0,0,0.0,0,0,0,0,3
8,291e3ec3,4ac58f71,1c781004,FW,20-184,11,1,2,50.0,31,26,0,1,0.0,0,0,,1,1,100.0,0,0.2,1,0,1,1,0
9,5e74d6c8,4ac58f71,1c781004,LB,21-008,90,41,49,83.7,643,303,18,21,85.7,22,24,91.7,1,3,33.3,0,0.0,1,0,1,0,1
10,e9254eec,4ac58f71,1c781004,CB,29-295,90,52,57,91.2,933,283,15,17,88.2,31,33,93.9,4,5,80.0,0,0.1,1,5,1,0,3
11,c393a6c4,4ac58f71,1c781004,CB,19-080,90,44,49,89.8,909,217,13,13,100.0,24,26,92.3,6,9,66.7,0,0.0,0,1,0,0,2
12,774cf58b,4ac58f71,1c781004,RB,21-250,90,30,43,69.8,484,121,18,20,90.0,10,14,71.4,2,4,50.0,0,0.1,1,0,2,1,1
13,f23f9d20,4ac58f71,1c781004,GK,33-161,90,30,50,60.0,1073,725,3,3,100.0,11,11,100.0,16,36,44.4,0,0.0,0,0,0,0,0
0,dea698d9,7794fd6c,19538871,FW,36-218,90,43,48,89.6,570,82,28,30,93.3,12,13,92.3,1,1,100.0,0,0.0,1,1,2,0,4
1,dbf053da,7794fd6c,19538871,LW,21-170,65,35,41,85.4,400,78,27,29,93.1,6,9,66.7,0,0,,0,0.1,2,2,1,0,2
2,810e3c74,7794fd6c,19538871,"LW,RW",28-270,25,8,10,80.0,86,12,7,7,100.0,1,1,100.0,0,1,0.0,0,0.0,0,0,0,0,0
3,58eee997,7794fd6c,19538871,RW,19-345,84,29,36,80.6,582,94,12,17,70.6,13,13,100.0,4,5,80.0,0,0.1,2,2,0,0,1
4,50dc94ce,7794fd6c,19538871,AM,24-146,6,1,1,100.0,5,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0
5,507c7bdf,7794fd6c,19538871,AM,27-003,84,47,57,82.5,713,103,28,32,87.5,15,18,83.3,3,4,75.0,0,0.1,1,0,3,0,4
6,8b788c01,7794fd6c,19538871,LW,25-280,6,3,4,75.0,36,2,2,3,66.7,1,1,100.0,0,0,,0,0.1,1,0,0,0,0
7,eb7822d7,7794fd6c,19538871,DM,33-041,90,94,103,91.3,1712,465,39,44,88.6,43,45,95.6,10,11,90.9,0,0.1,2,15,0,0,13
8,867239d3,7794fd6c,19538871,DM,28-180,90,106,113,93.8,2257,470,30,30,100.0,57,59,96.6,19,24,79.2,2,0.0,2,23,4,0,12
9,9c94165b,7794fd6c,19538871,LB,26-061,90,69,83,83.1,1078,341,37,42,88.1,24,26,92.3,6,11,54.5,1,0.3,4,7,0,0,5
10,d8931174,7794fd6c,19538871,CB,28-190,90,59,60,98.3,1193,377,20,20,100.0,30,30,100.0,9,9,100.0,0,0.0,0,6,0,0,4
11,9f8e9423,7794fd6c,19538871,CB,28-139,90,51,57,89.5,1090,362,8,8,100.0,39,44,88.6,3,4,75.0,0,0.0,0,7,0,0,1
12,9e525177,7794fd6c,19538871,RB,23-289,90,45,53,84.9,730,163,25,26,96.2,18,21,85.7,2,5,40.0,0,0.0,1,2,0,0,2
13,7ba6d84e,7794fd6c,19538871,GK,30-308,90,12,13,92.3,324,278,2,2,100.0,8,9,88.9,2,2,100.0,0,0.0,0,1,0,0,0
0,2b16cb1a,7794fd6c,b2b47a98,FW,24-183,90,26,34,76.5,459,110,13,16,81.3,7,10,70.0,5,6,83.3,1,0.5,4,2,3,0,4
1,a2b105e0,7794fd6c,b2b47a98,AM,23-316,90,42,49,85.7,823,143,19,23,82.6,13,13,100.0,10,12,83.3,0,0.0,0,3,0,0,1
2,c17bfb65,7794fd6c,b2b47a98,CM,25-028,90,16,25,64.0,226,53,11,14,78.6,4,9,44.4,1,1,100.0,0,0.0,0,2,0,0,3
3,862a1c15,7794fd6c,b2b47a98,CM,27-213,90,21,26,80.8,315,86,14,15,93.3,6,7,85.7,1,4,25.0,0,0.0,1,0,0,0,3
4,a3b03921,7794fd6c,b2b47a98,DM,22-022,84,20,22,90.9,392,60,10,12,83.3,5,5,100.0,4,4,100.0,0,0.0,0,4,0,0,0
5,989d5705,7794fd6c,b2b47a98,DM,29-223,6,4,4,100.0,71,0,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0,0,0,0,0
6,71ef519e,7794fd6c,b2b47a98,WB,32-001,90,45,54,83.3,768,310,24,25,96.0,17,17,100.0,4,12,33.3,0,0.1,2,3,1,0,6
7,758dd7f0,7794fd6c,b2b47a98,WB,27-129,76,13,16,81.3,213,40,7,7,100.0,5,6,83.3,1,1,100.0,0,0.0,0,1,0,0,0
8,de112b84,7794fd6c,b2b47a98,WB,26-199,14,9,11,81.8,193,40,1,2,50.0,6,6,100.0,2,3,66.7,0,0.0,0,1,0,0,1
9,2b91cf8e,7794fd6c,b2b47a98,CB,31-350,83,27,31,87.1,488,145,11,11,100.0,14,15,93.3,1,4,25.0,0,0.0,1,0,0,0,1
10,efb9215a,7794fd6c,b2b47a98,CB,23-229,7,6,6,100.0,121,33,1,1,100.0,5,5,100.0,0,0,,0,0.0,0,0,0,0,1
11,450ab6fc,7794fd6c,b2b47a98,CB,27-304,90,28,29,96.6,724,141,1,1,100.0,20,20,100.0,7,8,87.5,0,0.0,0,1,0,0,0
12,c951a6df,7794fd6c,b2b47a98,CB,26-173,90,25,29,86.2,574,52,6,6,100.0,13,14,92.9,6,8,75.0,0,0.0,0,1,0,0,0
13,19e50035,7794fd6c,b2b47a98,GK,24-191,90,23,39,59.0,993,639,1,1,100.0,8,8,100.0,14,30,46.7,0,0.0,0,3,0,0,0
0,45963054,8dd69c8d,a2d435b3,FW,34-243,90,11,13,84.6,218,23,6,6,100.0,3,4,75.0,2,3,66.7,0,0.1,1,0,1,1,0
1,3ea50f67,8dd69c8d,a2d435b3,LW,23-276,72,11,17,64.7,158,48,8,8,100.0,3,6,50.0,0,2,0.0,0,0.0,0,0,0,0,1
2,7c104bb7,8dd69c8d,a2d435b3,LW,23-326,18,6,7,85.7,83,34,3,4,75.0,2,2,100.0,0,0,,0,0.0,0,1,0,0,0
3,b827d5b3,8dd69c8d,a2d435b3,RW,31-297,90,14,25,56.0,436,220,2,2,100.0,7,10,70.0,5,11,45.5,0,0.2,2,1,1,1,0
4,ee38d9c5,8dd69c8d,a2d435b3,AM,24-292,72,15,20,75.0,280,94,7,8,87.5,6,7,85.7,2,4,50.0,0,0.1,1,3,0,0,2
5,c92e1a31,8dd69c8d,a2d435b3,AM,24-343,18,6,10,60.0,86,35,2,2,100.0,4,7,57.1,0,0,,0,0.3,1,1,1,0,1
6,6b47c5db,8dd69c8d,a2d435b3,DM,24-269,90,32,38,84.2,460,172,20,21,95.2,11,12,91.7,1,3,33.3,0,0.0,0,1,0,0,3
7,56f7a928,8dd69c8d,a2d435b3,DM,24-127,90,35,42,83.3,677,193,13,16,81.3,18,21,85.7,4,5,80.0,0,0.0,0,2,1,0,2
8,01226327,8dd69c8d,a2d435b3,LB,32-037,90,22,24,91.7,339,123,11,12,91.7,9,10,90.0,1,1,100.0,0,0.0,0,0,1,0,2
9,1900032e,8dd69c8d,a2d435b3,CB,29-039,60,20,22,90.9,438,222,6,6,100.0,10,11,90.9,4,5,80.0,0,0.0,0,1,0,0,1
10,f8fcd2a5,8dd69c8d,a2d435b3,CB,33-251,30,24,28,85.7,435,155,9,10,90.0,14,14,100.0,1,4,25.0,0,0.0,0,0,0,0,1
11,21166ff4,8dd69c8d,a2d435b3,CB,25-111,90,53,62,85.5,1142,320,14,14,100.0,30,31,96.8,8,14,57.1,0,0.0,0,2,0,0,3
12,197640fd,8dd69c8d,a2d435b3,RB,25-280,90,26,30,86.7,447,154,9,11,81.8,14,15,93.3,2,3,66.7,0,0.0,0,2,1,0,2
13,53af52f3,8dd69c8d,a2d435b3,GK,34-310,90,38,52,73.1,1051,607,5,5,100.0,20,21,95.2,13,26,50.0,0,0.0,0,0,0,0,0
0,9e1035f8,8dd69c8d,b8fd03ef,FW,21-194,63,7,10,70.0,116,0,3,3,100.0,4,5,80.0,0,0,,0,0.0,0,0,0,0,0
1,b400bde0,8dd69c8d,b8fd03ef,FW,26-277,27,3,6,50.0,51,17,1,2,50.0,2,2,100.0,0,1,0.0,0,0.2,1,0,1,0,1
2,b0b4fd3e,8dd69c8d,b8fd03ef,LW,26-001,90,39,46,84.8,613,163,21,25,84.0,16,16,100.0,2,2,100.0,0,0.3,4,0,4,1,8
3,b66315ae,8dd69c8d,b8fd03ef,RW,24-161,83,19,31,61.3,309,69,8,12,66.7,11,15,73.3,0,1,0.0,0,0.0,0,0,3,1,2
4,101da2b5,8dd69c8d,b8fd03ef,CM,36-130,7,5,5,100.0,61,43,4,4,100.0,1,1,100.0,0,0,,0,0.0,0,1,0,0,1
5,3eb22ec9,8dd69c8d,b8fd03ef,"CM,RW",27-032,90,40,51,78.4,641,73,23,26,88.5,16,20,80.0,1,4,25.0,0,0.4,3,2,1,1,0
6,819b3158,8dd69c8d,b8fd03ef,CM,30-322,90,30,42,71.4,653,207,11,14,78.6,9,10,90.0,9,15,60.0,0,0.6,4,2,3,0,4
7,6434f10d,8dd69c8d,b8fd03ef,DM,25-081,90,51,54,94.4,940,173,15,15,100.0,33,34,97.1,3,3,100.0,0,0.0,1,2,0,0,3
8,bd6351cd,8dd69c8d,b8fd03ef,LB,27-107,90,58,70,82.9,1057,332,26,28,92.9,26,31,83.9,6,10,60.0,0,0.1,1,9,3,1,8
9,119b9a8e,8dd69c8d,b8fd03ef,CB,27-107,90,103,106,97.2,2307,714,25,26,96.2,59,59,100.0,19,21,90.5,0,0.0,1,14,2,0,15
10,31c69ef1,8dd69c8d,b8fd03ef,CB,24-120,90,85,90,94.4,1648,371,25,25,100.0,49,50,98.0,11,15,73.3,0,0.3,2,8,1,0,11
11,86dd77d1,8dd69c8d,b8fd03ef,RB,31-106,90,63,68,92.6,1349,304,21,22,95.5,30,32,93.8,12,14,85.7,0,0.0,0,13,0,0,5
12,3bb7b8b4,8dd69c8d,b8fd03ef,GK,28-025,90,22,24,91.7,582,451,2,2,100.0,14,14,100.0,6,8,75.0,0,0.0,0,0,0,0,0
0,68c720b5,ddff1858,33c895d4,FW,24-213,73,12,16,75.0,266,33,3,5,60.0,7,8,87.5,2,2,100.0,0,0.1,1,2,0,0,1
1,97220da2,ddff1858,33c895d4,FW,20-001,17,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0,0,0,0,0
2,254147d4,ddff1858,33c895d4,LM,23-088,90,22,32,68.8,363,153,11,13,84.6,9,14,64.3,2,5,40.0,0,0.1,1,2,3,0,8
3,68dc0dac,ddff1858,33c895d4,CM,27-038,90,14,17,82.4,253,89,5,5,100.0,8,11,72.7,1,1,100.0,0,0.0,1,2,3,0,4
4,3515d404,ddff1858,33c895d4,CM,26-314,90,24,33,72.7,469,143,9,11,81.8,10,11,90.9,4,10,40.0,0,0.3,1,3,0,0,0
5,ab651565,ddff1858,33c895d4,RM,27-189,90,26,35,74.3,489,126,14,15,93.3,8,14,57.1,4,5,80.0,0,0.0,1,2,0,0,1
6,4b511457,ddff1858,33c895d4,DM,29-352,52,22,27,81.5,475,103,7,8,87.5,10,12,83.3,5,7,71.4,0,0.0,0,3,0,0,1
7,11ff3d56,ddff1858,33c895d4,DM,22-187,38,8,10,80.0,141,18,3,5,60.0,3,3,100.0,1,1,100.0,0,0.0,0,1,0,0,0
8,6dfd8f05,ddff1858,33c895d4,LB,23-354,90,24,40,60.0,307,112,17,21,81.0,6,8,75.0,0,7,0.0,0,0.1,1,1,1,0,2
9,0b33f6ad,ddff1858,33c895d4,CB,22-147,90,54,65,83.1,1104,389,12,14,85.7,33,38,86.8,8,12,66.7,0,0.0,0,4,0,0,7
10,6adbc307,ddff1858,33c895d4,CB,27-227,90,55,63,87.3,1270,430,10,10,100.0,32,35,91.4,12,16,75.0,0,0.0,0,3,0,0,4
11,afed6722,ddff1858,33c895d4,RB,18-303,90,35,42,83.3,709,187,12,12,100.0,17,19,89.5,6,11,54.5,0,0.1,1,2,0,0,2
12,36c2ca73,ddff1858,33c895d4,GK,31-282,90,31,34,91.2,858,527,7,7,100.0,16,16,100.0,8,11,72.7,0,0.0,0,0,0,0,0
0,ac05f970,ddff1858,7c21e445,FW,31-167,89,17,26,65.4,208,15,9,12,75.0,6,8,75.0,0,2,0.0,0,0.0,0,0,0,0,0
1,82927de4,ddff1858,7c21e445,LW,25-201,90,42,53,79.2,761,195,22,23,95.7,15,19,78.9,5,9,55.6,0,0.0,0,3,0,0,2
2,79c84d1c,ddff1858,7c21e445,RW,24-265,82,20,29,69.0,378,89,9,12,75.0,9,11,81.8,2,5,40.0,0,0.1,1,1,0,0,0
3,849c826a,ddff1858,7c21e445,RW,31-323,8,3,3,100.0,66,26,2,2,100.0,0,0,,1,1,100.0,0,0.0,0,0,0,0,1
4,5a04fd92,ddff1858,7c21e445,AM,26-032,62,30,41,73.2,538,143,16,20,80.0,8,11,72.7,5,9,55.6,0,0.1,2,2,2,2,1
5,aa8e289e,ddff1858,7c21e445,AM,23-342,28,8,8,100.0,139,21,3,3,100.0,5,5,100.0,0,0,,0,0.1,1,1,0,0,2
6,1c7012b8,ddff1858,7c21e445,DM,22-240,90,81,89,91.0,1544,403,26,29,89.7,45,49,91.8,9,10,90.0,0,0.0,1,12,2,0,7
7,6613c819,ddff1858,7c21e445,DM,26-196,90,53,63,84.1,966,165,21,23,91.3,28,32,87.5,4,8,50.0,0,0.0,0,6,0,0,4
8,4f974391,ddff1858,7c21e445,LB,31-270,90,60,69,87.0,1117,412,24,27,88.9,30,32,93.8,5,9,55.6,0,0.1,2,4,0,0,5
9,74b2cd7e,ddff1858,7c21e445,CB,33-111,90,54,57,94.7,1202,379,15,15,100.0,29,30,96.7,10,12,83.3,0,0.0,0,3,0,0,2
10,3e9e06cb,ddff1858,7c21e445,CB,31-128,90,59,69,85.5,1591,779,11,12,91.7,27,28,96.4,20,28,71.4,0,0.0,0,10,0,0,7
